name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Courtney, Joe",UNP,2019/12/31,2020/02/18,2022/02/15,0.3504,2021/02/16,0.1631,2020/08/18,0.0515
"Beyer, Donald S.",EDIT,2019/12/23,2020/02/10,2022/02/07,-0.2967,2021/02/08,1.4467,2020/08/10,0.3101
"Cassidy, William",SO,2016/03/31,2016/05/19,2018/05/17,-0.0915,2017/05/18,0.0321,2016/11/17,-0.0106
"Whitehouse, Sheldon",UA,2016/01/06,2016/02/24,2018/02/21,,2017/02/22,,2016/08/24,
"Perdue Jr., David A.",VSM,2016/12/02,2017/01/20,2019/01/18,,2018/01/19,,2017/07/21,
"Collins, Susan M.",ROP,2014/06/19,2014/08/07,2016/08/04,0.1711,2015/08/06,0.1545,2015/02/05,0.1057
"Roberts, Pat",NVDA,2017/09/28,2017/11/16,2019/11/14,-0.0212,2018/11/15,-0.0578,2018/05/17,0.1681
"Whitehouse, Sheldon",PEP,2015/03/10,2015/04/28,2017/04/25,0.2107,2016/04/26,0.089,2015/10/27,0.087
"Frankel, Lois",NSP,2019/12/17,2020/02/04,2022/02/01,0.1795,2021/02/02,-0.1105,2020/08/04,-0.209
"Capito, Shelley M.",CVX,2018/04/24,2018/06/12,2020/06/09,-0.204,2019/06/11,-0.0395,2018/12/11,-0.0948
"Perdue Jr., David A.",AM,2015/01/07,2015/02/25,2017/02/22,,2016/02/24,,2015/08/26,
"Reed, John F.",CELG,2016/07/25,2016/09/12,2018/09/10,,2017/09/11,,2017/03/13,
"Whitehouse, Sheldon",AMGN,2016/05/24,2016/07/12,2018/07/10,0.2042,2017/07/11,0.0735,2017/01/10,-0.0199
"Capito, Shelley M.",ABT,2015/07/21,2015/09/08,2017/09/05,0.1629,2016/09/06,-0.0393,2016/03/08,-0.105
"Hoeven, John",UA-C,2016/06/28,2016/08/16,2018/08/14,,2017/08/15,,2017/02/14,
"Perdue Jr., David A.",FDC,2017/09/27,2017/11/15,2019/11/13,,2018/11/14,,2018/05/16,
"Perdue Jr., David A.",URBN,2017/06/19,2017/08/07,2019/08/05,0.1262,2018/08/06,1.3875,2018/02/05,0.7239
"Roberts, Pat",FB,2017/07/20,2017/09/07,2019/09/05,0.104,2018/09/06,-0.0483,2018/03/08,0.0648
"Capito, Shelley M.",BLK,2018/04/24,2018/06/12,2020/06/09,0.0124,2019/06/11,-0.1894,2018/12/11,-0.2854
"Perdue Jr., David A.",BWXT,2018/12/10,2019/01/28,2021/01/25,0.3064,2020/01/27,0.45,2019/07/29,0.1921
"Roberts, Pat",NFLX,2017/07/31,2017/09/18,2019/09/16,0.5949,2018/09/17,0.9471,2018/03/19,0.6957
"Capito, Shelley M.",ES,2018/04/05,2018/05/24,2020/05/21,0.3993,2019/05/23,0.3164,2018/11/22,0.1803
"Perdue Jr., David A.",RF,2017/05/22,2017/07/10,2019/07/08,0.0292,2018/07/09,0.2139,2018/01/08,0.185
"Murray, Patty",DNKN,2017/03/16,2017/05/04,2019/05/02,,2018/05/03,,2017/11/02,
"Whitehouse, Sheldon",FB,2016/05/24,2016/07/12,2018/07/10,0.7232,2017/07/11,0.3049,2017/01/10,0.0571
"Courtney, Joe",BLK,2019/12/31,2020/02/18,2022/02/15,0.3824,2021/02/16,0.299,2020/08/18,0.0497
"Reed, John F.",ZMH,2014/03/17,2014/05/05,2016/05/02,,2015/05/04,,2014/11/03,
"Toomey, Patrick J.",PG,2015/04/27,2015/06/15,2017/06/12,0.1302,2016/06/13,0.061,2015/12/14,-0.0027
"Perdue Jr., David A.",AXTA,2017/12/14,2018/02/01,2020/01/30,-0.1065,2019/01/31,-0.1837,2018/08/02,-0.0398
"Courtney, Joe",KDP,2019/12/31,2020/02/18,2022/02/15,0.3203,2021/02/16,0.0882,2020/08/18,-0.0059
"Cisneros, Gilbert",GDDY,2019/12/24,2020/02/11,2022/02/08,0.0837,2021/02/09,0.2939,2020/08/11,0.1206
"Langevin, James R.",HUYA,2019/11/20,2020/01/08,2022/01/05,-0.6757,2021/01/06,0.0072,2020/07/08,0.1176
"Carper, Thomas R.",ABBV,2015/02/12,2015/04/02,2017/03/30,0.1426,2016/03/31,-0.0037,2015/10/01,-0.0484
"Perdue Jr., David A.",AAPL,2016/02/12,2016/04/01,2018/03/30,0.5281,2017/03/31,0.3166,2016/09/30,0.0319
"Perdue Jr., David A.",FEYE,2016/10/19,2016/12/07,2018/12/05,0.4661,2017/12/06,0.0216,2017/06/07,0.162
"Collins, Susan M.",AKAM,2019/08/20,2019/10/08,2021/10/05,0.1631,2020/10/06,0.2292,2020/04/07,0.0927
"Perdue Jr., David A.",T,2019/02/06,2019/03/27,2021/03/24,-0.0418,2020/03/25,-0.0889,2019/09/25,0.1894
"Collins, Susan M.",UL,2014/05/07,2014/06/25,2016/06/22,0.0315,2015/06/24,-0.0073,2014/12/24,-0.081
"Joyce, David P.",FIKMX,2019/09/30,2019/11/18,2021/11/15,,2020/11/16,,2020/05/18,
"Perdue Jr., David A.",VSM,2016/12/22,2017/02/09,2019/02/07,,2018/02/08,,2017/08/10,
"Doggett, Lloyd",HD,2019/12/19,2020/02/06,2022/02/03,0.5419,2021/02/04,0.161,2020/08/06,0.126
"Hoeven, John",WTW,2018/07/26,2018/09/13,2020/09/10,0.4299,2019/09/12,0.3234,2019/03/14,0.1774
"Perdue Jr., David A.",BOIVF,2019/11/11,2019/12/30,2021/12/27,0.2789,2020/12/28,-0.0434,2020/06/29,-0.2777
"Inhofe, James M.",INTU,2018/08/16,2018/10/04,2020/10/01,0.4616,2019/10/03,0.1426,2019/04/04,0.1637
"Capito, Shelley M.",CCI,2017/09/08,2017/10/27,2019/10/25,0.3633,2018/10/26,0.0158,2018/04/27,-0.0159
"Perdue Jr., David A.",ANDX,2018/09/14,2018/11/02,2020/10/30,,2019/11/01,,2019/05/03,
"Hoeven, John",TWO,2019/11/04,2019/12/23,2021/12/20,-0.6283,2020/12/21,-0.5677,2020/06/22,-0.6593
"Perdue Jr., David A.",HYH,2016/01/26,2016/03/15,2018/03/13,0.7206,2017/03/14,0.3868,2016/09/13,0.2455
"Toomey, Patrick J.",DBP,2014/06/12,2014/07/31,2016/07/28,0.003,2015/07/30,-0.1947,2015/01/29,-0.0569
"Perdue Jr., David A.",RF,2018/02/06,2018/03/27,2020/03/24,-0.536,2019/03/26,-0.2577,2018/09/25,0.042
"Perdue Jr., David A.",AAPL,2016/02/03,2016/03/23,2018/03/21,0.6259,2017/03/22,0.3209,2016/09/21,0.0631
"Shalala, Donna",WAFD,2019/03/06,2019/04/24,2021/04/21,-0.0411,2020/04/22,-0.2747,2019/10/23,0.0891
"Murray, Patty",XOM,2017/03/16,2017/05/04,2019/05/02,-0.049,2018/05/03,-0.0718,2017/11/02,0.0175
"Perdue Jr., David A.",BAX,2015/08/12,2015/09/30,2017/09/27,0.8961,2016/09/28,0.4448,2016/03/30,0.2517
"Capito, Shelley M.",NEE,2017/09/05,2017/10/24,2019/10/22,0.5373,2018/10/23,0.1163,2018/04/24,0.0515
"Whitehouse, Sheldon",FB,2016/08/05,2016/09/23,2018/09/21,0.2898,2017/09/22,0.3324,2017/03/24,0.0972
"Perdue Jr., David A.",SHLX,2018/02/05,2018/03/26,2020/03/23,-0.5842,2019/03/25,-0.0725,2018/09/24,0.0442
"Capito, Shelley M.",MMM,2018/04/05,2018/05/24,2020/05/21,-0.2597,2019/05/23,-0.1617,2018/11/22,-0.0041
"Whitehouse, Sheldon",KO,2019/06/05,2019/07/24,2021/07/21,0.0512,2020/07/22,-0.1189,2020/01/22,0.0588
"Perdue Jr., David A.",VSM,2017/05/05,2017/06/23,2019/06/21,,2018/06/22,,2017/12/22,
"Perdue Jr., David A.",FDC,2017/09/14,2017/11/02,2019/10/31,,2018/11/01,,2018/05/03,
"Hoeven, John",SBUX,2017/04/21,2017/06/09,2019/06/07,0.3256,2018/06/08,-0.0866,2017/12/08,-0.0595
"Collins, Susan M.",AAPL,2014/11/10,2014/12/29,2016/12/26,0.0256,2015/12/28,-0.0637,2015/06/29,0.0986
"Collins, Susan M.",QCOM,2014/05/07,2014/06/25,2016/06/22,-0.3042,2015/06/24,-0.1536,2014/12/24,-0.0426
"Shalala, Donna",TWTR,2019/03/28,2019/05/16,2021/05/13,0.3142,2020/05/14,-0.2745,2019/11/14,-0.2432
"Collins, Susan M.",BA,2014/03/19,2014/05/07,2016/05/04,0.0098,2015/05/06,0.0894,2014/11/05,-0.0378
"Capito, Shelley M.",LOW,2018/04/24,2018/06/12,2020/06/09,0.2955,2019/06/11,-0.037,2018/12/11,-0.1
"Perdue Jr., David A.",FEYE,2018/06/22,2018/08/10,2020/08/07,0.0291,2019/08/09,-0.1245,2019/02/08,0.0624
"Perdue Jr., David A.",MRK,2017/09/29,2017/11/17,2019/11/15,0.5451,2018/11/16,0.3688,2018/05/18,0.0615
"Roberts, Pat",AAPL,2014/08/01,2014/09/19,2016/09/16,0.1345,2015/09/18,0.1149,2015/03/20,0.2498
"Whitehouse, Sheldon",V,2014/02/19,2014/04/09,2016/04/06,0.5136,2015/04/08,0.2929,2014/10/08,0.024
"Reed, John F.",CELG,2015/02/20,2015/04/10,2017/04/07,,2016/04/08,,2015/10/09,
"Perdue Jr., David A.",CIT,2015/03/02,2015/04/20,2017/04/17,,2016/04/18,,2015/10/19,
"Hoeven, John",SPG,2017/01/04,2017/02/22,2019/02/20,-0.0245,2018/02/21,-0.1688,2017/08/23,-0.1586
"Perdue Jr., David A.",WLK,2016/07/18,2016/09/05,2018/09/03,0.781,2017/09/04,0.4716,2017/03/06,0.2511
"Moran, Jerry",AAPL,2018/12/19,2019/02/06,2021/02/03,2.0928,2020/02/05,0.8476,2019/08/07,0.1292
"Whitehouse, Sheldon",VZ,2014/09/18,2014/11/06,2016/11/03,-0.0599,2015/11/05,-0.0752,2015/05/07,-0.0088
"Capito, Shelley M.",FANUY,2017/09/08,2017/10/27,2019/10/25,-0.1364,2018/10/26,-0.3042,2018/04/27,-0.0415
"Perdue Jr., David A.",GOOG,2019/03/25,2019/05/13,2021/05/10,1.076,2020/05/11,0.2307,2019/11/11,0.147
"Perdue Jr., David A.",DISCA,2015/08/21,2015/10/09,2017/10/06,-0.2587,2016/10/07,-0.0483,2016/04/08,-0.0253
"McConnell Jr., A. M.",WFC,2017/09/07,2017/10/26,2019/10/24,-0.0874,2018/10/25,-0.077,2018/04/26,-0.056
"Perdue Jr., David A.",BAX,2015/08/19,2015/10/07,2017/10/04,0.9267,2016/10/05,0.4617,2016/04/06,0.2796
"Perdue Jr., David A.",KN,2015/04/17,2015/06/05,2017/06/02,-0.0387,2016/06/03,-0.1909,2015/12/04,-0.1674
"Cassidy, William",AMGN,2016/10/31,2016/12/19,2018/12/17,0.2874,2017/12/18,0.1919,2017/06/19,0.102
"Perdue Jr., David A.",CBS,2015/02/09,2015/03/30,2017/03/27,,2016/03/28,,2015/09/28,
"Whitehouse, Sheldon",C,2014/03/20,2014/05/08,2016/05/05,-0.0526,2015/05/07,0.1238,2014/11/06,0.1478
"Shalala, Donna",WYND,2019/03/06,2019/04/24,2021/04/21,0.431,2020/04/22,-0.4969,2019/10/23,0.062
"Whitehouse, Sheldon",BAC,2016/02/12,2016/04/01,2018/03/30,1.1806,2017/03/31,0.7634,2016/09/30,0.1457
"Whitehouse, Sheldon",DISH,2017/02/10,2017/03/31,2019/03/29,-0.5048,2018/03/30,-0.4092,2017/09/29,-0.1533
"Roberts, Pat",NFLX,2014/09/12,2014/10/31,2016/10/28,1.2945,2015/10/30,0.935,2015/05/01,0.4298
"Roberts, Pat",NVDA,2017/12/07,2018/01/25,2020/01/23,0.0543,2019/01/24,-0.3458,2018/07/26,0.0656
"Whitehouse, Sheldon",ON,2018/06/13,2018/08/01,2020/07/29,-0.0567,2019/07/31,-0.0178,2019/01/30,-0.1062
"Capito, Shelley M.",GD,2018/04/05,2018/05/24,2020/05/21,-0.3347,2019/05/23,-0.2008,2018/11/22,-0.1433
"Hoeven, John",PRU,2019/11/19,2020/01/07,2022/01/04,0.2089,2021/01/05,-0.1744,2020/07/07,-0.3564
"Beyer, Donald S.",FLIR,2019/12/23,2020/02/10,2022/02/07,,2021/02/08,,2020/08/10,
"Perdue Jr., David A.",LYV,2016/02/17,2016/04/06,2018/04/04,0.7342,2017/04/05,0.4493,2016/10/05,0.3034
"Collins, Susan M.",RHT,2016/03/09,2016/04/27,2018/04/25,,2017/04/26,,2016/10/26,
"Capito, Shelley M.",CERN,2017/09/08,2017/10/27,2019/10/25,0.0447,2018/10/26,-0.1627,2018/04/27,-0.0774
"Capito, Shelley M.",ABT,2018/04/24,2018/06/12,2020/06/09,0.4525,2019/06/11,0.2904,2018/12/11,0.1413
"Whitehouse, Sheldon",BRK-B,2018/08/06,2018/09/24,2020/09/21,-0.0329,2019/09/23,-0.0539,2019/03/25,-0.0876
"Perdue Jr., David A.",XOM,2015/08/07,2015/09/25,2017/09/22,0.0935,2016/09/23,0.1409,2016/03/25,0.1488
"Whitehouse, Sheldon",MRK,2015/07/10,2015/08/28,2017/08/25,0.1461,2016/08/26,0.1448,2016/02/26,-0.0749
"Courtney, Joe",LMT,2019/12/31,2020/02/18,2022/02/15,-0.123,2021/02/16,-0.2281,2020/08/18,-0.1062
"Perdue Jr., David A.",FDC,2018/10/29,2018/12/17,2020/12/14,,2019/12/16,,2019/06/17,
"Whitehouse, Sheldon",TWX,2014/02/19,2014/04/09,2016/04/06,0.1676,2015/04/08,0.3624,2014/10/08,0.167
"Capito, Shelley M.",RBGLY,2017/09/08,2017/10/27,2019/10/25,-0.1566,2018/10/26,-0.0491,2018/04/27,-0.131
"Inhofe, James M.",CLR,2016/01/08,2016/02/26,2018/02/23,1.2693,2017/02/24,1.0613,2016/08/26,1.2511
"Shalala, Donna",CATY,2019/02/20,2019/04/10,2021/04/07,0.1825,2020/04/08,-0.3189,2019/10/09,-0.0339
"Collins, Susan M.",HOLX,2016/12/01,2017/01/19,2019/01/17,0.0804,2018/01/18,0.0973,2017/07/20,0.136
"Perdue Jr., David A.",KMI,2018/11/29,2019/01/17,2021/01/14,-0.1094,2020/01/16,0.2274,2019/07/18,0.1601
"Perdue Jr., David A.",DISCA,2015/08/12,2015/09/30,2017/09/27,-0.1812,2016/09/28,0.0213,2016/03/30,0.0861
"Roberts, Pat",NFLX,2017/04/07,2017/05/26,2019/05/24,1.2002,2018/05/25,1.1692,2017/11/24,0.21
"Whitehouse, Sheldon",JCI,2016/11/15,2017/01/03,2019/01/01,-0.2897,2018/01/02,-0.0928,2017/07/04,0.0345
"Whitehouse, Sheldon",MCD,2018/05/07,2018/06/25,2020/06/22,0.1575,2019/06/24,0.27,2018/12/24,0.073
"Shalala, Donna",REXR,2019/04/30,2019/06/18,2021/06/15,0.4574,2020/06/16,0.0544,2019/12/17,0.1194
"Whitehouse, Sheldon",SLB,2014/03/20,2014/05/08,2016/05/05,-0.2494,2015/05/07,-0.104,2014/11/06,-0.0549
"Whitehouse, Sheldon",ETN,2018/05/24,2018/07/12,2020/07/09,0.1219,2019/07/11,0.0244,2019/01/10,-0.0977
"Perdue Jr., David A.",FEYE,2018/01/16,2018/03/06,2020/03/03,-0.2516,2019/03/05,-0.0853,2018/09/04,-0.0825
"Whitehouse, Sheldon",HPQ,2017/07/25,2017/09/12,2019/09/10,-0.025,2018/09/11,0.2683,2018/03/13,0.227
"Axne, Cynthia",WFC,2019/09/09,2019/10/28,2021/10/25,-0.0191,2020/10/26,-0.5597,2020/04/27,-0.4621
"Collins, Susan M.",CRM,2014/02/11,2014/04/01,2016/03/29,0.231,2015/03/31,0.1539,2014/09/30,-0.018
"Shalala, Donna",BKU,2019/03/06,2019/04/24,2021/04/21,0.1745,2020/04/22,-0.4906,2019/10/23,-0.048
"Reed, John F.",IYT,2017/06/19,2017/08/07,2019/08/05,0.0866,2018/08/06,0.1977,2018/02/05,0.1364
"Roberts, Pat",FB,2018/02/05,2018/03/26,2020/03/23,-0.0502,2019/03/25,0.0594,2018/09/24,0.0531
"Perdue Jr., David A.",MOS,2017/07/03,2017/08/21,2019/08/19,0.0076,2018/08/20,0.5139,2018/02/19,0.3464
"Perdue Jr., David A.",LGF-B,2018/11/19,2019/01/07,2021/01/04,-0.3725,2020/01/06,-0.3847,2019/07/08,-0.2674
"Perdue Jr., David A.",BAC,2016/04/14,2016/06/02,2018/05/31,0.9526,2017/06/01,0.5106,2016/12/01,0.4548
"Hoeven, John",AAPL,2016/01/28,2016/03/17,2018/03/15,0.6947,2017/03/16,0.3303,2016/09/15,0.084
"Whitehouse, Sheldon",BIIB,2015/08/28,2015/10/16,2017/10/13,0.2426,2016/10/14,0.0879,2016/04/15,-0.0067
"Whitehouse, Sheldon",MET,2016/03/24,2016/05/12,2018/05/10,0.2031,2017/05/11,0.1934,2016/11/10,0.2311
"Whitehouse, Sheldon",NOV,2014/07/02,2014/08/20,2016/08/17,-0.5766,2015/08/19,-0.5268,2015/02/18,-0.3371
"Whitehouse, Sheldon",WMT,2018/08/28,2018/10/16,2020/10/13,0.5281,2019/10/15,0.2545,2019/04/16,0.0815
"Whitehouse, Sheldon",NVDA,2016/04/26,2016/06/14,2018/06/12,4.6066,2017/06/13,2.2218,2016/12/13,0.9554
"Whitehouse, Sheldon",M,2014/10/02,2014/11/20,2016/11/17,-0.3218,2015/11/19,-0.3806,2015/05/21,0.0884
"Whitehouse, Sheldon",WM,2016/07/07,2016/08/25,2018/08/23,0.3856,2017/08/24,0.1611,2017/02/23,0.1155
"Roberts, Pat",COST,2016/11/14,2017/01/02,2018/12/31,0.27,2018/01/01,0.1813,2017/07/03,-0.0009
"Perdue Jr., David A.",SUN,2018/01/31,2018/03/21,2020/03/18,-0.5343,2019/03/20,0.1548,2018/09/19,0.0542
"Perdue Jr., David A.",NKE,2016/05/16,2016/07/04,2018/07/02,0.4109,2017/07/03,0.0579,2017/01/02,-0.06
"Perdue Jr., David A.",PFE,2017/02/13,2017/04/03,2019/04/01,0.249,2018/04/02,0.03,2017/10/02,0.0459
"Shalala, Donna",MGPI,2019/04/30,2019/06/18,2021/06/15,0.0786,2020/06/16,-0.3967,2019/12/17,-0.218
"Courtney, Joe",HON,2019/12/31,2020/02/18,2022/02/15,0.0474,2021/02/16,0.1336,2020/08/18,-0.1181
"Perdue Jr., David A.",WPX,2015/03/16,2015/05/04,2017/05/01,,2016/05/02,,2015/11/02,
"Hoeven, John",F,2017/05/15,2017/07/03,2019/07/01,-0.1064,2018/07/02,-0.0401,2018/01/01,0.0968
"Roberts, Pat",FB,2016/06/29,2016/08/17,2018/08/15,0.4385,2017/08/16,0.3777,2017/02/15,0.0774
"Roberts, Pat",BA,2014/12/19,2015/02/06,2017/02/03,0.0987,2016/02/05,-0.1733,2015/08/07,-0.0373
"Perdue Jr., David A.",GPK,2018/10/30,2018/12/18,2020/12/15,0.4993,2019/12/17,0.5432,2019/06/18,0.2942
"Peters, Gary C.",SPG,2016/12/30,2017/02/17,2019/02/15,0.0162,2018/02/16,-0.1315,2017/08/18,-0.1436
"Roberts, Pat",AAPL,2014/09/12,2014/10/31,2016/10/28,0.0623,2015/10/30,0.1182,2015/05/01,0.1868
"Perdue Jr., David A.",RF,2017/11/30,2018/01/18,2020/01/16,-0.098,2019/01/17,-0.1596,2018/07/19,-0.0295
"Whitehouse, Sheldon",GE,2016/05/04,2016/06/22,2018/06/20,-0.582,2017/06/21,-0.0975,2016/12/21,0.0391
"Cassidy, William",CVS,2019/01/25,2019/03/15,2021/03/12,0.3148,2020/03/13,0.0251,2019/09/13,0.1473
"Collins, Susan M.",RHT,2016/08/01,2016/09/19,2018/09/17,,2017/09/18,,2017/03/20,
"Collins, Susan M.",COP,2014/04/17,2014/06/05,2016/06/02,-0.448,2015/06/04,-0.2061,2014/12/04,-0.1282
"Perdue Jr., David A.",HBI,2017/08/16,2017/10/04,2019/10/02,-0.3883,2018/10/03,-0.244,2018/04/04,-0.2183
"Perdue Jr., David A.",DIS,2016/12/16,2017/02/03,2019/02/01,0.0073,2018/02/02,-0.0105,2017/08/04,-0.025
"Hoeven, John",EL,2014/08/25,2014/10/13,2016/10/10,0.2252,2015/10/12,0.1743,2015/04/13,0.1643
"Hoeven, John",MCD,2016/04/22,2016/06/10,2018/06/08,0.392,2017/06/09,0.24,2016/12/09,-0.0114
