official,ticker,buy_date,profit,sell_date
"Shalala, Donna",NSRGY,2019/02/15,22.44,2019/08/28
"Roberts, Pat",NVAX,2020/08/17,-34.57,2020/10/13
"Inhofe, James M.",FLR,2017/05/17,-6.16,2017/08/04
"Gottheimer, Josh",AFRM,2021/10/12,-34.07,2021/12/28
"Green, Mark",GLOP,2020/11/09,-0.89,2020/11/10
"McKinley, David B.",BDX,2020/04/30,2.34,2020/08/20
"Clark, Katherine M.",MPC,2020/03/02,-28.81,2020/03/20
"Murray, Patty",MDT,2017/03/16,5.02,2017/06/15
"Lee, Susie",SIRI,2020/04/23,0.98,2020/12/28
"Murray, Patty",T,2017/03/16,-3.73,2017/06/15
"Welch, Peter",ED,2020/03/02,5.98,2020/03/17
"Perdue Jr., David A.",PYPL,2017/12/04,37.28,2020/04/14
"Perdue Jr., David A.",PYPL,2017/12/26,34.56,2020/04/16
"Moran, Jerry",BAC,2018/12/19,19.35,2021/12/21
"Cisneros, Gilbert",C,2020/03/18,14.56,2020/04/29
"Green, Mark",MMLP,2020/10/05,0.19,2020/11/10
"Allen, Richard W.",FCX,2021/02/10,0.54,2021/10/04
"Lowenthal, Alan S.",FIS,2020/10/23,3.45,2021/06/03
"Inhofe, James M.",DHR,2018/07/26,56.84,2020/01/27
"Wittman, Robert J.",PGR,2020/10/02,-6.58,2021/02/18
"Evans, Dwight",T,2020/03/02,-6.81,2020/07/28
"Green, Mark",PAA,2021/02/19,0.77,2021/04/14
"Carper, Thomas R.",EEM,2020/04/02,24.12,2021/02/12
"Shalala, Donna",BKU,2019/04/16,-2.21,2019/06/24
"Phillips, Dean",KSS,2020/02/28,-25.98,2020/04/02
"Fallon, Patrick",LUV,2021/06/29,2.43,2021/10/04
"Fallon, Patrick",LUV,2021/05/27,-8.3,2021/06/29
"Newman, Marie",VRM,2021/02/01,10.18,2021/02/09
"Schrader, Kurt",BLK,2021/02/05,207.91,2021/10/29
"Wyden, Ronald L.",KLAC,2020/04/06,206.11,2021/04/06
"Shalala, Donna",H,2019/04/03,-0.42,2019/06/24
"Perlmutter, Ed",VZ,2020/06/10,1.07,2020/09/01
"Green, Mark",SPH,2020/08/04,3.55,2020/10/05
"Moran, Jerry",CVS,2020/08/21,37.16,2021/12/21
"Moran, Jerry",CVS,2018/12/19,-6.47,2019/09/25
"Beyer, Donald S.",ASML,2020/06/24,32.03,2020/07/10
"Wittman, Robert J.",LOW,2020/05/21,71.55,2021/03/31
"Cisneros, Gilbert",BKNG,2020/03/12,-78.94,2020/03/18
"Shalala, Donna",G,2019/03/19,3.67,2019/06/24
"Hoeven, John",WTW,2017/01/24,34.86,2018/02/05
"Hoeven, John",WTW,2017/05/15,5.7,2018/12/27
"Inhofe, James M.",DAL,2017/12/26,-4.73,2018/05/03
"Newman, Marie",IBM,2021/01/21,-10.67,2021/02/04
"Newman, Marie",IBM,2021/02/22,15.78,2021/03/29
"Sherrill, Mikie",GD,2020/01/21,3.2,2020/02/20
"Lee, Susie",MAR,2020/07/06,-0.47,2020/07/08
"Loeffler, Kelly",AIZ,2020/03/18,22.54,2020/04/07
"Gibbs, Bob",STM,2021/05/25,11.63,2021/11/24
"Langevin, James R.",PYPL,2020/11/03,96.88,2021/02/08
"Langevin, James R.",PYPL,2020/10/30,47.75,2021/01/28
"Gianforte, Greg",LUKOY,2020/01/13,-37.97,2020/08/04
"Gottheimer, Josh",DASTY,2019/12/30,18.25,2021/10/05
"Frankel, Lois",PPL,2020/02/10,-7.96,2020/12/11
"Collins, Susan M.",M,2014/03/27,-3.28,2014/05/07
"Beyer, Donald S.",MSCI,2019/12/23,145.08,2021/03/18
"Beyer, Donald S.",MSCI,2020/01/10,72.12,2020/05/07
"Beyer, Donald S.",MSCI,2020/01/27,48.22,2020/05/01
"Gottheimer, Josh",LYFT,2020/06/05,-7.59,2020/09/15
"Gottheimer, Josh",LYFT,2020/10/16,-0.17,2020/10/26
"Shalala, Donna",ITUB,2019/02/15,-0.33,2019/03/15
"Murray, Patty",CVX,2017/03/16,-1.82,2017/06/15
"Roberts, Pat",AMZN,2017/06/20,1402.77,2020/04/24
"Roberts, Pat",AMZN,2017/11/07,265.8,2018/02/05
"Roberts, Pat",AMZN,2018/01/25,359.47,2018/06/22
"Gottheimer, Josh",OLLI,2021/04/09,-36.98,2021/12/09
"Whitehouse, Sheldon",WBA,2016/04/19,-0.47,2017/05/24
"McKinley, David B.",RPM,2020/08/20,1.41,2020/08/28
"McKinley, David B.",RPM,2021/02/22,-2.96,2021/09/16
"Cisneros, Gilbert",VNO,2020/03/18,6.08,2020/09/16
"Inhofe, James M.",MSFT,2017/07/20,90.15,2020/04/13
"Inhofe, James M.",MSFT,2018/02/09,7.31,2018/05/03
"Curtis, John",HON,2020/03/27,94.63,2021/11/08
"Shalala, Donna",AMD,2019/01/23,9.02,2019/06/24
"Cisneros, Gilbert",CCMP,2020/08/12,-17.24,2020/12/07
"Capito, Shelley M.",FANUY,2017/09/08,9.6,2018/01/26
"Shalala, Donna",DNTUY,2019/01/17,-10.41,2019/06/24
"Gottheimer, Josh",MDB,2021/02/25,-66.31,2021/03/16
"Langevin, James R.",NFLX,2021/07/16,-0.42,2021/08/19
"Gottheimer, Josh",CRM,2021/01/11,21.83,2021/02/12
"Gottheimer, Josh",CRM,2020/09/25,-18.14,2020/12/11
"Phillips, Dean",NTRS,2020/01/15,-6.23,2020/02/10
"Loeffler, Kelly",CTSH,2020/04/07,4.59,2020/04/14
"Schrader, Kurt",PG,2021/02/05,-2.21,2021/02/12
"Cisneros, Gilbert",ALGN,2020/03/18,125.85,2020/06/10
"Newman, Marie",TWTR,2021/01/21,4.17,2021/01/29
"Newman, Marie",EA,2021/03/22,0.81,2021/03/26
"Newman, Marie",EA,2021/02/04,6.32,2021/02/11
"Conaway, K. M.",JPM,2020/05/19,11.63,2020/09/08
"Loeffler, Kelly",MSFT,2020/03/19,22.06,2020/04/07
"Shalala, Donna",NOV,2019/02/15,-8.29,2019/06/24
"Whitehouse, Sheldon",SIEGY,2019/04/18,-14.87,2020/03/11
"Cisneros, Gilbert",WBA,2019/12/06,-5.92,2020/02/07
"Cisneros, Gilbert",WBA,2020/03/18,-5.04,2020/04/29
"Courtney, Joe",ROST,2019/12/31,-28.44,2020/08/07
"Murray, Patty",ETR,2017/03/16,4.43,2017/06/15
"Phillips, Dean",HRB,2020/02/28,-7.73,2020/04/02
"Shalala, Donna",WPC,2019/04/03,7.0,2019/06/24
"Garcia, Mike",FAS,2020/07/09,17.26,2020/11/11
"Garcia, Mike",FAS,2020/10/26,1.42,2020/11/05
"Inhofe, James M.",HBI,2017/04/20,1.42,2017/10/23
"Wittman, Robert J.",TGT,2020/03/10,123.38,2021/12/16
"Lee, Susie",DOV,2020/04/08,33.81,2021/02/05
"Reed, John F.",MSFT,2014/03/28,72.15,2019/02/28
"Collins, Susan M.",PEP,2014/05/07,19.8,2018/06/18
"Whitehouse, Sheldon",AIG,2014/09/18,-5.16,2015/01/14
"Lee, Susie",BLDR,2020/06/03,9.6,2020/10/22
"Frankel, Lois",SEDG,2020/01/27,36.14,2020/05/26
"Newman, Marie",AAPl,2021/08/13,29.39,2021/12/31
"Garcia, Mike",AAL,2020/07/09,5.81,2020/12/10
"Garcia, Mike",AAL,2020/10/26,1.52,2020/11/09
"Carper, Thomas R.",ARE,2020/04/02,74.97,2021/08/04
"Collins, Susan M.",CMCSA,2014/02/06,4.44,2018/06/04
"Curtis, John",BDX,2020/03/27,23.56,2021/06/22
"Gottheimer, Josh",TPR,2021/02/16,0.78,2021/11/02
"Scott, Austin",CLNE,2021/06/08,1.81,2021/06/14
"Gottheimer, Josh",TXN,2020/09/30,44.92,2021/10/29
"Inhofe, James M.",BLK,2017/10/17,221.6,2020/12/15
"Lee, Susie",LITE,2020/10/07,0.19,2021/06/21
"Murray, Patty",KAR,2017/03/16,-0.7,2017/06/15
"Gottheimer, Josh",QCOM,2020/11/12,-15.35,2021/03/15
"Gottheimer, Josh",QCOM,2020/11/16,-19.67,2021/10/05
"Lowenthal, Alan S.",COIN,2021/04/14,-141.41,2021/06/24
"Cisneros, Gilbert",PHR,2020/04/23,34.97,2020/12/23
"Shalala, Donna",PNGAY,2019/03/18,1.75,2019/06/24
"Inhofe, James M.",LEA,2018/06/28,-45.09,2018/10/08
"Conaway, K. M.",VDC,2020/02/10,6.18,2020/10/16
"Lee, Susie",DNB,2020/09/18,2.17,2020/12/22
"Cassidy, William",WMT,2016/03/31,74.75,2020/11/05
"Whitehouse, Sheldon",BAC,2015/05/27,-0.44,2015/09/15
"Moran, Jerry",XOM,2020/03/10,16.34,2021/12/21
"Moran, Jerry",XOM,2018/12/06,-5.9,2018/12/19
"Lee, Susie",COMM,2020/01/06,-1.03,2020/01/30
"Reed, John F.",ADI,2017/06/19,25.54,2019/02/28
"Cisneros, Gilbert",IDXX,2020/04/09,140.52,2020/10/09
"Green, Mark",CAPL,2020/06/10,5.15,2021/11/08
"Whitehouse, Sheldon",BABA,2014/11/10,43.43,2021/08/30
"Curtis, John",ATVI,2020/03/27,10.33,2021/11/08
"Curtis, John",LMT,2020/03/27,-9.75,2021/11/08
"Whitehouse, Sheldon",TJX,2014/12/18,5.93,2016/08/18
"Whitehouse, Sheldon",TJX,2016/04/12,-1.6,2017/09/20
"Cassidy, William",QCOM,2016/03/31,17.97,2016/10/31
"Capito, Shelley M.",AZN,2017/09/08,9.92,2019/03/11
"Carper, Thomas R.",AEE,2015/08/25,10.98,2016/06/24
"Evans, Dwight",INTC,2020/03/02,-12.18,2020/10/29
"Moran, Jerry",USB,2020/08/21,20.48,2021/12/21
"Moran, Jerry",USB,2018/12/06,3.82,2019/09/25
"Murray, Patty",USB,2017/03/16,-2.52,2017/06/15
"Inhofe, James M.",PCLN,2015/07/09,569.64,2017/11/13
"Clark, Katherine M.",CSCO,2021/07/27,2.88,2021/09/16
"Carper, Thomas R.",GLD,2020/04/02,31.43,2020/08/13
"Murray, Patty",DIS,2017/03/16,-6.17,2017/06/15
"Murray, Patty",CVS,2017/03/16,0.67,2017/06/15
"Collins, Susan M.",CRM,2014/01/24,-0.05,2014/03/19
"Lee, Susie",CDNS,2021/02/23,-6.32,2021/06/09
"Lowenthal, Alan S.",JPM,2020/04/09,-0.23,2020/10/15
"Carper, Thomas R.",ARCC,2020/04/02,4.23,2020/07/09
"Evans, Dwight",AEP,2020/03/02,-2.17,2020/10/29
"Whitehouse, Sheldon",ILMN,2018/12/28,-47.48,2020/03/11
"Beyer, Donald S.",NDAQ,2019/12/23,16.41,2020/07/14
"Beyer, Donald S.",NDAQ,2020/01/24,-3.08,2020/05/01
"Courtney, Joe",CB,2019/12/31,7.3,2020/02/10
"Clark, Katherine M.",SPG,2021/02/08,35.21,2021/06/04
"Crenshaw, Daniel",SPXC,2020/03/25,25.83,2021/03/05
"Courtney, Joe",COF,2019/12/31,-38.57,2020/08/07
"Murray, Patty",WBA,2017/03/16,-3.58,2017/06/15
"Axne, Cynthia",UL,2020/01/28,0.13,2020/12/16
"Wyden, Ronald L.",BYND,2020/05/05,23.01,2020/11/10
"Shalala, Donna",HE,2019/04/03,3.29,2019/06/24
"Whitehouse, Sheldon",FB,2015/08/28,82.98,2018/03/19
"Fleischmann, Charles J.",IBTD,2021/01/21,-0.06,2021/07/22
"Cisneros, Gilbert",TT,2020/04/08,42.31,2020/10/09
"Moore, Blake",AMZN,2021/03/04,427.9,2021/05/03
"Shalala, Donna",PBYI,2019/01/23,-7.61,2019/05/15
"Reed, John F.",HOLX,2018/11/28,3.01,2019/02/28
"Evans, Dwight",CG,2020/09/04,17.05,2021/05/26
"Collins, Susan M.",SBUX,2014/05/07,20.87,2018/10/02
"Perdue Jr., David A.",BKNG,2019/03/26,190.99,2019/09/30
"McKinley, David B.",AKAM,2020/04/30,14.75,2021/05/12
"McKinley, David B.",GPN,2020/04/30,13.5,2020/05/26
"Moran, Jerry",MPC,2019/09/25,-23.88,2020/08/21
"Capito, Shelley M.",BRK-B,2016/06/24,57.21,2018/04/24
"Green, Mark",UAL,2021/03/24,-8.55,2021/08/13
"Gottheimer, Josh",AMD,2020/09/14,4.59,2020/11/16
"Gottheimer, Josh",AMD,2020/08/03,2.44,2020/11/11
"Lowenthal, Alan S.",BX,2020/04/16,86.05,2021/10/21
"Marchant, Kenny",JNJ,2020/11/19,-3.01,2020/11/25
"Gottheimer, Josh",UBSI,2020/01/10,-2.89,2020/02/03
"Jacobs, Sara",LHCG,2021/02/19,-0.15,2021/04/09
"Wyden, Ronald L.",NFLX,2020/06/03,57.57,2020/09/14
"Perdue Jr., David A.",FOXA,2020/03/10,-1.85,2020/04/14
"Moran, Jerry",MSFT,2018/12/06,216.64,2021/12/21
"Phillips, Dean",PPG,2020/03/05,-23.01,2020/04/02
"Capito, Shelley M.",CCI,2017/09/08,15.82,2019/03/11
"Shalala, Donna",RDUS,2019/04/03,1.72,2019/06/24
"Shalala, Donna",FMX,2019/04/05,2.31,2019/06/24
"Newman, Marie",CCL,2021/02/08,4.53,2021/02/26
"Gottheimer, Josh",LRCX,2020/02/28,327.89,2021/11/08
"Schrader, Kurt",VZ,2021/02/05,1.99,2021/06/10
"Perdue Jr., David A.",MSM,2020/03/20,10.63,2020/04/14
"Perdue Jr., David A.",MSM,2019/07/10,2.84,2019/09/30
"Reed, John F.",AAPL,2014/03/28,25.51,2018/03/09
"Cisneros, Gilbert",BA,2020/03/18,42.79,2020/04/29
"Toomey, Patrick J.",XLU,2015/01/30,-3.6,2015/02/27
"Cisneros, Gilbert",PLNT,2020/01/29,-28.95,2020/03/26
"Capito, Shelley M.",CME,2017/09/08,44.37,2019/03/11
"Curtis, John",HD,2020/03/27,120.17,2021/06/22
"Axne, Cynthia",BDX,2019/04/23,1.07,2020/03/09
"Cassidy, William",UPS,2018/04/23,55.21,2020/11/05
"Reed, John F.",XLNX,2014/07/28,83.34,2019/02/28
"Capito, Shelley M.",HXL,2017/09/08,13.73,2018/01/26
"Malinowski, Tom",CELC,2020/06/22,19.77,2021/05/26
"Welch, Peter",CHD,2020/02/28,21.55,2021/11/18
"Fallon, Patrick",FDX,2021/06/28,5.13,2021/06/29
"Gianforte, Greg",MFGP,2020/03/18,-0.46,2020/11/13
"Cisneros, Gilbert",HELE,2020/03/10,58.81,2020/11/24
"Clark, Katherine M.",STT,2020/11/05,25.45,2021/09/16
"Blumenauer, Earl",BROS,2021/09/15,17.98,2021/10/15
"Courtney, Joe",AAPL,2019/12/31,47.28,2020/10/16
"Schrader, Kurt",BX,2020/01/21,82.0,2021/11/08
"Capito, Shelley M.",TSM,2017/09/08,0.93,2019/03/11
"Moran, Jerry",DIS,2018/12/06,19.57,2019/09/25
"Cisneros, Gilbert",INCY,2020/09/16,-4.19,2020/12/22
"Lee, Susie",SCHW,2020/04/08,0.17,2020/09/28
"Perdue Jr., David A.",KHC,2016/01/20,8.08,2017/12/26
"Gianforte, Greg",NINOY,2020/03/18,-1.52,2020/11/13
"Loeffler, Kelly",BKNG,2020/03/06,-76.53,2020/03/10
"Courtney, Joe",MCHP,2019/12/31,-2.9,2020/08/07
"Collins, Susan M.",SLB,2014/03/07,-23.84,2018/06/04
"Moran, Jerry",WY,2018/12/06,-2.13,2018/12/19
"Gibbs, Bob",ORCL,2020/01/08,6.37,2020/09/16
"Roberts, Pat",NOC,2017/01/03,93.71,2018/02/05
"Roberts, Pat",NOC,2016/11/14,72.2,2019/06/21
"Sherrill, Mikie",RHHBY,2020/01/02,3.22,2020/02/20
"Manning, Kathy",VTRS,2021/01/15,-3.57,2021/04/30
"Phillips, Dean",ADS,2020/02/28,-45.17,2020/04/02
"Clark, Katherine M.",ELAN,2020/10/22,1.37,2020/11/05
"Courtney, Joe",AMT,2019/12/31,27.77,2020/08/07
"Phillips, Dean",VTR,2020/02/28,-30.31,2020/04/02
"Gottheimer, Josh",BIDU,2020/01/10,-32.35,2020/06/03
"Loeffler, Kelly",CTXS,2020/02/14,22.85,2020/04/07
"Lee, Susie",KR,2020/04/06,0.78,2020/06/05
"Frankel, Lois",FANG,2020/03/06,-20.84,2020/09/30
"Lee, Susie",WLK,2020/12/16,21.12,2021/06/10
"Sherrill, Mikie",BLK,2020/01/21,35.83,2020/02/20
"Roberts, Pat",TWTR,2014/07/22,9.09,2014/08/26
"Roberts, Pat",GM,2015/02/05,-0.83,2015/06/16
"Lee, Susie",NLOK,2020/12/03,8.46,2021/07/14
"Axne, Cynthia",WFC,2019/09/09,-17.75,2020/12/24
"Cisneros, Gilbert",DLTR,2020/02/07,-18.5,2020/03/18
"Lee, Susie",W,2021/02/11,15.61,2021/03/08
"Murray, Patty",COP,2017/03/16,-0.45,2017/06/15
"Gottheimer, Josh",APD,2020/02/03,11.98,2021/02/09
"Lee, Susie",TER,2021/04/01,0.05,2021/06/09
"Gianforte, Greg",THR,2020/06/26,-2.49,2020/11/12
"Beyer, Donald S.",LVMHF,2020/11/03,301.7,2021/10/29
"Whitehouse, Sheldon",MO,2014/01/31,36.17,2017/01/30
"Lee, Susie",SABR,2020/06/03,-0.1,2020/07/15
"Capito, Shelley M.",RDS-B,2017/09/08,4.04,2019/03/11
"Roberts, Pat",JPM,2018/01/04,7.72,2018/07/30
"Gottheimer, Josh",SPXC,2021/07/19,-5.16,2021/09/15
"Cassidy, William",GWW,2016/10/31,79.0,2018/04/23
"Cassidy, William",JNJ,2016/03/31,6.86,2016/10/31
"Perdue Jr., David A.",DUK,2017/12/26,-5.7,2018/04/17
"Comer, James",RBCAA,2020/02/25,-3.89,2020/11/20
"Gottheimer, Josh",JPM,2020/03/17,-2.95,2020/05/18
"Phillips, Dean",CMA,2020/02/28,-23.99,2020/04/02
"Hoeven, John",KSS,2017/02/15,-2.42,2017/04/20
"Steube, William G.",SNV,2020/02/06,-6.85,2020/11/11
"Lee, Susie",DPZ,2021/02/25,123.78,2021/06/21
"Lee, Susie",DPZ,2020/10/19,58.42,2021/06/17
"Curtis, John",DHR,2020/03/27,127.29,2021/06/22
"Lee, Susie",MAS,2020/02/24,13.36,2021/06/23
"Sherrill, Mikie",IBM,2020/02/04,2.32,2020/02/20
"Conaway, K. M.",USB,2020/06/01,1.29,2020/08/10
"Murray, Patty",WRK,2017/03/16,4.71,2017/06/15
"Fleischmann, Charles J.",IEMG,2020/10/22,9.91,2021/07/22
"Perdue Jr., David A.",BOIVF,2020/03/23,0.02,2020/04/14
"Shalala, Donna",PDM,2019/04/16,-0.23,2019/06/24
"Gottheimer, Josh",Z,2020/10/22,51.37,2021/03/12
"Gottheimer, Josh",Z,2020/09/17,-3.34,2021/09/15
"Shalala, Donna",DBSDY,2019/02/15,3.08,2019/06/24
"Perdue Jr., David A.",QCOM,2016/03/22,11.25,2017/11/07
"Perdue Jr., David A.",QCOM,2015/08/24,-3.95,2017/10/31
"Capito, Shelley M.",MCO,2017/09/08,36.26,2019/03/11
"Gottheimer, Josh",HAE,2020/10/16,25.27,2021/01/25
"Gottheimer, Josh",HAE,2020/05/15,-11.91,2020/09/15
"Newman, Marie",UAL,2021/01/21,4.05,2021/02/19
"Lee, Susie",ROP,2020/12/11,-8.73,2021/01/15
"Reed, John F.",NXPI,2014/09/02,37.34,2017/05/05
"Beyer, Donald S.",V,2019/12/23,30.7,2021/09/20
"Beyer, Donald S.",V,2020/01/14,-19.09,2020/05/01
"Tuberville, Thomas H.",CHE,2021/03/29,-1.93,2021/09/29
"Perdue Jr., David A.",CVX,2017/04/04,-22.16,2020/04/14
"Lowenthal, Alan S.",LZ,2021/08/16,-13.07,2021/11/11
"Marshall, Roger W.",AAPL,2019/12/03,2.81,2019/12/06
"Green, Mark",DCP,2020/07/08,3.87,2020/08/06
"Murray, Patty",JNJ,2017/03/16,4.34,2017/06/15
"Collins, Susan M.",RHHBY,2014/05/07,-3.6,2017/03/02
"Lee, Susie",GDDY,2020/04/06,17.97,2021/09/14
"Garcia, Mike",USO,2020/05/28,6.89,2020/12/11
"Shalala, Donna",BAYRY,2019/02/15,-2.09,2019/04/11
"Cisneros, Gilbert",F,2020/03/18,0.89,2020/04/29
"Moran, Jerry",AAPL,2018/12/19,130.34,2021/12/21
"Moran, Jerry",AAPL,2018/12/06,11.69,2019/09/25
"Suozzi, Thomas",CG,2021/10/20,5.59,2021/11/18
"Moran, Jerry",GOOG,2018/12/06,1813.28,2021/12/21
"Yarmuth, John A.",COST,2020/03/19,50.6,2021/01/28
"Loeffler, Kelly",ORCL,2020/02/14,-4.02,2020/04/07
"Inhofe, James M.",AAPL,2015/08/24,72.77,2020/07/15
"Pelosi, Nancy",AAPL,2021/05/21,52.72,2021/12/30
"Davis, Susan A.",LEVI,2020/03/16,-0.35,2020/09/29
"Khanna, Rohit",KKR,2021/02/11,7.15,2021/06/04
"Clark, Katherine M.",LGND,2020/04/03,10.94,2020/10/22
"Cisneros, Gilbert",PEB,2020/01/29,-8.88,2020/03/10
"Suozzi, Thomas",AAPL,2021/10/19,8.0,2021/11/18
"Whitehouse, Sheldon",M,2015/09/22,-17.9,2015/12/28
"Whitehouse, Sheldon",M,2014/10/02,9.72,2015/07/07
"Khanna, Rohit",FNF,2021/06/15,-2.78,2021/06/23
"Toomey, Patrick J.",BOX,2018/04/23,1.51,2018/05/02
"Inhofe, James M.",UL,2017/01/19,13.37,2017/06/19
"Murray, Patty",PAYX,2017/03/16,-2.38,2017/06/15
"Lee, Susie",LH,2020/04/28,23.33,2020/12/16
"Roberts, Pat",DVN,2017/08/10,8.69,2018/08/20
"Courtney, Joe",CSCO,2019/12/31,-0.38,2020/08/07
"Newman, Marie",YETI,2021/01/22,1.88,2021/02/05
"Whitehouse, Sheldon",AMZN,2016/04/12,31.22,2016/04/19
"Gottheimer, Josh",DNTUY,2020/01/10,-14.95,2020/03/26
"Lee, Susie",DLR,2020/04/28,-23.27,2021/01/13
"Collins, Susan M.",HSY,2015/03/20,7.16,2016/07/14
"Phillips, Dean",CLX,2020/09/23,-9.28,2020/12/18
"Khanna, Rohit",D,2021/02/25,7.08,2021/06/15
"Khanna, Rohit",D,2021/02/11,4.63,2021/06/14
"Marchant, Kenny",AZO,2020/11/19,5.06,2020/11/25
"Clark, Katherine M.",MOS,2020/04/03,8.54,2020/10/22
"Cisneros, Gilbert",IPG,2020/03/18,3.53,2020/04/29
"Langevin, James R.",ZBRA,2019/08/08,-7.01,2019/10/17
"Whitehouse, Sheldon",JPM,2016/01/20,52.96,2018/04/03
"Gianforte, Greg",NVZMY,2020/03/18,15.62,2020/08/04
"Sherrill, Mikie",VTR,2020/01/21,1.22,2020/02/20
"Capito, Shelley M.",CSCO,2017/08/30,7.42,2018/01/04
"Murray, Patty",GM,2017/03/16,-2.42,2017/06/15
"Phillips, Dean",T,2020/09/23,1.2,2021/01/05
"Phillips, Dean",T,2020/04/02,1.03,2020/12/18
"Whitehouse, Sheldon",TU,2014/09/18,-0.85,2015/05/27
"Cisneros, Gilbert",NKE,2020/03/12,47.76,2020/09/25
"Reed, John F.",LSCC,2015/06/04,-0.33,2018/01/16
"Inhofe, James M.",SYF,2016/02/24,9.23,2017/03/02
"Inhofe, James M.",SYF,2016/04/21,5.72,2017/02/01
"Courtney, Joe",WMT,2019/12/31,10.79,2020/08/07
"Lee, Susie",SBUX,2020/05/08,34.91,2021/06/09
"Inhofe, James M.",A,2015/08/24,10.23,2016/09/13
"Capito, Shelley M.",AVGO,2017/09/08,22.55,2019/03/11
"Phillips, Dean",ED,2020/09/23,-2.0,2020/12/18
"Inhofe, James M.",CRM,2017/04/25,54.57,2018/10/11
"Cisneros, Gilbert",CBOE,2020/04/16,-8.22,2020/09/16
"Gottheimer, Josh",DAVA,2020/09/24,79.08,2021/08/20
"Roberts, Pat",TCS,2015/01/02,-1.73,2015/01/16
"Courtney, Joe",STZ,2019/12/31,-16.91,2020/08/07
"Cisneros, Gilbert",CSGP,2020/03/27,29.83,2020/10/07
"Cisneros, Gilbert",IP,2020/03/18,4.91,2020/04/29
"Whitehouse, Sheldon",PCAR,2014/11/25,-2.59,2015/05/07
"Shalala, Donna",BURL,2019/04/16,13.01,2019/06/24
"Shalala, Donna",SRC,2019/03/19,7.43,2019/06/24
"Shalala, Donna",IONS,2019/05/08,-2.75,2019/06/24
"Roberts, Pat",ZNGA,2014/11/07,0.29,2016/12/15
"Wyden, Ronald L.",T,2020/04/06,0.67,2020/08/21
"Schrader, Kurt",JPM,2021/02/05,17.74,2021/09/22
"Hoeven, John",FDX,2018/09/19,-82.92,2018/12/27
"Lee, Susie",DG,2020/03/31,32.55,2020/06/05
"Hoeven, John",CVS,2018/06/07,-9.43,2019/07/23
"Tuberville, Thomas H.",BHP,2021/03/29,-16.83,2021/09/29
"Shalala, Donna",BK,2019/05/20,-5.19,2019/08/28
"Lofgren, Zoe",TMUS,2020/02/18,-24.41,2020/03/23
"Courtney, Joe",LMT,2019/12/31,-6.81,2020/08/07
"Gottheimer, Josh",FLT,2020/10/16,-0.83,2020/10/26
"Gottheimer, Josh",FLT,2020/06/09,-38.93,2020/09/15
"Whitehouse, Sheldon",KHC,2018/06/13,-7.93,2018/11/19
"Shalala, Donna",SITC,2019/06/04,0.43,2019/06/24
"Cassidy, William",VFC,2016/10/31,22.49,2018/04/23
"McKinley, David B.",MA,2020/04/30,84.19,2020/08/28
"Phillips, Dean",TAP,2020/04/02,-2.05,2020/05/13
"Gianforte, Greg",REPYY,2020/03/18,1.93,2020/11/13
"Collins, Susan M.",GILD,2014/11/10,-37.57,2017/03/02
"Curtis, John",ICE,2020/03/27,33.34,2021/06/22
"Hoeven, John",VLO,2016/04/22,7.07,2016/12/16
"Whitehouse, Sheldon",ORCL,2014/02/19,2.24,2016/11/28
"Carper, Thomas R.",CFA,2020/04/02,31.72,2021/07/26
"Beyer, Donald S.",FNV,2021/05/06,-17.92,2021/10/04
"Scott, Austin",KPLT,2021/08/13,1.31,2021/10/21
"Fallon, Patrick",AMZN,2021/05/21,251.0,2021/06/24
"Hoeven, John",UPS,2018/03/27,1.48,2019/07/23
"Phillips, Dean",CB,2020/01/07,8.18,2020/02/10
"Phillips, Dean",CB,2020/04/15,37.01,2021/01/08
"McKinley, David B.",GOOGL,2020/03/23,1668.13,2021/08/19
"Shalala, Donna",LMT,2019/02/05,79.78,2019/08/28
"Perdue Jr., David A.",PAGP,2020/03/20,1.07,2020/04/15
"Lee, Susie",NMIH,2020/06/05,-3.23,2020/07/15
"Lee, Susie",CDW,2020/08/27,20.84,2021/01/28
"Shalala, Donna",KO,2019/05/30,5.79,2019/08/28
"Meijer, Peter",KO,2021/01/13,-1.1,2021/01/28
"Cisneros, Gilbert",USB,2020/09/16,7.69,2020/12/22
"Capito, Shelley M.",CERN,2017/09/08,-4.63,2018/02/27
"Mast, Brian",TLRY,2020/11/06,29.58,2021/02/09
"Hoeven, John",BMY,2016/08/22,-7.14,2017/01/20
"Capito, Shelley M.",ENB,2017/12/19,-4.05,2018/07/25
"Capito, Shelley M.",ENB,2017/09/08,-4.21,2019/03/11
"Capito, Shelley M.",AAPL,2016/03/22,123.82,2021/08/17
"Clark, Katherine M.",SONY,2021/06/04,11.4,2021/09/16
"Lee, Susie",PK,2020/06/05,-3.9,2020/06/29
"Tuberville, Thomas H.",CLX,2021/03/29,-25.76,2021/09/29
"Murray, Patty",BGS,2017/03/16,-0.22,2017/06/15
"Perdue Jr., David A.",HUN,2020/03/16,2.72,2020/04/14
"Gianforte, Greg",DASTY,2020/01/09,1.84,2020/08/04
"Inhofe, James M.",MRK,2015/08/12,16.07,2019/01/11
"Wyden, Ronald L.",XOM,2020/04/06,1.0,2020/08/21
"Gianforte, Greg",SLB,2020/01/13,-23.46,2020/04/14
"Phillips, Dean",IRM,2020/02/28,-8.3,2020/04/02
