official,ticker,buy_date,profit,sell_date
"Cisneros, Gilbert",ATRC,2020/03/31,9.53,2020/04/30
"Lowenthal, Alan S.",RUN,2020/03/18,71.26,2020/10/07
"Lowenthal, Alan S.",RUN,2020/03/17,41.6,2020/08/26
"Lowenthal, Alan S.",RUN,2020/03/19,10.8,2020/07/01
"Lowenthal, Alan S.",CRM,2020/06/04,34.5,2020/08/24
"Gianforte, Greg",TSM,2020/01/03,20.96,2020/08/04
"McKinley, David B.",ROP,2020/04/30,95.94,2021/05/12
"Murray, Patty",DLPH,2017/03/16,2.95,2017/06/15
"Gottheimer, Josh",DE,2020/12/16,72.83,2021/10/15
"Schrader, Kurt",JNJ,2021/02/05,-0.78,2021/06/08
"Cisneros, Gilbert",BIIB,2020/02/07,-43.87,2020/03/18
"Cisneros, Gilbert",BIIB,2020/09/16,-32.64,2020/12/22
"Carper, Thomas R.",PSQ,2021/01/04,-0.26,2021/01/11
"Hollingsworth, Trey",EPD,2020/09/11,0.31,2020/11/09
"Mast, Brian",PSNL,2020/02/14,1.69,2020/05/19
"Inhofe, James M.",CLR,2015/07/20,7.08,2016/06/28
"Inhofe, James M.",CLR,2015/07/09,10.01,2019/04/16
"Inhofe, James M.",CLR,2016/01/08,43.34,2018/05/29
"Langevin, James R.",DIA,2020/03/12,17.23,2020/04/09
"Langevin, James R.",DIA,2020/03/09,-19.24,2020/03/13
"Langevin, James R.",DIA,2020/02/28,15.97,2020/03/04
"Langevin, James R.",DIA,2019/05/23,8.73,2020/03/05
"Cruz, Rafael E.",PAGP,2015/02/03,-55.98,2019/11/27
"Gottheimer, Josh",FB,2020/04/30,140.03,2021/12/29
"Gottheimer, Josh",FB,2020/08/04,65.54,2021/10/27
"Gottheimer, Josh",FB,2021/04/16,13.12,2021/10/26
"Grijalva, Raúl M.",CBOE,2021/11/24,-0.13,2021/12/17
"Loeffler, Kelly",CVX,2020/03/20,24.77,2020/04/07
"Perdue Jr., David A.",OKE,2018/01/05,21.94,2020/02/20
"Perdue Jr., David A.",OKE,2019/06/25,8.77,2019/09/19
"Perdue Jr., David A.",UPS,2018/02/20,-2.46,2018/12/12
"Perdue Jr., David A.",UPS,2018/02/09,-5.16,2018/12/13
"Perdue Jr., David A.",MRK,2017/10/30,26.3,2020/04/16
"Perdue Jr., David A.",MRK,2017/10/27,12.03,2018/10/29
"Perdue Jr., David A.",MRK,2017/10/18,14.9,2020/04/06
"Perdue Jr., David A.",MRK,2017/09/29,12.06,2020/03/31
"Perdue Jr., David A.",MRK,2017/09/08,14.67,2019/02/19
"Perdue Jr., David A.",MRK,2018/04/24,10.97,2018/10/03
"Perdue Jr., David A.",MRK,2018/01/16,13.23,2020/04/03
"Collins, Susan M.",MCK,2014/02/06,20.07,2014/07/23
"Gottheimer, Josh",HMN,2020/02/14,-10.48,2020/09/15
"Whitehouse, Sheldon",SLB,2014/03/20,18.35,2014/09/03
"Miller, Carol D.",CLX,2020/07/28,-56.5,2021/12/14
"Lee, Susie",FLT,2020/04/07,45.74,2020/11/12
"Murray, Patty",TEL,2017/03/16,2.15,2017/06/15
"Wyden, Ronald L.",MAR,2020/05/27,-14.13,2020/08/03
"Perdue Jr., David A.",KO,2015/04/02,13.74,2019/09/30
"Perdue Jr., David A.",KO,2019/02/25,2.89,2020/04/14
"Perdue Jr., David A.",KO,2019/07/25,-5.95,2020/04/16
"Wyden, Ronald L.",TRIP,2020/05/27,-4.03,2020/07/07
"Scott, Austin",T,2020/11/16,-1.46,2021/09/08
"Cisneros, Gilbert",COTY,2019/12/06,-7.89,2020/03/18
"Beyer, Donald S.",SPLK,2019/12/24,45.41,2020/07/14
"Beyer, Donald S.",SPLK,2020/01/24,-27.61,2020/04/27
"Beyer, Donald S.",SPLK,2020/02/19,-28.25,2021/03/03
"Gianforte, Greg",NSRGY,2020/01/03,-0.09,2020/05/12
"Fleischmann, Charles J.",IGLB,2021/04/22,3.45,2021/07/22
"Lowenthal, Alan S.",GLD,2020/04/08,13.83,2021/02/22
"Newman, Marie",CRM,2021/07/02,7.84,2021/08/20
"Roberts, Pat",TGT,2018/07/05,42.88,2020/07/06
"Gottheimer, Josh",PINS,2020/11/11,14.3,2021/07/13
"Shalala, Donna",PCH,2019/02/15,3.42,2019/06/24
"Perdue Jr., David A.",VIAC,2020/02/26,-9.26,2020/04/14
"Perdue Jr., David A.",VIAC,2020/02/25,-13.34,2020/03/27
"Beyer, Donald S.",FVRR,2020/08/27,151.65,2021/02/26
"Newman, Marie",W,2021/01/25,33.03,2021/03/19
"Newman, Marie",W,2021/04/16,-8.53,2021/04/23
"Newman, Marie",W,2021/06/29,-18.66,2021/08/20
"Murray, Patty",MSFT,2017/03/16,4.97,2017/06/15
"Perdue Jr., David A.",NWSA,2020/03/20,0.05,2020/04/14
"Perdue Jr., David A.",NWSA,2019/06/14,2.22,2019/09/30
"Toomey, Patrick J.",TSLA,2020/07/07,598.46,2021/01/27
"Murray, Patty",SNY,2017/03/16,3.02,2017/06/15
"Perdue Jr., David A.",VZ,2017/05/24,12.51,2020/04/14
"Green, Mark",NS,2021/01/19,1.19,2021/02/19
"Green, Mark",NS,2021/09/14,-1.52,2021/12/21
"Perdue Jr., David A.",LYV,2016/02/09,47.07,2019/04/24
"Perdue Jr., David A.",LYV,2016/02/17,31.31,2018/07/13
"Perdue Jr., David A.",LYV,2016/04/22,12.26,2017/05/10
"Perdue Jr., David A.",LYV,2016/01/29,40.73,2019/04/08
"Perdue Jr., David A.",LYV,2016/01/13,18.56,2020/04/14
"Courtney, Joe",KDP,2019/12/31,0.83,2020/08/07
"Perdue Jr., David A.",SUN,2018/02/09,4.16,2019/08/02
"Perdue Jr., David A.",SUN,2018/02/05,0.15,2019/12/13
"Cisneros, Gilbert",UBSI,2020/01/29,-0.78,2020/02/10
"Beyer, Donald S.",TRNO,2019/12/23,6.26,2020/10/08
"Beyer, Donald S.",TRNO,2020/01/10,-0.59,2020/07/14
"Beyer, Donald S.",TRNO,2020/01/24,-3.91,2020/05/01
"Beyer, Donald S.",TRNO,2020/02/20,-13.63,2020/05/20
"Beyer, Donald S.",COST,2020/03/24,35.17,2021/03/18
"Perlmutter, Ed",BABA,2021/05/11,-3.5,2021/06/14
"Perlmutter, Ed",BABA,2020/11/09,-87.31,2021/07/07
"Cassidy, William",NSC,2016/03/31,9.2,2016/10/31
"Inhofe, James M.",INTU,2018/08/16,73.48,2020/01/27
"Lee, Susie",SAIC,2020/04/06,12.61,2021/04/26
"Frankel, Lois",INTC,2020/07/15,-6.75,2021/12/08
"Reed, John F.",AMGN,2015/02/20,32.44,2018/03/09
"Meijer, Peter",MRK,2021/01/13,-4.78,2021/01/28
"Shalala, Donna",VRTX,2019/04/18,15.7,2019/06/24
"Perdue Jr., David A.",EMR,2017/08/09,11.08,2019/04/10
"Beyer, Donald S.",TDOC,2019/12/23,131.72,2020/07/14
"Beyer, Donald S.",TDOC,2020/01/09,53.36,2021/08/18
"Beyer, Donald S.",TDOC,2020/01/28,100.5,2020/04/27
"Beyer, Donald S.",TDOC,2020/02/14,41.43,2021/05/07
"Beyer, Donald S.",TDOC,2020/11/17,-65.01,2021/11/26
"Courtney, Joe",UNP,2019/12/31,0.66,2020/08/07
"Collins, Susan M.",HON,2014/02/06,67.09,2018/10/16
"Beyer, Donald S.",REGN,2020/05/20,58.0,2020/07/10
"Perdue Jr., David A.",DCP,2019/09/19,-7.85,2020/02/19
"Rouzer, David C.",MO,2020/08/27,4.15,2021/08/19
"Gottheimer, Josh",CVET,2020/08/24,-2.13,2020/09/15
"Beyer, Donald S.",GS,2019/12/23,-18.79,2020/07/14
"Beyer, Donald S.",GS,2020/01/27,-58.88,2020/05/01
"Tuberville, Thomas H.",X,2021/05/06,-3.71,2021/09/20
"Tuberville, Thomas H.",X,2021/10/18,1.09,2021/10/21
"Cassidy, William",SO,2016/03/31,2.11,2016/07/15
"Marshall, Roger W.",YETI,2020/05/04,3.25,2020/05/07
"Marshall, Roger W.",YETI,2019/11/06,1.3,2019/12/12
"Moran, Jerry",TXN,2019/09/25,12.41,2020/08/21
"Perdue Jr., David A.",FOX,2020/03/16,2.25,2020/04/14
"Cisneros, Gilbert",CB,2020/03/18,13.94,2020/04/29
"Frankel, Lois",TMO,2020/12/09,171.99,2021/11/17
"Gottheimer, Josh",CVNA,2020/08/07,-35.23,2020/09/15
"Courtney, Joe",DHR,2019/12/31,53.09,2020/08/07
"Curtis, John",DOMO,2019/08/02,41.96,2021/02/02
"Curtis, John",DOMO,2019/04/29,-16.4,2019/12/23
"Carper, Thomas R.",ABBV,2015/02/12,41.43,2020/07/09
"Frankel, Lois",KMB,2020/06/17,-3.31,2021/12/15
"Capito, Shelley M.",CSX,2017/12/20,5.55,2019/03/11
"Lowenthal, Alan S.",BSX,2021/02/01,9.86,2021/08/03
"Lowenthal, Alan S.",BSX,2021/02/02,8.0,2021/08/06
"Cassidy, William",EMR,2016/03/31,16.02,2018/04/23
"Foxx, Virginia",LAND,2020/09/02,-0.51,2020/12/08
"Khanna, Rohit",SCHW,2021/02/11,6.7,2021/02/22
"Gottheimer, Josh",COF,2021/07/23,-11.54,2021/12/09
"Perdue Jr., David A.",GM,2016/02/26,15.59,2017/10/11
"Perdue Jr., David A.",GM,2016/04/14,10.8,2017/10/02
"Perdue Jr., David A.",GM,2016/07/21,10.7,2017/11/02
"Perdue Jr., David A.",GM,2017/04/28,10.32,2017/10/09
"Perdue Jr., David A.",GM,2020/03/18,6.53,2020/04/14
"Perdue Jr., David A.",GM,2018/10/10,6.76,2019/02/19
"Langevin, James R.",HUYA,2020/01/27,7.05,2020/07/20
"Langevin, James R.",HUYA,2019/05/06,2.34,2019/08/30
"Langevin, James R.",HUYA,2020/06/19,-0.67,2020/06/22
"Langevin, James R.",HUYA,2020/02/18,-3.65,2020/06/11
"Perdue Jr., David A.",CLX,2018/04/20,76.45,2020/03/19
"Lee, Susie",LYV,2021/07/13,2.33,2021/08/06
"Inhofe, James M.",PG,2015/04/29,44.34,2020/01/13
"Jacobs, Christopher L.",SRNE,2020/12/28,-0.94,2021/01/04
"Lee, Susie",PII,2020/10/01,31.31,2021/06/10
"Lee, Susie",PII,2020/05/19,12.67,2020/11/18
"Clark, Katherine M.",UBS,2020/10/22,4.42,2021/09/16
"Perdue Jr., David A.",LGF-B,2019/11/11,-2.39,2020/04/14
"Perdue Jr., David A.",LGF-B,2019/06/24,-2.07,2019/10/11
"Beyer, Donald S.",ISRG,2020/01/28,1.96,2020/07/14
"Beyer, Donald S.",ISRG,2019/12/23,-25.19,2020/04/27
"Whitehouse, Sheldon",WM,2016/09/28,60.12,2020/02/13
"Langevin, James R.",GNRC,2020/10/26,290.39,2021/10/28
"Langevin, James R.",GNRC,2021/02/09,47.08,2021/03/31
"Langevin, James R.",GNRC,2021/05/12,55.66,2021/12/30
"Langevin, James R.",GNRC,2021/03/04,139.1,2021/10/15
"Langevin, James R.",GNRC,2021/03/29,15.62,2021/06/01
"Langevin, James R.",GNRC,2021/05/10,32.48,2021/06/08
"Gottheimer, Josh",TSM,2020/04/17,74.0,2021/02/03
"Gianforte, Greg",ING,2020/03/18,4.13,2020/11/13
"Lee, Susie",DRE,2020/04/08,5.83,2021/01/13
"Lee, Susie",DRE,2020/04/09,3.47,2021/01/12
"Curtis, John",FB,2020/03/27,178.84,2021/06/22
"Whitehouse, Sheldon",CB,2016/10/26,-2.44,2020/09/09
"Perdue Jr., David A.",SLB,2017/10/30,1.66,2017/11/06
"Perdue Jr., David A.",SLB,2017/08/09,-25.78,2018/12/14
"Perdue Jr., David A.",SLB,2017/10/05,-31.83,2018/12/20
"Perdue Jr., David A.",SLB,2017/03/22,-11.23,2017/09/13
"Shalala, Donna",DOW,2019/05/20,-8.53,2019/08/28
"Shalala, Donna",TMHC,2019/01/09,-0.9,2019/04/03
"Murray, Patty",TGT,2017/03/16,1.94,2017/06/15
"Shalala, Donna",BBVA,2019/04/05,-0.61,2019/06/24
"Gottheimer, Josh",SHOP,2021/02/17,-245.31,2021/03/16
"Banks, James E.",RBLX,2021/08/30,2.3,2021/09/09
"Banks, James E.",RBLX,2021/06/25,2.29,2021/08/25
"Banks, James E.",RBLX,2021/09/30,26.77,2021/11/09
"Banks, James E.",RBLX,2021/09/13,-3.78,2021/10/26
"Whitehouse, Sheldon",NWL,2016/02/12,-2.39,2017/12/05
"Perdue Jr., David A.",EPD,2016/02/17,4.27,2017/03/23
"Perdue Jr., David A.",EPD,2016/02/01,2.52,2016/12/13
"Perdue Jr., David A.",EPD,2018/09/18,-13.75,2020/04/15
"Collins, Susan M.",AXP,2014/04/23,-8.12,2015/02/20
"Perdue Jr., David A.",SPY,2016/10/05,93.13,2019/11/14
"Perdue Jr., David A.",SPY,2018/11/26,-22.92,2018/12/27
"Carper, Thomas R.",PBA,2017/08/31,-4.52,2021/01/26
"Cassidy, William",CAT,2015/08/27,1.46,2016/03/31
"Murray, Patty",UN,2017/03/16,4.02,2017/06/15
"Gianforte, Greg",BUD,2020/03/18,31.45,2020/11/13
"Khanna, Rohit",ORLY,2021/02/11,63.64,2021/03/30
"Roberts, Pat",WF,2017/08/01,-5.79,2017/09/26
"Rutherford, John",NSRGY,2020/01/15,3.44,2020/02/11
"Curtis, John",TXN,2020/03/27,83.28,2021/06/22
"Newman, Marie",TRV,2021/02/05,1.93,2021/02/19
"Lee, Susie",VLO,2020/05/19,-23.25,2020/10/01
"Timmons, William R.",WMT,2020/05/28,-5.11,2020/06/29
"Sherrill, Mikie",REGN,2020/01/15,5.48,2020/02/20
"Tuberville, Thomas H.",MSFT,2021/02/03,23.45,2021/06/23
"Curtis, John",AAPL,2020/03/27,69.99,2021/06/22
"Phillips, Dean",EQIX,2020/09/23,-32.79,2020/12/18
"Perdue Jr., David A.",MA,2016/02/25,185.94,2020/04/14
"Capito, Shelley M.",SSDOY,2017/09/08,5.49,2017/12/19
"Phillips, Dean",VMC,2020/04/02,-10.97,2020/05/13
"Dingell, Debbie",ABBV,2020/10/13,25.49,2021/06/18
"Loeffler, Kelly",CSCO,2020/03/13,6.67,2020/04/14
"Kinzinger, Adam",AAL,2020/04/23,0.52,2020/06/01
"Beyer, Donald S.",DAL,2020/01/24,-36.24,2020/04/22
"Gottheimer, Josh",ALNY,2020/04/06,24.68,2020/11/13
"Whitehouse, Sheldon",NOV,2014/07/02,2.87,2014/09/03
"Clark, Katherine M.",HOLX,2020/10/22,8.96,2020/11/05
"Beyer, Donald S.",PEP,2020/01/13,3.31,2020/08/27
"Beyer, Donald S.",PEP,2019/12/24,-1.52,2020/09/11
"Beyer, Donald S.",PEP,2020/02/14,-10.95,2020/07/14
"Lee, Susie",CAG,2020/04/15,0.01,2020/06/05
"Rutherford, John",CMCSA,2020/08/18,9.05,2021/02/18
"Perdue Jr., David A.",DD,2020/02/28,-3.79,2020/04/14
"Perdue Jr., David A.",DD,2020/03/02,-8.17,2020/04/16
"Shalala, Donna",EPOKY,2019/03/19,0.31,2019/06/24
"Cassidy, William",MSFT,2016/03/31,167.41,2020/11/05
"Shalala, Donna",WAFD,2019/03/06,2.56,2019/06/24
"Sherrill, Mikie",DD,2020/01/21,-8.61,2020/02/20
"Keating, William R.",CVX,2021/03/17,-3.61,2021/04/14
"Collins, Susan M.",SNA,2014/07/23,32.44,2017/06/15
"Schrader, Kurt",MSFT,2021/02/05,60.79,2021/08/30
"Schrader, Kurt",MSFT,2021/02/10,43.86,2021/08/11
"Shalala, Donna",TER,2019/03/06,5.96,2019/06/24
"Collins, Susan M.",SRCL,2016/03/09,-40.97,2016/12/01
"Perdue Jr., David A.",SHLX,2018/09/20,-3.16,2020/02/20
"Perlmutter, Ed",NEM,2020/06/29,6.24,2020/11/12
"Carper, Thomas R.",FDN,2020/04/02,131.64,2021/07/26
"Whitehouse, Sheldon",BUD,2018/05/24,-19.28,2018/12/03
"Fleischmann, Charles J.",EMXC,2021/07/22,0.55,2021/10/25
"Gianforte, Greg",CAJ,2020/03/18,-2.23,2020/11/13
"Whitehouse, Sheldon",CVS,2014/04/29,24.26,2016/03/01
"Whitehouse, Sheldon",CVS,2014/09/18,-4.9,2017/05/30
"Rice, Tom",XOM,2020/03/09,-5.12,2020/03/13
"Banks, James E.",KR,2020/08/28,-0.31,2020/09/01
"Banks, James E.",KR,2020/12/18,16.03,2021/09/02
"Banks, James E.",KR,2020/09/01,4.37,2021/06/22
"Perdue Jr., David A.",CEQP,2019/05/28,-30.09,2020/04/07
"Murray, Patty",DUK,2017/03/16,4.73,2017/06/15
"Courtney, Joe",CVX,2020/05/13,-2.23,2020/08/07
"Frankel, Lois",PBF,2020/05/28,-5.43,2020/10/01
"Beyer, Donald S.",GH,2020/02/14,17.32,2021/12/22
"Miller, Carol D.",CVS,2019/04/11,9.44,2020/07/28
"Mast, Brian",BGFV,2020/02/14,3.92,2020/08/07
"Gianforte, Greg",PLYA,2020/01/27,-5.04,2020/03/26
"Hern, Kevin",NGL,2020/02/14,-1.29,2020/02/27
"Moore, Blake",BABA,2021/05/11,-41.68,2021/08/17
"Moore, Blake",BABA,2021/03/26,-64.67,2021/08/27
"Lee, Susie",EFX,2020/04/28,18.91,2020/10/07
"Timmons, William R.",AMZN,2020/05/28,255.84,2020/06/29
"Newman, Marie",LMND,2021/03/01,-21.94,2021/03/15
"Newman, Marie",LMND,2021/03/15,-12.1,2021/04/01
"Conaway, K. M.",VIG,2019/12/03,-10.56,2020/03/11
"Conaway, K. M.",VIG,2020/04/15,16.8,2020/09/08
"Gottheimer, Josh",PSX,2020/10/16,-1.58,2020/10/19
"Gottheimer, Josh",PSX,2020/06/05,-28.68,2020/09/15
"Schrader, Kurt",PEP,2021/02/05,6.14,2021/06/10
"Cassidy, William",TROW,2016/10/31,68.35,2020/07/15
"Shalala, Donna",SGSOY,2019/04/05,0.61,2019/06/24
"Perdue Jr., David A.",NKE,2016/06/27,34.62,2020/04/14
"Lofgren, Zoe",HD,2021/09/02,12.45,2021/10/13
"Gottheimer, Josh",QDEL,2020/03/02,157.7,2020/07/08
"Courtney, Joe",ANTM,2019/12/31,-28.15,2020/08/07
"Gottheimer, Josh",NTDOY,2020/09/01,-7.92,2021/09/15
"Gottheimer, Josh",NSC,2021/03/23,26.09,2021/11/02
"Cassidy, William",CVS,2018/04/23,9.59,2018/12/07
"Lowenthal, Alan S.",OLED,2020/07/27,28.56,2020/10/15
"Lowenthal, Alan S.",OLED,2020/07/28,23.84,2020/10/20
"Wyden, Ronald L.",W,2020/08/24,-38.03,2020/09/02
"Inhofe, James M.",EMR,2015/04/21,-12.33,2015/08/24
"Cassidy, William",TGT,2017/03/29,5.65,2017/10/17
"Khanna, Rohit",KMB,2021/02/11,-3.06,2021/06/16
"Cisneros, Gilbert",HOG,2020/03/18,3.06,2020/04/29
"Cisneros, Gilbert",NOW,2020/02/07,42.43,2020/06/11
"Cisneros, Gilbert",GOOS,2020/01/29,-13.38,2020/03/25
"Carper, Thomas R.",SBIO,2020/11/20,-4.11,2021/12/31
"Keating, William R.",SU,2021/03/17,-1.79,2021/04/14
"Shalala, Donna",PATK,2019/02/06,5.33,2019/03/19
"Beyer, Donald S.",SQ,2020/01/28,181.82,2021/09/17
"Beyer, Donald S.",SQ,2020/02/14,171.53,2021/11/01
"Beyer, Donald S.",SQ,2020/11/17,27.03,2021/11/26
"Crenshaw, Daniel",KMI,2020/03/26,1.52,2021/03/05
"Gianforte, Greg",BBVA,2020/01/03,-0.15,2020/01/13
"Beyer, Donald S.",MCO,2020/08/28,-16.62,2021/01/11
"Murray, Patty",CMCSA,2017/03/16,3.42,2017/06/15
"Moran, Jerry",VZ,2018/12/06,2.48,2019/09/25
"Shalala, Donna",LAUR,2019/06/04,-1.5,2019/06/24
"Conaway, K. M.",GSLC,2019/12/03,-1.35,2020/05/26
"Conaway, K. M.",GSLC,2019/12/10,-6.78,2020/03/11
"Shalala, Donna",UBSI,2019/06/04,-0.56,2019/06/24
"Perdue Jr., David A.",COP,2019/09/30,-23.23,2020/04/14
"Perdue Jr., David A.",COP,2018/01/16,10.11,2019/02/25
"Cisneros, Gilbert",SQ,2020/01/29,67.59,2020/08/10
"Axne, Cynthia",FB,2019/01/18,87.46,2020/06/24
"Perdue Jr., David A.",PAA,2019/12/10,-11.4,2020/04/15
"Perdue Jr., David A.",PAA,2015/02/26,-2.3,2015/05/21
"Cisneros, Gilbert",CCI,2020/03/18,29.43,2020/06/16
"Tuberville, Thomas H.",OXY,2021/02/16,-0.02,2021/08/02
"Tuberville, Thomas H.",OXY,2021/04/07,4.47,2021/11/22
"Perdue Jr., David A.",VLP,2015/08/04,-4.18,2018/10/23
"Hoeven, John",MDU,2015/03/20,6.43,2016/11/23
"Schrader, Kurt",C,2021/02/05,5.91,2021/06/21
"Lofgren, Zoe",GIS,2020/06/16,-2.25,2021/08/02
"Gottheimer, Josh",AMZN,2020/03/17,635.0,2020/05/18
"Gottheimer, Josh",FDX,2020/11/16,-18.38,2021/09/15
"Gottheimer, Josh",FDX,2021/10/18,0.82,2021/10/19
"Gianforte, Greg",JKHY,2020/05/07,-18.12,2020/10/13
"Lee, Susie",ENR,2020/04/27,2.44,2020/09/18
"Cisneros, Gilbert",KHC,2019/12/06,-1.64,2020/02/07
"Phillips, Dean",DTE,2020/05/13,19.26,2021/01/05
"Phillips, Dean",DTE,2020/02/28,-20.33,2020/04/02
"Lowenthal, Alan S.",TJX,2020/08/24,4.62,2020/10/15
"Cassidy, William",LOW,2016/10/31,104.3,2020/11/05
"Cassidy, William",LOW,2016/03/31,6.17,2017/03/29
"Cisneros, Gilbert",MAC,2019/12/06,-3.06,2020/02/07
"McKinley, David B.",EL,2020/04/30,146.7,2021/08/19
"Curtis, John",AMAT,2020/03/27,86.53,2021/06/22
"Shalala, Donna",GBT,2019/06/04,4.38,2019/06/24
"Shalala, Donna",WYND,2019/03/06,-3.18,2019/06/24
"Lee, Susie",UAA,2020/11/20,5.89,2021/02/12
"Lee, Susie",UAA,2020/12/03,4.18,2021/07/13
"Gianforte, Greg",CHKP,2020/01/03,0.6,2020/01/13
"Hagerty IV, William F.",VRM,2021/01/08,-30.12,2021/12/16
"Greene, Marjorie T.",TFC,2021/05/12,-0.75,2021/12/16
"Cassidy, William",CSCO,2016/03/31,18.91,2018/12/07
"Cassidy, William",CSCO,2019/01/25,-4.24,2020/08/19
"Loeffler, Kelly",PRU,2020/03/17,14.97,2020/04/14
"Whitehouse, Sheldon",NEE,2014/02/10,0.99,2014/09/16
"Green, Mark",MPLX,2020/10/05,12.63,2021/12/21
"Green, Mark",MPLX,2020/07/02,10.52,2021/05/13
"Green, Mark",MPLX,2020/09/16,1.45,2020/11/09
"Moran, Jerry",ALL,2018/12/19,13.28,2020/08/21
"Newman, Marie",JNJ,2021/04/13,6.8,2021/04/23
"Shalala, Donna",AVY,2019/02/06,7.33,2019/06/24
"Carper, Thomas R.",CAG,2019/07/16,5.82,2021/01/11
"Cisneros, Gilbert",BXP,2020/03/18,7.84,2020/04/29
"King Jr., Angus S.",SLB,2017/11/28,-2.73,2018/10/17
"Roberts, Pat",KTB,2019/10/01,3.47,2019/10/17
"Whitehouse, Sheldon",PRU,2014/11/13,-0.4,2015/05/07
"Loeffler, Kelly",DAL,2020/03/20,-0.18,2020/04/07
"Loeffler, Kelly",DAL,2020/04/07,0.68,2020/04/14
"Perdue Jr., David A.",STT,2019/08/07,8.43,2020/04/14
"Perdue Jr., David A.",STT,2018/12/20,12.13,2019/02/25
"Moran, Jerry",ABBV,2018/12/06,5.99,2020/08/21
"Perdue Jr., David A.",MMP,2018/09/24,-6.37,2019/01/31
"Gianforte, Greg",RHHBY,2020/01/03,0.52,2020/01/13
"Capito, Shelley M.",MRK,2017/09/05,-1.46,2017/10/26
"Mast, Brian",RXT,2020/08/18,2.33,2020/09/01
"Roberts, Pat",COST,2015/04/24,230.19,2020/11/04
"Shalala, Donna",PGRE,2019/05/15,-0.06,2019/06/24
"Green, Mark",SRLP,2020/08/28,6.86,2021/02/12
"Green, Mark",SRLP,2020/08/31,0.75,2020/10/22
"Green, Mark",SRLP,2020/06/10,1.38,2020/08/06
"Perdue Jr., David A.",AMZN,2017/02/08,1422.12,2020/04/14
"Clark, Katherine M.",MSFT,2021/07/27,16.77,2021/09/16
"Loeffler, Kelly",ICE,2020/02/26,2.17,2020/07/22
"Loeffler, Kelly",ICE,2020/02/18,-2.67,2020/02/26
"Conaway, K. M.",AAPL,2020/04/15,44.97,2020/09/08
"Wyden, Ronald L.",AVGO,2020/04/06,234.5,2021/04/06
"Conaway, K. M.",BX,2020/05/26,-0.1,2020/10/16
"Green, Mark",USDP,2020/11/09,4.63,2021/07/09
"Moore, Blake",NVDA,2021/01/20,53.71,2021/07/16
"Clark, Katherine M.",BLK,2020/11/05,216.53,2021/06/04
"Jacobs, Christopher L.",ASMB,2020/12/28,-0.12,2021/01/04
"King Jr., Angus S.",COP,2017/11/28,-8.83,2020/08/18
"Inhofe, James M.",ARW,2015/08/12,16.41,2017/01/11
"Inhofe, James M.",ISRG,2018/10/25,-0.04,2019/05/10
"Gottheimer, Josh",GRUB,2020/05/12,0.45,2021/02/12
"Lowenthal, Alan S.",AMZN,2020/03/16,1702.96,2020/09/03
"Whitehouse, Sheldon",SSYS,2014/05/29,-14.84,2014/12/18
"Roberts, Pat",LMT,2018/01/17,7.02,2018/02/05
"Lee, Susie",AMRC,2020/12/29,12.23,2021/06/17
"Perlmutter, Ed",COST,2020/03/18,242.43,2021/11/26
"Moran, Jerry",KR,2020/08/21,8.66,2021/12/21
"Garcia, Mike",TSLA,2020/09/04,594.6,2021/10/25
"Garcia, Mike",TSLA,2020/11/13,218.82,2020/12/07
"Garcia, Mike",TSLA,2020/10/26,-9.61,2020/11/16
"Garcia, Mike",TSLA,2020/11/17,66.39,2020/11/23
"Roberts, Pat",GE,2016/01/20,-22.23,2017/09/26
"Green, Mark",GEL,2020/09/11,4.0,2021/09/23
"Green, Mark",GEL,2020/10/05,1.27,2020/11/18
"Fallon, Patrick",AAL,2021/05/26,-1.35,2021/06/24
"Gottheimer, Josh",CCMP,2020/08/10,-12.64,2020/12/02
"Gianforte, Greg",BIDU,2020/04/14,12.01,2020/06/05
"Clark, Katherine M.",PEP,2020/11/05,16.09,2021/09/16
"Inhofe, James M.",UNH,2017/06/09,50.43,2018/05/03
"Inhofe, James M.",UNH,2018/01/11,-8.99,2019/09/30
"Gottheimer, Josh",RHP,2019/12/10,-48.66,2020/06/15
"Shalala, Donna",AXGN,2019/04/16,-2.26,2019/06/24
"Beyer, Donald S.",ROP,2020/01/14,31.42,2020/10/08
"Beyer, Donald S.",ROP,2020/01/24,9.56,2021/03/11
"Beyer, Donald S.",ROP,2020/02/14,1.44,2020/07/14
"Beyer, Donald S.",NTLA,2020/01/14,134.83,2021/09/20
"Beyer, Donald S.",NTLA,2020/07/10,62.41,2021/01/15
"Beyer, Donald S.",NTLA,2020/11/18,98.17,2021/10/29
"Frankel, Lois",AXP,2020/10/28,46.59,2021/02/24
"Frankel, Lois",AXP,2020/09/30,29.93,2021/02/17
"Frankel, Lois",AXP,2020/10/01,22.1,2021/01/13
"Perdue Jr., David A.",ENB,2016/12/16,-1.39,2017/03/23
"Perdue Jr., David A.",ENB,2020/03/13,0.09,2020/04/15
"Perdue Jr., David A.",DOW,2019/07/15,4.05,2019/12/31
"Perdue Jr., David A.",DOW,2020/03/26,5.99,2020/04/14
"Clark, Katherine M.",LHX,2020/04/03,1.73,2020/11/05
"Lowenthal, Alan S.",BKNG,2021/08/23,302.54,2021/10/29
"Lee, Susie",WSM,2021/01/11,61.66,2021/03/24
"Gottheimer, Josh",AMGN,2020/01/14,6.6,2020/10/08
"Cassidy, William",AMGN,2016/10/31,88.11,2020/11/05
