name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Gianforte, Greg",FUPBY,2020/03/18,2020/03/18,2022/03/16,0.1481,2021/03/17,0.5229,2020/09/16,0.543
"Whitehouse, Sheldon",PGR,2019/04/18,2019/04/18,2021/04/15,0.3145,2020/04/16,0.0418,2019/10/17,-0.0416
"Pelosi, Nancy",CRWD,2020/09/03,2020/09/03,2022/09/01,,2021/09/02,1.0488,2021/03/04,0.4883
"Perdue Jr., David A.",KN,2016/03/31,2016/03/31,2018/03/29,-0.0353,2017/03/30,0.4578,2016/09/29,0.0622
"Brooks, Mo",PFE,2020/09/16,2020/09/16,2022/09/14,,2021/09/15,0.279,2021/03/17,0.012
"Gianforte, Greg",NVEE,2020/01/08,2020/01/08,2022/01/05,1.454,2021/01/06,0.5416,2020/07/08,-0.0889
"Roberts, Pat",AMZN,2018/06/25,2018/06/25,2020/06/22,0.6065,2019/06/24,0.1393,2018/12/24,-0.1934
"Gottheimer, Josh",MTX,2020/09/24,2020/09/24,2022/09/22,,2021/09/23,0.4607,2021/03/25,0.5245
"Reed, John F.",VWO,2016/11/23,2016/11/23,2018/11/21,0.0949,2017/11/22,0.2804,2017/05/24,0.1417
"Gianforte, Greg",UBS,2020/03/18,2020/03/18,2022/03/16,1.2684,2021/03/17,0.9829,2020/09/16,0.5539
"Perdue Jr., David A.",PBA,2019/06/25,2019/06/25,2021/06/22,-0.1014,2020/06/23,-0.2915,2019/12/24,0.0115
"Whitehouse, Sheldon",T,2014/12/18,2014/12/18,2016/12/15,0.2437,2015/12/17,0.0344,2015/06/18,0.0527
"Beyer, Donald S.",MSCI,2019/12/23,2019/12/23,2021/12/20,1.2031,2020/12/21,0.6582,2020/06/22,0.2765
"Langevin, James R.",BYND,2019/09/06,2019/09/06,2021/09/03,-0.2493,2020/09/04,-0.1747,2020/03/06,-0.3921
"Perdue Jr., David A.",AXTA,2017/08/11,2017/08/11,2019/08/09,0.0016,2018/08/10,0.0542,2018/02/09,0.0605
"Perdue Jr., David A.",URBN,2017/06/01,2017/06/01,2019/05/30,0.2042,2018/05/31,1.1691,2017/11/30,0.6685
"Phillips, Dean",PHG,2020/02/13,2020/02/13,2022/02/10,-0.294,2021/02/11,0.1814,2020/08/13,0.0926
"Lee, Susie",DRE,2020/10/19,2020/10/19,2022/10/17,,2021/10/18,0.3817,2021/04/19,0.1521
"Gianforte, Greg",AMN,2020/09/02,2020/09/02,2022/08/31,,2021/09/01,1.0612,2021/03/03,0.3324
"Phillips, Dean",DLR,2020/09/23,2020/09/23,2022/09/21,,2021/09/22,0.126,2021/03/24,-0.0098
"Perdue Jr., David A.",HBI,2017/08/10,2017/08/10,2019/08/08,-0.3696,2018/08/09,-0.2165,2018/02/08,-0.1626
"Loeffler, Kelly",CME,2020/03/19,2020/03/19,2022/03/17,0.68,2021/03/18,0.4319,2020/09/17,0.1685
"Phillips, Dean",SCHW,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,0.9664,2020/10/01,0.1117
"Brooks, Mo",BRK.B,2020/01/15,2020/01/15,2022/01/12,,2021/01/13,,2020/07/15,
"Whitehouse, Sheldon",CMRE,2014/02/10,2014/02/10,2016/02/08,-0.6509,2015/02/09,-0.0551,2014/08/11,0.1443
"Shalala, Donna",PBYI,2019/01/23,2019/01/23,2021/01/20,-0.548,2020/01/22,-0.6054,2019/07/24,-0.6044
"Cisneros, Gilbert",SPLK,2020/12/23,2020/12/23,2022/12/21,,2021/12/22,-0.3709,2021/06/23,-0.2373
"Scott, Austin",GE,2020/08/24,2020/08/24,2022/08/22,,2021/08/23,0.9489,2021/02/22,0.9111
"Green, Mark",USAC,2020/08/11,2020/08/11,2022/08/09,,2021/08/10,0.2853,2021/02/09,0.198
"Hoeven, John",IBM,2018/04/18,2018/04/18,2020/04/15,-0.2125,2019/04/17,-0.0753,2018/10/17,-0.1008
"Cisneros, Gilbert",GDDY,2019/12/24,2019/12/24,2021/12/21,0.0769,2020/12/22,0.2454,2020/06/23,0.1547
"Loeffler, Kelly",PRU,2020/03/17,2020/03/17,2022/03/15,1.5901,2021/03/16,1.1299,2020/09/15,0.5905
"Perdue Jr., David A.",PFE,2017/02/17,2017/02/17,2019/02/15,0.2547,2018/02/16,,2017/08/18,-0.0266
"Perdue Jr., David A.",SBUX,2016/09/12,2016/09/12,2018/09/10,0.0089,2017/09/11,-0.0089,2017/03/13,0.0052
"King Jr., Angus S.",CMCSA,2019/07/23,2019/07/23,2021/07/20,0.2999,2020/07/21,-0.0401,2020/01/21,0.0668
"Whitehouse, Sheldon",GILD,2015/01/23,2015/01/23,2017/01/20,-0.3208,2016/01/22,-0.134,2015/07/24,0.0948
"Hern, Kevin",OKE,2020/11/13,2020/11/13,2022/11/11,,2021/11/12,1.0046,2021/05/14,0.7209
"Blumenauer, Earl",BAC,2020/04/29,2020/04/29,2022/04/27,,2021/04/28,0.6143,2020/10/28,-0.0572
"Lowenthal, Alan S.",PSQ,2020/06/29,2020/06/29,2022/06/27,,2021/06/28,-0.363,2020/12/28,-0.2594
"Cisneros, Gilbert",MEDP,2020/12/10,2020/12/10,2022/12/08,,2021/12/09,0.5028,2021/06/10,0.2363
"Whitehouse, Sheldon",UL,2014/10/02,2014/10/02,2016/09/29,0.1549,2015/10/01,-0.0017,2015/04/02,0.0353
"Green, Mark",AM,2020/12/01,2020/12/01,2022/11/29,,2021/11/30,0.4494,2021/06/01,0.4686
"Capito, Shelley M.",ITW,2018/04/05,2018/04/05,2020/04/02,-0.1243,2019/04/04,-0.0499,2018/10/04,-0.098
"Whitehouse, Sheldon",UA,2016/01/06,2016/01/06,2018/01/03,,2017/01/04,,2016/07/06,
"Moran, Jerry",XOM,2018/12/06,2018/12/06,2020/12/03,-0.4827,2019/12/05,-0.117,2019/06/06,-0.046
"Gianforte, Greg",NTTYY,2020/11/13,2020/11/13,2022/11/11,,2021/11/12,0.225,2021/05/14,0.1039
"Green, Mark",GMLP,2020/07/07,2020/07/07,2022/07/05,,2021/07/06,,2021/01/05,
"Whitehouse, Sheldon",LRCX,2018/06/06,2018/06/06,2020/06/03,0.416,2019/06/05,-0.0934,2018/12/05,-0.2753
"Shalala, Donna",HL,2019/01/09,2019/01/09,2021/01/06,1.3774,2020/01/08,0.1704,2019/07/10,-0.4035
"Conaway, K. M.",JNJ,2020/08/10,2020/08/10,2022/08/08,,2021/08/09,0.17,2021/02/08,0.1114
"Hoeven, John",EL,2014/08/25,2014/08/25,2016/08/22,0.1877,2015/08/24,-0.0142,2015/02/23,0.0632
"Green, Mark",SRLP,2020/09/11,2020/09/11,2022/09/09,,2021/09/10,0.1807,2021/03/12,0.3482
"Curtis, John",CSX,2020/08/13,2020/08/13,2022/08/11,,2021/08/12,0.3674,2021/02/11,0.189
"Murray, Patty",WBA,2017/03/16,2017/03/16,2019/03/14,,2018/03/15,-0.2056,2017/09/14,-0.0428
"Perdue Jr., David A.",CLX,2018/04/20,2018/04/20,2020/04/17,,2019/04/19,,2018/10/19,0.3076
"Reed, John F.",AAPL,2014/03/28,2014/03/28,2016/03/25,0.3778,2015/03/27,0.6149,2014/09/26,0.2985
"Wyden, Ronald L.",IRBT,2020/08/26,2020/08/26,2022/08/24,,2021/08/25,0.0887,2021/02/24,0.5705
"Perdue Jr., David A.",FDX,2019/05/01,2019/05/01,2021/04/28,0.5303,2020/04/29,-0.3243,2019/10/30,-0.1696
"Shalala, Donna",AVY,2019/02/06,2019/02/06,2021/02/03,0.6406,2020/02/05,0.3326,2019/08/07,0.0506
"Perdue Jr., David A.",TWX,2018/05/04,2018/05/04,2020/05/01,,2019/05/03,,2018/11/02,
"Perdue Jr., David A.",KN,2015/02/05,2015/02/05,2017/02/02,-0.2048,2016/02/04,-0.4267,2015/08/06,-0.2154
"Gottheimer, Josh",SLB,2020/01/10,2020/01/10,2022/01/07,-0.1314,2021/01/08,-0.3737,2020/07/10,-0.5631
"Courtney, Joe",BLL,2020/05/01,2020/05/01,2022/04/29,,2021/04/30,0.4402,2020/10/30,0.3737
"Roberts, Pat",ETY,2017/12/13,2017/12/13,2019/12/11,0.0148,2018/12/12,-0.0854,2018/06/13,0.0287
"Perdue Jr., David A.",XOM,2015/08/07,2015/08/07,2017/08/04,0.0389,2016/08/05,0.1319,2016/02/05,0.0264
"Gottheimer, Josh",AAPL,2020/03/05,2020/03/05,2022/03/03,1.2638,2021/03/04,0.6395,2020/09/03,0.6877
"Perdue Jr., David A.",FEYE,2016/06/27,2016/06/27,2018/06/25,0.0552,2017/06/26,0.0446,2016/12/26,-0.1746
"Lee, Susie",GFL,2020/09/18,2020/09/18,2022/09/16,,2021/09/17,0.6238,2021/03/19,0.4728
"Shalala, Donna",EVOP,2019/05/15,2019/05/15,2021/05/12,-0.0468,2020/05/13,-0.3217,2019/11/13,-0.0446
"Murray, Patty",TWX,2017/03/16,2017/03/16,2019/03/14,,2018/03/15,-0.0184,2017/09/14,0.0248
"Frankel, Lois",POR,2020/05/27,2020/05/27,2022/05/25,,2021/05/26,0.0739,2020/11/25,-0.0425
"Perlmutter, Ed",NEM,2020/06/29,2020/06/29,2022/06/27,,2021/06/28,0.0551,2020/12/28,0.0234
"Beyer, Donald S.",ACN,2020/11/17,2020/11/17,2022/11/15,,2021/11/16,0.5205,2021/05/18,0.17
"Phillips, Dean",SYF,2020/01/22,2020/01/22,2022/01/19,0.2912,2021/01/20,0.1106,2020/07/22,-0.3732
"Whitehouse, Sheldon",C,2014/03/20,2014/03/20,2016/03/17,-0.1524,2015/03/19,0.0638,2014/09/18,0.0695
"McKinley, David B.",UNH,2020/04/30,2020/04/30,2022/04/28,,2021/04/29,0.3754,2020/10/29,0.0524
"Gianforte, Greg",SMMNY,2020/03/18,2020/03/18,2022/03/16,0.836,2021/03/17,0.67,2020/09/16,0.3188
"McKinley, David B.",HD,2020/04/30,2020/04/30,2022/04/28,,2021/04/29,0.4748,2020/10/29,0.2334
"Beyer, Donald S.",PEP,2019/12/24,2019/12/24,2021/12/21,0.2329,2020/12/22,0.0542,2020/06/23,-0.0365
"Wyden, Ronald L.",AAPL,2020/06/26,2020/06/26,2022/06/24,,2021/06/25,0.4851,2020/12/25,0.5082
"Curtis, John",AMZN,2019/04/29,2019/04/29,2021/04/26,0.7374,2020/04/27,0.2358,2019/10/28,-0.0949
"Beyer, Donald S.",NSRGY,2020/01/27,2020/01/27,2022/01/24,0.1648,2021/01/25,0.0331,2020/07/27,0.0802
"Perdue Jr., David A.",CVX,2017/03/22,2017/03/22,2019/03/20,0.1601,2018/03/21,0.0764,2017/09/20,0.0785
"Inhofe, James M.",XPO,2018/10/25,2018/10/25,2020/10/22,0.0774,2019/10/24,-0.1251,2019/04/25,-0.2477
"Gottheimer, Josh",KMTUY,2020/04/13,2020/04/13,2022/04/11,,2021/04/12,0.7845,2020/10/12,0.3461
"Wittman, Robert J.",HD,2020/07/02,2020/07/02,2022/06/30,,2021/07/01,0.2798,2020/12/31,0.0586
"Lee, Susie",ACI,2020/06/26,2020/06/26,2022/06/24,,2021/06/25,0.2546,2020/12/25,-0.0031
"Gianforte, Greg",DASTY,2020/01/14,2020/01/14,2022/01/11,0.5667,2021/01/12,0.1644,2020/07/14,0.01
"Shalala, Donna",BAYRY,2019/02/15,2019/02/15,2021/02/12,-0.1483,2020/02/14,0.0979,2019/08/16,-0.0671
"Green, Mark",SHLX,2020/11/17,2020/11/17,2022/11/15,,2021/11/16,0.3471,2021/05/18,0.6803
"Carper, Thomas R.",PNQI,2014/11/11,2014/11/11,2016/11/08,0.263,2015/11/10,0.171,2015/05/12,0.0625
"Cisneros, Gilbert",WAB,2020/03/18,2020/03/18,2022/03/16,1.2231,2021/03/17,0.8624,2020/09/16,0.6378
"Perdue Jr., David A.",TRGP,2019/03/18,2019/03/18,2021/03/15,-0.1473,2020/03/16,-0.734,2019/09/16,0.0429
"Green, Mark",GEL,2020/06/10,2020/06/10,2022/06/08,,2021/06/09,0.2124,2020/12/09,-0.2335
"Perdue Jr., David A.",RF,2017/06/22,2017/06/22,2019/06/20,0.0378,2018/06/21,0.3558,2017/12/21,0.2572
"Loeffler, Kelly",AIZ,2020/03/18,2020/03/18,2022/03/16,1.0485,2021/03/17,0.6323,2020/09/16,0.3991
"Murray, Patty",PRU,2017/03/16,2017/03/16,2019/03/14,-0.1469,2018/03/15,-0.0248,2017/09/14,-0.0833
"Wyden, Ronald L.",PSA,2020/08/05,2020/08/05,2022/08/03,,2021/08/04,0.5538,2021/02/03,0.1551
"Shalala, Donna",REXR,2019/04/30,2019/04/30,2021/04/27,0.4792,2020/04/28,0.0981,2019/10/29,0.2795
"Roe, David P.",MCD,2020/06/23,2020/06/23,2022/06/21,,2021/06/22,0.2426,2020/12/22,0.1256
"Perdue Jr., David A.",SUN,2018/01/31,2018/01/31,2020/01/29,-0.0055,2019/01/30,-0.0436,2018/08/01,-0.159
"Collins, Susan M.",BWA,2014/07/23,2014/07/23,2016/07/20,-0.5122,2015/07/22,-0.2099,2015/01/21,-0.1899
"Foxx, Virginia",MO,2020/12/29,2020/12/29,2022/12/27,,2021/12/28,0.1409,2021/06/29,0.1381
"Lowenthal, Alan S.",DEACU,2020/04/20,2020/04/20,2022/04/18,,2021/04/19,,2020/10/19,
"Courtney, Joe",ABT,2019/12/31,2019/12/31,2021/12/28,0.6267,2020/12/29,0.2529,2020/06/30,0.0409
"Beyer, Donald S.",ACN,2020/02/14,2020/02/14,2022/02/11,0.5822,2021/02/12,0.2097,2020/08/14,0.0858
"Green, Mark",SRLP,2020/08/14,2020/08/14,2022/08/12,,2021/08/13,0.0998,2021/02/12,0.3402
"Capito, Shelley M.",EMR,2018/04/05,2018/04/05,2020/04/02,-0.3114,2019/04/04,0.0353,2018/10/04,0.1516
"Beyer, Donald S.",NEE,2020/11/17,2020/11/17,2022/11/15,,2021/11/16,0.1242,2021/05/18,-0.0705
"Coons, Christopher A.",AAPL,2018/10/24,2018/10/24,2020/10/21,1.1439,2019/10/23,0.1042,2019/04/24,-0.053
"Wyden, Ronald L.",DIS,2020/08/04,2020/08/04,2022/08/02,,2021/08/03,0.4824,2021/02/02,0.506
"Wyden, Ronald L.",AVGO,2020/06/23,2020/06/23,2022/06/21,,2021/06/22,0.479,2020/12/22,0.3703
"Gianforte, Greg",DWAHY,2020/03/18,2020/03/18,2022/03/16,0.2203,2021/03/17,0.425,2020/09/16,0.2728
"Rooney, Francis",REYN,2020/09/10,2020/09/10,2022/09/08,,2021/09/09,-0.1428,2021/03/11,-0.0931
"Lee, Susie",NLOK,2020/04/08,2020/04/08,2022/04/06,,2021/04/07,0.1326,2020/10/07,0.0961
"Whitehouse, Sheldon",WBA,2016/04/19,2016/04/19,2018/04/17,-0.1892,2017/04/18,0.0179,2016/10/18,-0.0355
"Cisneros, Gilbert",HLIO,2020/06/30,2020/06/30,2022/06/28,,2021/06/29,1.0986,2020/12/29,0.4074
"Capito, Shelley M.",MDT,2018/04/05,2018/04/05,2020/04/02,0.0571,2019/04/04,0.1183,2018/10/04,0.2218
"Whitehouse, Sheldon",DEO,2016/11/28,2016/11/28,2018/11/26,0.425,2017/11/27,0.3765,2017/05/29,0.1928
"Perdue Jr., David A.",MRK,2017/09/26,2017/09/26,2019/09/24,0.2939,2018/09/25,0.0911,2018/03/27,-0.1693
"Hoeven, John",PEP,2017/01/20,2017/01/20,2019/01/18,0.0666,2018/01/19,0.1631,2017/07/21,0.1278
"Mast, Brian",RXT,2020/08/18,2020/08/18,2022/08/16,,2021/08/17,-0.3028,2021/02/16,0.2971
"Hern, Kevin",NVS,2020/07/27,2020/07/27,2022/07/25,,2021/07/26,0.076,2021/01/25,0.1542
"Wyden, Ronald L.",AAPL,2020/07/06,2020/07/06,2022/07/04,,2021/07/05,0.5193,2021/01/04,0.3968
"Gottheimer, Josh",HCA,2020/11/16,2020/11/16,2022/11/14,,2021/11/15,0.6064,2021/05/17,0.3837
"Perdue Jr., David A.",UHAL,2020/03/17,2020/03/17,2022/03/15,1.1698,2021/03/16,1.1919,2020/09/15,0.3469
"Hoeven, John",KSS,2017/02/15,2017/02/15,2019/02/13,0.5387,2018/02/14,0.4866,2017/08/16,-0.1
"Hoeven, John",NFLX,2019/09/24,2019/09/24,2021/09/21,1.2256,2020/09/22,0.8773,2020/03/24,0.4034
"Roberts, Pat",BABA,2020/01/14,2020/01/14,2022/01/11,-0.4249,2021/01/12,-0.0004,2020/07/14,0.0789
"Beyer, Donald S.",AAPL,2020/11/04,2020/11/04,2022/11/02,,2021/11/03,0.324,2021/05/05,0.1337
"Marchant, Kenny",FB,2020/11/19,2020/11/19,2022/11/17,,2021/11/18,0.249,2021/05/20,0.1654
"Green, Mark",CEQP,2020/08/04,2020/08/04,2022/08/02,,2021/08/03,0.8558,2021/02/02,0.3725
"Perdue Jr., David A.",NFLX,2020/03/26,2020/03/26,2022/03/24,0.0611,2021/03/25,0.4393,2020/09/24,0.3391
"Foxx, Virginia",NFG,2020/09/01,2020/09/01,2022/08/30,,2021/08/31,0.153,2021/03/02,0.0233
"Collins, Susan M.",VRX,2014/03/11,2014/03/11,2016/03/08,-0.5384,2015/03/10,0.4491,2014/09/09,-0.1437
"Hern, Kevin",OKE,2020/08/14,2020/08/14,2022/08/12,,2021/08/13,0.8087,2021/02/12,0.5251
"Collins, Susan M.",AXP,2015/01/13,2015/01/13,2017/01/10,-0.1417,2016/01/12,-0.2844,2015/07/14,-0.1237
"Perdue Jr., David A.",WPX,2019/02/11,2019/02/11,2021/02/08,,2020/02/10,,2019/08/12,
"Green, Mark",ET,2020/11/09,2020/11/09,2022/11/07,,2021/11/08,0.6823,2021/05/10,0.7735
"Cisneros, Gilbert",TCOM,2020/01/29,2020/01/29,2022/01/26,-0.2244,2021/01/27,-0.037,2020/07/29,-0.1542
"Collins, Susan M.",TJX,2018/10/16,2018/10/16,2020/10/13,0.0377,2019/10/15,0.0517,2019/04/16,-0.0184
"Perdue Jr., David A.",KR,2019/08/02,2019/08/02,2021/07/30,0.8683,2020/07/31,0.5655,2020/01/31,0.2258
"Gottheimer, Josh",HALO,2020/10/19,2020/10/19,2022/10/17,,2021/10/18,0.2729,2021/04/19,0.5998
"Murray, Patty",CVS,2017/03/16,2017/03/16,2019/03/14,-0.2897,2018/03/15,-0.1631,2017/09/14,0.0391
"Curtis, John",CVX,2020/03/27,2020/03/27,2022/03/25,1.3574,2021/03/26,0.4989,2020/09/25,0.0085
"Capito, Shelley M.",NEE,2016/04/19,2016/04/19,2018/04/17,0.3782,2017/04/18,0.1141,2016/10/18,0.0572
"Beyer, Donald S.",TDDXX,2020/10/01,2020/10/01,2022/09/29,,2021/09/30,,2021/04/01,
"Perdue Jr., David A.",NKE,2016/01/20,2016/01/20,2018/01/17,0.0924,2017/01/18,-0.0824,2016/07/20,-0.0043
"Perdue Jr., David A.",SLB,2017/10/05,2017/10/05,2019/10/03,-0.5371,2018/10/04,-0.0883,2018/04/05,-0.0457
"Roberts, Pat",NVDA,2017/12/07,2017/12/07,2019/12/05,0.0905,2018/12/06,-0.194,2018/06/07,0.3675
"Capito, Shelley M.",JPM,2020/03/03,2020/03/03,2022/03/01,0.1458,2021/03/02,0.261,2020/09/01,-0.1642
"Foxx, Virginia",OLP,2020/04/09,2020/04/09,2022/04/07,,2021/04/08,0.4768,2020/10/08,0.1187
"Malinowski, Tom",ANIK,2019/08/01,2019/08/01,2021/07/29,-0.2467,2020/07/30,-0.3425,2020/01/30,-0.2003
"Perdue Jr., David A.",FDC,2017/10/16,2017/10/16,2019/10/14,,2018/10/15,,2018/04/16,
"Beyer, Donald S.",TDDXX,2020/08/27,2020/08/27,2022/08/25,,2021/08/26,,2021/02/25,
"Cisneros, Gilbert",EXAS,2020/03/16,2020/03/16,2022/03/14,0.3359,2021/03/15,1.8199,2020/09/14,0.7017
"Murray, Patty",LYB,2017/03/16,2017/03/16,2019/03/14,-0.0267,2018/03/15,0.1942,2017/09/14,0.0414
"Murray, Patty",APA,2017/03/16,2017/03/16,2019/03/14,-0.3274,2018/03/15,-0.2993,2017/09/14,-0.1719
"Wyden, Ronald L.",F,2020/07/13,2020/07/13,2022/07/11,,2021/07/12,1.3619,2021/01/11,0.4784
"Loeffler, Kelly",BKNG,2020/03/06,2020/03/06,2022/03/04,0.2312,2021/03/05,0.3744,2020/09/04,0.1838
"Phillips, Dean",AAPL,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,1.0469,2020/10/01,0.938
"Perdue Jr., David A.",FEYE,2016/07/21,2016/07/21,2018/07/19,0.0438,2017/07/20,-0.0312,2017/01/19,-0.1871
"Lee, Susie",FMC,2020/04/27,2020/04/27,2022/04/25,,2021/04/26,0.3058,2020/10/26,0.1729
"Murray, Patty",EXC,2017/03/16,2017/03/16,2019/03/14,0.3785,2018/03/15,0.0525,2017/09/14,0.05
"Collins, Susan M.",SCHW,2014/04/21,2014/04/21,2016/04/18,0.0617,2015/04/20,0.1252,2014/10/20,-0.0481
"Lee, Susie",KR,2020/04/06,2020/04/06,2022/04/04,,2021/04/05,0.1394,2020/10/05,0.0723
"Gianforte, Greg",SONVY,2020/01/13,2020/01/13,2022/01/10,0.5153,2021/01/11,0.0968,2020/07/13,-0.073
"Frankel, Lois",NXPI,2020/01/29,2020/01/29,2022/01/26,0.4963,2021/01/27,0.2024,2020/07/29,-0.1164
"Lowenthal, Alan S.",BABA,2020/11/30,2020/11/30,2022/11/28,,2021/11/29,-0.5012,2021/05/31,-0.1696
"Marchant, Kenny",AZO,2020/11/19,2020/11/19,2022/11/17,,2021/11/18,0.673,2021/05/20,0.3125
"Beyer, Donald S.",TDDXX,2020/05/04,2020/05/04,2022/05/02,,2021/05/03,,2020/11/02,
"Moran, Jerry",OXY,2019/09/25,2019/09/25,2021/09/22,-0.4076,2020/09/23,-0.7601,2020/03/25,-0.7468
"Perdue Jr., David A.",URBN,2019/12/30,2019/12/30,2021/12/27,0.0632,2020/12/28,-0.0383,2020/06/29,-0.4606
"Cisneros, Gilbert",PHR,2020/02/10,2020/02/10,2022/02/07,-0.0778,2021/02/08,1.3132,2020/08/10,-0.0833
"Wittman, Robert J.",ABBV,2020/02/27,2020/02/27,2022/02/24,0.6652,2021/02/25,0.246,2020/08/27,0.0868
"Perdue Jr., David A.",PFE,2020/02/26,2020/02/26,2022/02/23,0.4453,2021/02/24,0.0309,2020/08/26,0.0967
"Cisneros, Gilbert",PWR,2020/04/29,2020/04/29,2022/04/27,,2021/04/28,1.6293,2020/10/28,0.612
"Capito, Shelley M.",CL,2018/04/05,2018/04/05,2020/04/02,-0.0705,2019/04/04,-0.0576,2018/10/04,-0.0943
"Beyer, Donald S.",TGT,2020/11/17,2020/11/17,2022/11/15,,2021/11/16,0.6305,2021/05/18,0.2849
"Shalala, Donna",BXS,2019/02/20,2019/02/20,2021/02/17,,2020/02/19,,2019/08/21,
"Whitehouse, Sheldon",WM,2016/09/28,2016/09/28,2018/09/26,0.4087,2017/09/27,0.2278,2017/03/29,0.128
"Roberts, Pat",BABA,2015/03/04,2015/03/04,2017/03/01,0.2542,2016/03/02,-0.1398,2015/09/02,-0.211
"Lee, Susie",RXT,2020/08/27,2020/08/27,2022/08/25,,2021/08/26,-0.2912,2021/02/25,0.0962
"Capito, Shelley M.",RHHBY,2017/09/05,2017/09/05,2019/09/03,0.082,2018/09/04,-0.0269,2018/03/06,-0.0507
