name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Hern, Kevin",MSFT,2020/09/10,2020/10/29,2022/10/27,,2021/10/28,0.5734,2021/04/29,0.2298
"Perdue Jr., David A.",FOX,2017/05/08,2017/06/26,2019/06/24,,2018/06/25,,2017/12/25,
"Phillips, Dean",L,2020/02/28,2020/04/17,2022/04/15,,2021/04/16,0.525,2020/10/16,0.0036
"Lee, Susie",PHM,2020/05/19,2020/07/07,2022/07/05,,2021/07/06,0.5913,2021/01/05,0.2052
"Wyden, Ronald L.",PYPL,2020/04/23,2020/06/11,2022/06/09,,2021/06/10,0.7008,2020/12/10,0.3536
"Carper, Thomas R.",SBUX,2020/04/02,2020/05/21,2022/05/19,,2021/05/20,0.4088,2020/11/19,0.2385
"Beyer, Donald S.",AAPL,2020/02/18,2020/04/07,2022/04/05,,2021/04/06,0.9052,2020/10/06,0.7212
"Gianforte, Greg",FUPBY,2020/03/18,2020/05/06,2022/05/04,,2021/05/05,0.4351,2020/11/04,0.4715
"Whitehouse, Sheldon",PGR,2019/04/18,2019/06/06,2021/06/03,0.2104,2020/06/04,-0.0578,2019/12/05,-0.1317
"Pelosi, Nancy",CRWD,2020/09/03,2020/10/22,2022/10/20,,2021/10/21,1.1068,2021/04/22,0.6126
"Perdue Jr., David A.",KN,2016/03/31,2016/05/19,2018/05/17,0.1272,2017/05/18,0.3564,2016/11/17,0.2651
"Brooks, Mo",PFE,2020/09/16,2020/11/04,2022/11/02,,2021/11/03,0.2699,2021/05/05,0.1232
"Gianforte, Greg",NVEE,2020/01/08,2020/02/26,2022/02/23,0.5684,2021/02/24,0.6532,2020/08/26,-0.1834
"Roberts, Pat",AMZN,2018/06/25,2018/08/13,2020/08/10,0.643,2019/08/12,-0.063,2019/02/11,-0.1632
"Gottheimer, Josh",MTX,2020/09/24,2020/11/12,2022/11/10,,2021/11/11,0.3202,2021/05/13,0.4236
"Reed, John F.",VWO,2016/11/23,2017/01/11,2019/01/09,0.0728,2018/01/10,0.2881,2017/07/12,0.1322
"Gianforte, Greg",UBS,2020/03/18,2020/05/06,2022/05/04,,2021/05/05,0.5819,2020/11/04,0.3098
"Perdue Jr., David A.",PBA,2019/06/25,2019/08/13,2021/08/10,-0.1286,2020/08/11,-0.2789,2020/02/11,0.0818
"Whitehouse, Sheldon",T,2014/12/18,2015/02/05,2017/02/02,0.2046,2016/02/04,0.0605,2015/08/06,-0.0055
"Beyer, Donald S.",MSCI,2019/12/23,2020/02/10,2022/02/07,0.8471,2021/02/08,0.4264,2020/08/10,0.193
"Langevin, James R.",BYND,2019/09/06,2019/10/25,2021/10/22,-0.0535,2020/10/23,0.7133,2020/04/24,0.0838
"Perdue Jr., David A.",AXTA,2017/08/11,2017/09/29,2019/09/27,0.0421,2018/09/28,0.0038,2018/03/30,0.04
"Perdue Jr., David A.",URBN,2017/06/01,2017/07/20,2019/07/18,0.265,2018/07/19,1.5654,2018/01/18,0.8604
"Phillips, Dean",PHG,2020/02/13,2020/04/02,2022/03/31,,2021/04/01,0.4951,2020/10/01,0.2238
"Lee, Susie",DRE,2020/10/19,2020/12/07,2022/12/05,,2021/12/06,0.5735,2021/06/07,0.2591
"Gianforte, Greg",AMN,2020/09/02,2020/10/21,2022/10/19,,2021/10/20,0.4315,2021/04/21,0.1441
"Phillips, Dean",DLR,2020/09/23,2020/11/11,2022/11/09,,2021/11/10,0.1185,2021/05/12,0.0585
"Perdue Jr., David A.",HBI,2017/08/10,2017/09/28,2019/09/26,-0.3953,2018/09/27,-0.2645,2018/03/29,-0.2448
"Loeffler, Kelly",CME,2020/03/19,2020/05/07,2022/05/05,,2021/05/06,0.1413,2020/11/05,-0.153
"Phillips, Dean",SCHW,2020/04/02,2020/05/21,2022/05/19,,2021/05/20,1.1336,2020/11/19,0.4059
"Brooks, Mo",BRK.B,2020/01/15,2020/03/04,2022/03/02,,2021/03/03,,2020/09/02,
"Whitehouse, Sheldon",CMRE,2014/02/10,2014/03/31,2016/03/28,-0.5884,2015/03/30,-0.1633,2014/09/29,0.0517
"Shalala, Donna",PBYI,2019/01/23,2019/03/13,2021/03/10,-0.7372,2020/03/11,-0.7694,2019/09/11,-0.7035
"Cisneros, Gilbert",SPLK,2020/12/23,2021/02/10,2023/02/08,,2022/02/09,-0.2925,2021/08/11,-0.1405
"Scott, Austin",GE,2020/08/24,2020/10/12,2022/10/10,,2021/10/11,0.9192,2021/04/12,0.9876
"Green, Mark",USAC,2020/08/11,2020/09/29,2022/09/27,,2021/09/28,0.5989,2021/03/30,0.5101
"Hoeven, John",IBM,2018/04/18,2018/06/06,2020/06/03,-0.1099,2019/06/05,-0.0839,2018/12/05,-0.1563
"Cisneros, Gilbert",GDDY,2019/12/24,2020/02/11,2022/02/08,0.0837,2021/02/09,0.2939,2020/08/11,0.1206
"Loeffler, Kelly",PRU,2020/03/17,2020/05/05,2022/05/03,,2021/05/04,0.6992,2020/11/03,0.1414
"Perdue Jr., David A.",PFE,2017/02/17,2017/04/07,2019/04/05,0.2616,2018/04/06,0.036,2017/10/06,0.0554
"Perdue Jr., David A.",SBUX,2016/09/12,2016/10/31,2018/10/29,0.0995,2017/10/30,0.0269,2017/05/01,0.1274
"King Jr., Angus S.",CMCSA,2019/07/23,2019/09/10,2021/09/07,0.3153,2020/09/08,-0.0562,2020/03/10,-0.181
"Whitehouse, Sheldon",GILD,2015/01/23,2015/03/13,2017/03/10,-0.3192,2016/03/11,-0.1055,2015/09/11,0.0805
"Hern, Kevin",OKE,2020/11/13,2021/01/01,2022/12/30,,2021/12/31,0.5344,2021/07/02,0.4901
"Blumenauer, Earl",BAC,2020/04/29,2020/06/17,2022/06/15,,2021/06/16,0.6265,2020/12/16,0.1267
"Lowenthal, Alan S.",PSQ,2020/06/29,2020/08/17,2022/08/15,,2021/08/16,-0.2953,2021/02/15,-0.2131
"Cisneros, Gilbert",MEDP,2020/12/10,2021/01/28,2023/01/26,,2022/01/27,0.2518,2021/07/29,0.3136
"Whitehouse, Sheldon",UL,2014/10/02,2014/11/20,2016/11/17,-0.0559,2015/11/19,0.0497,2015/05/21,0.0855
"Green, Mark",AM,2020/12/01,2021/01/19,2023/01/17,,2022/01/18,0.2339,2021/07/20,0.1193
"Capito, Shelley M.",ITW,2018/04/05,2018/05/24,2020/05/21,0.1175,2019/05/23,-0.0032,2018/11/22,-0.0906
"Whitehouse, Sheldon",UA,2016/01/06,2016/02/24,2018/02/21,,2017/02/22,,2016/08/24,
"Moran, Jerry",XOM,2018/12/06,2019/01/24,2021/01/21,-0.3193,2020/01/23,-0.0675,2019/07/25,0.0559
"Gianforte, Greg",NTTYY,2020/11/13,2021/01/01,2022/12/30,,2021/12/31,0.0536,2021/07/02,-0.0013
"Green, Mark",GMLP,2020/07/07,2020/08/25,2022/08/23,,2021/08/24,,2021/02/23,
"Whitehouse, Sheldon",LRCX,2018/06/06,2018/07/25,2020/07/22,1.0866,2019/07/24,0.2398,2019/01/23,-0.1884
"Shalala, Donna",HL,2019/01/09,2019/02/27,2021/02/24,1.8545,2020/02/26,0.2182,2019/08/28,-0.2545
"Conaway, K. M.",JNJ,2020/08/10,2020/09/28,2022/09/26,,2021/09/27,0.1103,2021/03/29,0.122
"Hoeven, John",EL,2014/08/25,2014/10/13,2016/10/10,0.2252,2015/10/12,0.1743,2015/04/13,0.1643
"Green, Mark",SRLP,2020/09/11,2020/10/30,2022/10/28,,2021/10/29,0.137,2021/04/30,0.5235
"Curtis, John",CSX,2020/08/13,2020/10/01,2022/09/29,,2021/09/30,0.1694,2021/04/01,0.2528
"Murray, Patty",WBA,2017/03/16,2017/05/04,2019/05/02,-0.3786,2018/05/03,-0.271,2017/11/02,-0.2188
"Perdue Jr., David A.",CLX,2018/04/20,2018/06/08,2020/06/05,0.5805,2019/06/07,0.2604,2018/12/07,0.2964
"Reed, John F.",AAPL,2014/03/28,2014/05/16,2016/05/13,0.075,2015/05/15,0.5247,2014/11/14,0.3337
"Wyden, Ronald L.",IRBT,2020/08/26,2020/10/14,2022/10/12,,2021/10/13,-0.1106,2021/04/14,0.2811
"Perdue Jr., David A.",FDX,2019/05/01,2019/06/19,2021/06/16,0.7767,2020/06/17,-0.1827,2019/12/18,-0.1022
"Shalala, Donna",AVY,2019/02/06,2019/03/27,2021/03/24,0.6075,2020/03/25,-0.1295,2019/09/25,0.0094
"Perdue Jr., David A.",TWX,2018/05/04,2018/06/22,2020/06/19,,2019/06/21,,2018/12/21,
"Perdue Jr., David A.",KN,2015/02/05,2015/03/26,2017/03/23,-0.0332,2016/03/24,-0.3496,2015/09/24,-0.1713
"Gottheimer, Josh",SLB,2020/01/10,2020/02/28,2022/02/25,0.4805,2021/02/26,0.0433,2020/08/28,-0.2733
"Courtney, Joe",BLL,2020/05/01,2020/06/19,2022/06/17,,2021/06/18,0.114,2020/12/18,0.2908
"Roberts, Pat",ETY,2017/12/13,2018/01/31,2020/01/29,0.0244,2019/01/30,-0.1117,2018/08/01,0.0276
"Perdue Jr., David A.",XOM,2015/08/07,2015/09/25,2017/09/22,0.0935,2016/09/23,0.1409,2016/03/25,0.1488
"Gottheimer, Josh",AAPL,2020/03/05,2020/04/23,2022/04/21,,2021/04/22,0.9083,2020/10/22,0.6717
"Perdue Jr., David A.",FEYE,2016/06/27,2016/08/15,2018/08/13,0.0327,2017/08/14,-0.021,2017/02/13,-0.1999
"Lee, Susie",GFL,2020/09/18,2020/11/06,2022/11/04,,2021/11/05,0.8516,2021/05/07,0.5064
"Shalala, Donna",EVOP,2019/05/15,2019/07/03,2021/06/30,-0.0642,2020/07/01,-0.2135,2020/01/01,-0.0946
"Murray, Patty",TWX,2017/03/16,2017/05/04,2019/05/02,,2018/05/03,-0.0686,2017/11/02,-0.0273
"Frankel, Lois",POR,2020/05/27,2020/07/15,2022/07/13,,2021/07/14,0.0824,2021/01/13,-0.0208
"Perlmutter, Ed",NEM,2020/06/29,2020/08/17,2022/08/15,,2021/08/16,-0.1203,2021/02/15,-0.1332
"Beyer, Donald S.",ACN,2020/11/17,2021/01/05,2023/01/03,,2022/01/04,0.5854,2021/07/06,0.1844
"Phillips, Dean",SYF,2020/01/22,2020/03/11,2022/03/09,0.4688,2021/03/10,0.6453,2020/09/09,0.019
"Whitehouse, Sheldon",C,2014/03/20,2014/05/08,2016/05/05,-0.0526,2015/05/07,0.1238,2014/11/06,0.1478
"McKinley, David B.",UNH,2020/04/30,2020/06/18,2022/06/16,,2021/06/17,0.3705,2020/12/17,0.1755
"Gianforte, Greg",SMMNY,2020/03/18,2020/05/06,2022/05/04,,2021/05/05,0.3128,2020/11/04,-0.0185
"McKinley, David B.",HD,2020/04/30,2020/06/18,2022/06/16,,2021/06/17,0.2132,2020/12/17,0.0937
"Beyer, Donald S.",PEP,2019/12/24,2020/02/11,2022/02/08,0.1776,2021/02/09,-0.0364,2020/08/11,-0.0658
"Wyden, Ronald L.",AAPL,2020/06/26,2020/08/14,2022/08/12,,2021/08/13,0.3055,2021/02/12,0.1806
"Curtis, John",AMZN,2019/04/29,2019/06/17,2021/06/14,0.7821,2020/06/15,0.3503,2019/12/16,-0.0649
"Beyer, Donald S.",NSRGY,2020/01/27,2020/03/16,2022/03/14,0.3276,2021/03/15,0.1747,2020/09/14,0.3124
"Perdue Jr., David A.",CVX,2017/03/22,2017/05/10,2019/05/08,0.1107,2018/05/09,0.2173,2017/11/08,0.0974
"Inhofe, James M.",XPO,2018/10/25,2018/12/13,2020/12/10,1.3658,2019/12/12,0.6375,2019/06/13,0.1291
"Gottheimer, Josh",KMTUY,2020/04/13,2020/06/01,2022/05/30,,2021/05/31,0.4582,2020/11/30,0.2062
"Wittman, Robert J.",HD,2020/07/02,2020/08/20,2022/08/18,,2021/08/19,0.1454,2021/02/18,0.0056
"Lee, Susie",ACI,2020/06/26,2020/08/14,2022/08/12,,2021/08/13,1.004,2021/02/12,0.1121
"Gianforte, Greg",DASTY,2020/01/14,2020/03/03,2022/03/01,0.5085,2021/03/02,0.313,2020/09/01,0.184
"Shalala, Donna",BAYRY,2019/02/15,2019/04/05,2021/04/02,-0.0773,2020/04/03,-0.1699,2019/10/04,-0.0026
"Green, Mark",SHLX,2020/11/17,2021/01/05,2023/01/03,,2022/01/04,0.1671,2021/07/06,0.4196
"Carper, Thomas R.",PNQI,2014/11/11,2014/12/30,2016/12/27,0.2442,2015/12/29,0.2067,2015/06/30,0.079
"Cisneros, Gilbert",WAB,2020/03/18,2020/05/06,2022/05/04,,2021/05/05,0.5002,2020/11/04,0.1709
"Perdue Jr., David A.",TRGP,2019/03/18,2019/05/06,2021/05/03,-0.1102,2020/05/04,-0.7041,2019/11/04,0.0289
"Green, Mark",GEL,2020/06/10,2020/07/29,2022/07/27,,2021/07/28,0.4662,2021/01/27,-0.1476
"Perdue Jr., David A.",RF,2017/06/22,2017/08/10,2019/08/08,0.0163,2018/08/09,0.3391,2018/02/08,0.2795
"Loeffler, Kelly",AIZ,2020/03/18,2020/05/06,2022/05/04,,2021/05/05,0.5474,2020/11/04,0.2513
"Murray, Patty",PRU,2017/03/16,2017/05/04,2019/05/02,-0.0813,2018/05/03,-0.1035,2017/11/02,0.0152
"Wyden, Ronald L.",PSA,2020/08/05,2020/09/23,2022/09/21,,2021/09/22,0.4405,2021/03/24,0.1198
"Shalala, Donna",REXR,2019/04/30,2019/06/18,2021/06/15,0.4574,2020/06/16,0.0544,2019/12/17,0.1194
"Roe, David P.",MCD,2020/06/23,2020/08/11,2022/08/09,,2021/08/10,0.1377,2021/02/09,0.0395
"Perdue Jr., David A.",SUN,2018/01/31,2018/03/21,2020/03/18,-0.5343,2019/03/20,0.1548,2018/09/19,0.0542
"Collins, Susan M.",BWA,2014/07/23,2014/09/10,2016/09/07,-0.4162,2015/09/09,-0.278,2015/03/11,-0.0428
"Foxx, Virginia",MO,2020/12/29,2021/02/16,2023/02/14,,2022/02/15,0.1619,2021/08/17,0.1185
"Lowenthal, Alan S.",DEACU,2020/04/20,2020/06/08,2022/06/06,,2021/06/07,,2020/12/07,
"Courtney, Joe",ABT,2019/12/31,2020/02/18,2022/02/15,0.3995,2021/02/16,0.4362,2020/08/18,0.137
"Beyer, Donald S.",ACN,2020/02/14,2020/04/03,2022/04/01,,2021/04/02,0.829,2020/10/02,0.4536
"Green, Mark",SRLP,2020/08/14,2020/10/02,2022/09/30,,2021/10/01,0.2808,2021/04/02,0.505
"Capito, Shelley M.",EMR,2018/04/05,2018/05/24,2020/05/21,-0.2232,2019/05/23,-0.1346,2018/11/22,-0.0902
"Beyer, Donald S.",NEE,2020/11/17,2021/01/05,2023/01/03,,2022/01/04,0.2232,2021/07/06,-0.0002
"Coons, Christopher A.",AAPL,2018/10/24,2018/12/12,2020/12/09,1.8971,2019/12/11,0.5827,2019/06/12,0.142
"Wyden, Ronald L.",DIS,2020/08/04,2020/09/22,2022/09/20,,2021/09/21,0.3929,2021/03/23,0.5081
"Wyden, Ronald L.",AVGO,2020/06/23,2020/08/11,2022/08/09,,2021/08/10,0.4698,2021/02/09,0.4386
"Gianforte, Greg",DWAHY,2020/03/18,2020/05/06,2022/05/04,,2021/05/05,0.1812,2020/11/04,0.0922
"Rooney, Francis",REYN,2020/09/10,2020/10/29,2022/10/27,,2021/10/28,-0.0505,2021/04/29,0.0381
"Lee, Susie",NLOK,2020/04/08,2020/05/27,2022/05/25,,2021/05/26,0.4126,2020/11/25,-0.0678
"Whitehouse, Sheldon",WBA,2016/04/19,2016/06/07,2018/06/05,-0.2095,2017/06/06,0.0342,2016/12/06,0.0648
"Cisneros, Gilbert",HLIO,2020/06/30,2020/08/18,2022/08/16,,2021/08/17,0.9595,2021/02/16,0.4394
"Capito, Shelley M.",MDT,2018/04/05,2018/05/24,2020/05/21,0.0957,2019/05/23,0.0416,2018/11/22,0.0576
"Whitehouse, Sheldon",DEO,2016/11/28,2017/01/16,2019/01/14,0.316,2018/01/15,0.3462,2017/07/17,0.1381
"Perdue Jr., David A.",MRK,2017/09/26,2017/11/14,2019/11/12,0.532,2018/11/13,0.358,2018/05/15,0.0798
"Hoeven, John",PEP,2017/01/20,2017/03/10,2019/03/08,0.0527,2018/03/09,0.0238,2017/09/08,0.0551
"Mast, Brian",RXT,2020/08/18,2020/10/06,2022/10/04,,2021/10/05,-0.2456,2021/04/06,0.3383
"Hern, Kevin",NVS,2020/07/27,2020/09/14,2022/09/12,,2021/09/13,-0.0518,2021/03/15,-0.0609
"Wyden, Ronald L.",AAPL,2020/07/06,2020/08/24,2022/08/22,,2021/08/23,0.1794,2021/02/22,0.0102
"Gottheimer, Josh",HCA,2020/11/16,2021/01/04,2023/01/02,,2022/01/03,0.5734,2021/07/05,0.3187
"Perdue Jr., David A.",UHAL,2020/03/17,2020/05/05,2022/05/03,,2021/05/04,1.1199,2020/11/03,0.2686
"Hoeven, John",KSS,2017/02/15,2017/04/05,2019/04/03,0.8791,2018/04/04,0.6901,2017/10/04,0.1643
"Hoeven, John",NFLX,2019/09/24,2019/11/12,2021/11/09,1.2447,2020/11/10,0.6232,2020/05/12,0.4991
"Roberts, Pat",BABA,2020/01/14,2020/03/03,2022/03/01,-0.4751,2021/03/02,0.1495,2020/09/01,0.4188
"Beyer, Donald S.",AAPL,2020/11/04,2020/12/23,2022/12/21,,2021/12/22,0.3222,2021/06/23,0.0165
"Marchant, Kenny",FB,2020/11/19,2021/01/07,2023/01/05,,2022/01/06,0.234,2021/07/08,0.288
"Green, Mark",CEQP,2020/08/04,2020/09/22,2022/09/20,,2021/09/21,1.0504,2021/03/23,0.8545
"Perdue Jr., David A.",NFLX,2020/03/26,2020/05/14,2022/05/12,,2021/05/13,0.0997,2020/11/12,0.1036
"Foxx, Virginia",NFG,2020/09/01,2020/10/20,2022/10/18,,2021/10/19,0.3728,2021/04/20,0.2127
"Collins, Susan M.",VRX,2014/03/11,2014/04/29,2016/04/26,-0.7323,2015/04/28,0.5161,2014/10/28,-0.008
"Hern, Kevin",OKE,2020/08/14,2020/10/02,2022/09/30,,2021/10/01,1.2901,2021/04/02,0.9893
"Collins, Susan M.",AXP,2015/01/13,2015/03/03,2017/02/28,-0.0158,2016/03/01,-0.3093,2015/09/01,-0.0852
"Perdue Jr., David A.",WPX,2019/02/11,2019/04/01,2021/03/29,,2020/03/30,,2019/09/30,
"Green, Mark",ET,2020/11/09,2020/12/28,2022/12/26,,2021/12/27,0.3069,2021/06/28,0.6749
"Cisneros, Gilbert",TCOM,2020/01/29,2020/03/18,2022/03/16,0.0738,2021/03/17,1.0635,2020/09/16,0.3576
"Collins, Susan M.",TJX,2018/10/16,2018/12/04,2020/12/01,0.3421,2019/12/03,0.249,2019/06/04,0.0534
"Perdue Jr., David A.",KR,2019/08/02,2019/09/20,2021/09/17,0.59,2020/09/18,0.2751,2020/03/20,0.2649
"Gottheimer, Josh",HALO,2020/10/19,2020/12/07,2022/12/05,,2021/12/06,-0.2001,2021/06/07,-0.0238
"Murray, Patty",CVS,2017/03/16,2017/05/04,2019/05/02,-0.2968,2018/05/03,-0.2025,2017/11/02,-0.1343
"Curtis, John",CVX,2020/03/27,2020/05/15,2022/05/13,,2021/05/14,0.2031,2020/11/13,-0.0913
"Capito, Shelley M.",NEE,2016/04/19,2016/06/07,2018/06/05,0.3153,2017/06/06,0.1675,2016/12/06,-0.0552
"Beyer, Donald S.",TDDXX,2020/10/01,2020/11/19,2022/11/17,,2021/11/18,,2021/05/20,
"Perdue Jr., David A.",NKE,2016/01/20,2016/03/09,2018/03/07,0.0945,2017/03/08,-0.0367,2016/09/07,-0.0236
"Perdue Jr., David A.",SLB,2017/10/05,2017/11/23,2019/11/21,-0.413,2018/11/22,-0.2566,2018/05/24,0.157
"Roberts, Pat",NVDA,2017/12/07,2018/01/25,2020/01/23,0.0543,2019/01/24,-0.3458,2018/07/26,0.0656
"Capito, Shelley M.",JPM,2020/03/03,2020/04/21,2022/04/19,,2021/04/20,0.6716,2020/10/20,0.1234
"Foxx, Virginia",OLP,2020/04/09,2020/05/28,2022/05/26,,2021/05/27,0.5608,2020/11/26,0.0733
"Malinowski, Tom",ANIK,2019/08/01,2019/09/19,2021/09/16,-0.2642,2020/09/17,-0.3204,2020/03/19,-0.5531
"Perdue Jr., David A.",FDC,2017/10/16,2017/12/04,2019/12/02,,2018/12/03,,2018/06/04,
"Beyer, Donald S.",TDDXX,2020/08/27,2020/10/15,2022/10/13,,2021/10/14,,2021/04/15,
"Cisneros, Gilbert",EXAS,2020/03/16,2020/05/04,2022/05/02,,2021/05/03,0.7034,2020/11/02,0.6132
"Murray, Patty",LYB,2017/03/16,2017/05/04,2019/05/02,0.0634,2018/05/03,0.2771,2017/11/02,0.2749
"Murray, Patty",APA,2017/03/16,2017/05/04,2019/05/02,-0.3564,2018/05/03,-0.1627,2017/11/02,-0.1074
"Wyden, Ronald L.",F,2020/07/13,2020/08/31,2022/08/29,,2021/08/30,0.9242,2021/03/01,0.7391
"Loeffler, Kelly",BKNG,2020/03/06,2020/04/24,2022/04/22,,2021/04/23,0.7524,2020/10/23,0.3324
"Phillips, Dean",AAPL,2020/04/02,2020/05/21,2022/05/19,,2021/05/20,0.5882,2020/11/19,0.4817
"Perdue Jr., David A.",FEYE,2016/07/21,2016/09/08,2018/09/06,-0.0094,2017/09/07,0.0215,2017/03/09,-0.3171
"Lee, Susie",FMC,2020/04/27,2020/06/15,2022/06/13,,2021/06/14,0.2311,2020/12/14,0.2088
"Murray, Patty",EXC,2017/03/16,2017/05/04,2019/05/02,0.4657,2018/05/03,0.1912,2017/11/02,0.1772
"Collins, Susan M.",SCHW,2014/04/21,2014/06/09,2016/06/06,0.1271,2015/06/08,0.2674,2014/12/08,0.1453
"Lee, Susie",KR,2020/04/06,2020/05/25,2022/05/23,,2021/05/24,0.1562,2020/11/23,0.0289
"Gianforte, Greg",SONVY,2020/01/13,2020/03/02,2022/02/28,0.6218,2021/03/01,0.0845,2020/08/31,-0.0147
"Frankel, Lois",NXPI,2020/01/29,2020/03/18,2022/03/16,1.7117,2021/03/17,2.0223,2020/09/16,0.9208
"Lowenthal, Alan S.",BABA,2020/11/30,2021/01/18,2023/01/16,,2022/01/17,-0.486,2021/07/19,-0.1751
"Marchant, Kenny",AZO,2020/11/19,2021/01/07,2023/01/05,,2022/01/06,0.668,2021/07/08,0.2445
"Beyer, Donald S.",TDDXX,2020/05/04,2020/06/22,2022/06/20,,2021/06/21,,2020/12/21,
"Moran, Jerry",OXY,2019/09/25,2019/11/13,2021/11/10,-0.145,2020/11/11,-0.6798,2020/05/13,-0.634
"Perdue Jr., David A.",URBN,2019/12/30,2020/02/17,2022/02/14,-0.0041,2021/02/15,0.1223,2020/08/17,-0.2811
"Cisneros, Gilbert",PHR,2020/02/10,2020/03/30,2022/03/28,,2021/03/29,1.7059,2020/09/28,0.5223
"Wittman, Robert J.",ABBV,2020/02/27,2020/04/16,2022/04/14,,2021/04/15,0.286,2020/10/15,0.0327
"Perdue Jr., David A.",PFE,2020/02/26,2020/04/15,2022/04/13,,2021/04/14,0.0911,2020/10/14,0.0288
"Cisneros, Gilbert",PWR,2020/04/29,2020/06/17,2022/06/15,,2021/06/16,1.3275,2020/12/16,0.7395
"Capito, Shelley M.",CL,2018/04/05,2018/05/24,2020/05/21,0.1219,2019/05/23,0.1388,2018/11/22,-0.0136
"Beyer, Donald S.",TGT,2020/11/17,2021/01/05,2023/01/03,,2022/01/04,0.3036,2021/07/06,0.368
"Shalala, Donna",BXS,2019/02/20,2019/04/10,2021/04/07,,2020/04/08,,2019/10/09,
"Whitehouse, Sheldon",WM,2016/09/28,2016/11/16,2018/11/14,0.3218,2017/11/15,0.1657,2017/05/17,0.0303
"Roberts, Pat",BABA,2015/03/04,2015/04/22,2017/04/19,0.3554,2016/04/20,-0.0221,2015/10/21,-0.1441
"Lee, Susie",RXT,2020/08/27,2020/10/15,2022/10/13,,2021/10/14,-0.1548,2021/04/15,0.4279
"Capito, Shelley M.",RHHBY,2017/09/05,2017/10/24,2019/10/22,0.2338,2018/10/23,0.0377,2018/04/24,-0.0523
"Conaway, K. M.",CIBR,2020/09/21,2020/11/09,2022/11/07,,2021/11/08,0.5227,2021/05/10,0.1773
