transaction_date	house	senate	input
2017/11/01		4	4
2016/02/22		4	4
2019/09/27		2	2
2014/08/11		1	1
2021/03/30	13		13
2020/05/29	8		8
2015/01/07		1	1
2021/12/17	10		10
2019/09/16		4	4
2012/12/17		1	1
2019/03/21	2	1	3
2017/09/06		3	3
2018/08/28		14	14
2015/05/12		5	5
2017/04/20		4	4
2021/07/19	26	3	29
2015/06/24		4	4
2020/10/08	11	1	12
2020/09/02	30	4	34
2016/07/29		4	4
2014/02/04		3	3
2017/10/18		7	7
2015/09/23		1	1
2015/09/24		5	5
2013/07/03		1	1
2021/12/25	1		1
2019/04/04		1	1
2021/09/30	45	16	61
2018/12/13		8	8
2021/08/26	1		1
2016/07/25		10	10
2021/08/16	18	1	19
2016/08/01		5	5
2015/03/13		9	9
2018/01/17		10	10
2021/04/26	9	2	11
2015/08/13		6	6
2020/08/11	25	3	28
2020/07/16	11		11
2021/05/22	1		1
2019/10/11		14	14
2016/04/17		1	1
2013/03/26		1	1
2013/08/07		1	1
2019/01/23	13	3	16
2018/07/10		3	3
2020/08/28	32	1	33
2017/08/01		4	4
2016/03/28		1	1
2014/03/12		1	1
2014/07/02		1	1
2021/09/29	4	9	13
2021/12/30	11		11
2018/11/27		9	9
2021/09/17	25	1	26
2020/06/29	38	1	39
2021/11/04	12	1	13
2017/08/14		3	3
2021/04/15	12	1	13
2016/05/18		8	8
2013/10/09		1	1
2016/10/25		2	2
2014/08/07		3	3
2016/09/23		3	3
2020/10/09	54	1	55
2020/07/02	44	9	53
2020/02/21	32	10	42
2020/03/18	292	14	306
2014/01/21		3	3
2021/03/06	1		1
2015/09/01		2	2
2020/05/19	48		48
2012/11/05		2	2
2014/06/18		6	6
2013/08/23		1	1
2019/06/05		2	2
2013/09/25		1	1
2015/12/04		4	4
2017/07/13		2	2
2014/05/22		2	2
2015/03/09		3	3
2018/01/31		9	9
2021/02/08	42	1	43
2015/10/21		3	3
2019/06/11		2	2
2017/11/29		4	4
2017/08/23		4	4
2016/11/23		16	16
2015/05/05		3	3
2018/03/07		2	2
2018/09/14		4	4
2019/01/28	1	1	2
2014/02/21		4	4
2015/10/20		1	1
2018/08/02		2	2
2018/10/12		6	6
2012/11/14		1	1
2013/08/14		1	1
2019/10/25		1	1
2019/02/21	2	1	3
2019/12/31	45	10	55
2016/09/22		8	8
2015/04/14		9	9
2019/10/14	2		2
2021/02/07	1		1
2017/07/11		1	1
2019/06/21	2	8	10
2020/03/04	19	15	34
2015/10/05		3	3
2019/05/29		3	3
2018/05/23		6	6
2016/03/14		1	1
2013/11/01		2	2
2021/10/07	8		8
2018/04/05		39	39
2013/03/18		1	1
2018/07/05		8	8
2021/02/06	1		1
2018/10/26		6	6
2021/07/31	2		2
2021/08/17	8	2	10
2014/03/26		1	1
2020/12/08	18	1	19
2017/10/20		6	6
2019/09/13		1	1
2015/11/19		2	2
2020/01/09	45		45
2020/12/01	21		21
2017/08/17		2	2
2021/08/28	1		1
2014/02/11		2	2
2014/05/06		2	2
2015/01/23		4	4
2020/01/15	25		25
2019/05/10	3	1	4
2018/12/27	1	19	20
2018/08/10		3	3
2019/12/13	2	4	6
2017/09/28		7	7
2021/02/16	194	8	202
2016/03/18		1	1
2016/12/19		2	2
2012/09/20		1	1
2014/03/20		2	2
2015/02/13		100	100
2017/06/26		5	5
2020/03/31	34	6	40
2019/03/18	8	2	10
2019/03/22	3	14	17
2020/01/14	27	11	38
2018/05/17		6	6
2019/06/25		6	6
2020/11/09	39	3	42
2021/03/31	41	2	43
2016/08/22		6	6
2015/12/30		1	1
2021/04/16	20	4	24
2020/04/17	43	11	54
2015/02/05		9	9
2016/04/18		1	1
2015/01/29		4	4
2016/10/07		1	1
2014/10/31		1	1
2018/03/09		24	24
2013/12/06		1	1
2014/06/01		1	1
2021/03/09	19	3	22
2015/11/30		3	3
2019/01/09	21	4	25
2013/01/30		3	3
2017/04/21		4	4
2019/03/08	1	3	4
2019/12/30	33	1	34
2021/12/22	18	2	20
2014/10/23		1	1
2015/12/03		2	2
2014/01/08		2	2
2012/10/09		2	2
2013/10/23		1	1
2018/09/26		1	1
2020/05/05	10	4	14
2021/03/10	39		39
2016/05/17		3	3
2021/09/10	14	2	16
2018/03/27		3	3
2012/12/04		1	1
2017/05/18		5	5
2020/08/19	3	13	16
2016/10/17		2	2
2015/06/17		1	1
2015/07/02		1	1
2014/07/15		2	2
2019/12/26	4		4
2018/04/12		3	3
2019/11/26		3	3
2015/12/31		3	3
2015/07/27		4	4
2018/11/14		4	4
2017/02/27		3	3
2021/04/19	17	5	22
2014/02/05		1	1
2017/12/29		5	5
2020/11/19	84		84
2015/10/09		3	3
2016/05/02		3	3
2021/09/15	22		22
2021/02/26	31	3	34
2020/01/13	76	9	85
2013/07/08		1	1
2017/02/22		5	5
2017/11/20		1	1
2021/03/15	51		51
2021/08/13	16	1	17
2015/09/29		7	7
2014/04/09		2	2
2020/03/12	30	2	32
2014/02/26		3	3
2014/03/10		1	1
2021/07/06	12	1	13
2021/03/26	23	4	27
2021/06/24	20	3	23
2020/04/06	36	23	59
2013/10/08		1	1
2021/11/12	8	1	9
2014/12/03		3	3
2016/02/11		11	11
2016/08/16		4	4
2020/09/28	9	1	10
2013/05/02		2	2
2013/11/05		1	1
2016/06/27		7	7
2021/02/03	10	2	12
2017/03/01		1	1
2017/02/15		3	3
2017/08/09		10	10
2019/06/20	1	1	2
2021/04/30	39		39
2017/01/03		1	1
2016/04/28		3	3
2020/02/06	10	4	14
2017/04/11		3	3
2019/10/16	2	8	10
2015/02/10		3	3
2021/10/19	12	1	13
2018/02/21		2	2
2021/04/02	1		1
2021/10/21	8	6	14
2021/11/05	5	2	7
2021/07/01	30	2	32
2013/12/11		1	1
2016/02/25		6	6
2015/10/23		11	11
2021/04/08	6	1	7
2020/01/21	23	3	26
2019/10/17	1	2	3
2013/10/01		1	1
2015/04/24		5	5
2017/02/03		4	4
2017/03/17		1	1
2015/11/16		1	1
2016/10/06		3	3
2015/03/10		6	6
2012/08/15		1	1
2013/09/10		1	1
2017/07/20		5	5
2021/06/07	5	2	7
2014/12/31		2	2
2014/06/02		1	1
2016/07/11		2	2
2019/07/08	2	2	4
2014/07/31		2	2
2016/09/15		2	2
2018/07/25		7	7
2019/01/16	2	5	7
2015/03/20		4	4
2020/11/04	33	3	36
2019/04/05	5	4	9
2021/10/13	13		13
2014/03/06		3	3
2015/04/02		10	10
2018/03/28		3	3
2018/11/07		6	6
2017/03/28		1	1
2019/01/25	2	13	15
2015/12/16		6	6
2013/10/04		1	1
2018/01/03		4	4
2016/04/27		2	2
2020/02/12	6	2	8
2013/07/18		1	1
2018/10/24		10	10
2016/04/04		1	1
2017/03/21		6	6
2021/05/27	22		22
2018/05/01		19	19
2020/05/04	18	1	19
2016/04/07		2	2
2017/08/04		21	21
2017/12/18		4	4
2013/11/18		2	2
2020/03/19	30	8	38
2016/10/24		2	2
2020/02/04	11	1	12
2021/09/24	22		22
2018/03/29		3	3
2020/12/23	26		26
2018/04/18		1	1
2019/03/01		3	3
2019/02/08	1	4	5
2015/12/15		20	20
2018/03/06		1	1
2017/06/16		5	5
2019/04/16	24	6	30
2021/01/31	2		2
2015/05/28		2	2
2014/09/25		1	1
2016/06/30		3	3
2014/08/01		1	1
2020/02/28	58	13	71
2013/07/31		1	1
2019/04/17		6	6
2013/06/26		1	1
2019/12/12	18	1	19
2019/07/16		3	3
2015/01/14		9	9
2017/11/14		1	1
2014/01/17		5	5
2015/05/14		6	6
2018/09/05		2	2
2015/01/16		5	5
2020/10/20	5		5
2021/05/12	29		29
2018/01/16		14	14
2015/07/07		4	4
2017/06/01		2	2
2016/06/13		4	4
2021/07/27	27	1	28
2015/08/28		10	10
2019/11/07		6	6
2020/06/02	18	12	30
2020/02/02	1		1
2017/09/01		7	7
2013/03/07		4	4
2012/09/11		2	2
2021/01/05	29	2	31
2014/07/24		1	1
2017/11/15		3	3
2017/12/12		3	3
2018/01/24		8	8
2013/10/16		2	2
2017/11/06		5	5
2013/06/03		1	1
2018/04/03		6	6
2015/06/12		4	4
2019/04/20	1		1
2020/05/13	43	4	47
2019/04/08	3	8	11
2018/06/28		6	6
2013/01/14		1	1
2020/12/29	10		10
2016/07/06		5	5
2021/07/09	14	2	16
2017/06/12		7	7
2017/07/19		1	1
2019/02/06	18	2	20
2018/06/19		3	3
2015/05/18		3	3
2019/05/01		4	4
2019/09/12		1	1
2018/03/13		1	1
2014/04/21		1	1
2019/05/23	3	8	11
2014/06/19		31	31
2017/07/18		4	4
2019/05/31	4	3	7
2019/09/20	1		1
2020/06/30	11	3	14
2014/04/03		11	11
2017/08/11		5	5
2015/08/24		13	13
2015/09/10		3	3
2015/07/22		4	4
2016/11/08		5	5
2014/09/17		1	1
2017/01/27		3	3
2020/03/28	1		1
2016/05/10		1	1
2015/03/31		1	1
2013/02/06		2	2
2012/12/05		1	1
2013/05/07		2	2
2020/02/11	14	5	19
2016/07/19		1	1
2021/04/12	14	1	15
2019/08/19		2	2
2018/09/08	1		1
2019/06/07		1	1
2017/05/03		2	2
2020/07/06	9	7	16
2021/01/29	10	1	11
2021/11/02	16	5	21
2013/02/01		1	1
2014/05/29		5	5
2020/01/02	23	4	27
2021/11/26	35		35
2014/05/30		3	3
2018/06/05		2	2
2019/02/13		6	6
2017/05/25		1	1
2013/08/01		1	1
2018/08/14		4	4
2015/08/27		9	9
2015/07/15		6	6
2012/10/19		1	1
2017/02/28		5	5
2013/08/28		1	1
2018/02/12		5	5
2016/02/08		3	3
2016/01/05		13	13
2018/04/27		1	1
2021/11/18	23		23
2016/11/07		7	7
2015/11/04		6	6
2021/07/29	4	2	6
2016/04/19		23	23
2016/02/26		3	3
2018/11/24		1	1
2013/04/23		1	1
2018/10/30		9	9
2018/04/17		1	1
2020/08/31	14		14
2017/11/27		10	10
2021/12/21	16	37	53
2013/12/16		1	1
2019/06/18		2	2
2021/09/01	24		24
2017/12/05		7	7
2014/08/05		1	1
2018/12/26		1	1
2014/07/25		5	5
2017/08/28		2	2
2016/03/10		1	1
2015/09/30		4	4
2015/01/21		2	2
2019/06/19	8	1	9
2020/07/21	13		13
2021/01/27	16	15	31
2019/12/23	33	5	38
2012/12/14		1	1
2014/11/13		7	7
2018/07/12		4	4
2018/03/21		1	1
2021/12/15	15	8	23
2018/02/16		2	2
2016/03/08		1	1
2018/01/04		17	17
2012/08/27		1	1
2016/01/14		6	6
2016/04/15		1	1
2020/09/29	11		11
2018/05/11		4	4
2017/10/11		2	2
2021/11/10	9	1	10
2014/08/14		1	1
2018/07/31		1	1
2015/11/23		3	3
2021/10/06	15		15
2017/02/10		9	9
2020/08/07	71	2	73
2013/05/08		3	3
2021/10/26	8	4	12
2017/01/11		10	10
2021/07/20	6	3	9
2014/03/28		19	19
2021/04/01	17	5	22
2016/07/21		8	8
2016/01/07		6	6
2016/12/28		2	2
2021/09/22	8	2	10
2021/03/05	42	1	43
2014/06/05		4	4
2012/12/20		1	1
2017/03/29		6	6
2020/11/11	23	1	24
2017/08/25		1	1
2016/07/26		4	4
2019/11/20	3	4	7
2016/02/03		7	7
2014/09/03		3	3
2017/08/15		2	2
2016/01/29		8	8
2018/08/21		1	1
2016/04/21		4	4
2014/09/09		3	3
2020/05/15	20		20
2021/02/01	33		33
2018/05/04		5	5
2017/01/09		2	2
2020/04/03	49	7	56
2014/12/10		2	2
2020/12/03	13	1	14
2020/03/09	24	25	49
2016/02/01		9	9
2014/02/13		1	1
2016/08/19		2	2
2016/02/23		3	3
2014/02/01		2	2
2016/12/14		11	11
2018/03/19		4	4
2014/12/26		2	2
2018/08/09		2	2
2013/03/29		1	1
2019/12/11	6	5	11
2013/12/18		1	1
2015/06/22		1	1
2017/04/12		2	2
2018/02/28		4	4
2018/10/31		9	9
2017/11/16		3	3
2017/08/21		2	2
2015/10/01		2	2
2012/09/26		1	1
2016/03/22		6	6
2017/01/04		4	4
2015/10/07		3	3
2018/08/13		5	5
2017/01/13		1	1
2020/12/16	28	2	30
2014/06/27		1	1
2021/07/13	11		11
2021/07/23	12	1	13
2021/09/13	15	4	19
2015/10/26		4	4
2016/02/02		4	4
2021/02/05	81	2	83
2015/09/16		8	8
2016/02/17		7	7
2020/12/14	4	1	5
2017/02/08		6	6
2014/06/13		2	2
2016/09/09		1	1
2016/09/30		2	2
2019/04/29	2	5	7
2018/06/14		3	3
2016/04/01		1	1
2021/10/12	7	1	8
2015/11/03		4	4
2020/06/26	20	6	26
2015/05/29		2	2
2014/01/03		8	8
2021/07/30	14	2	16
2015/09/02		3	3
2017/12/28		1	1
2015/07/17		4	4
2020/10/27	3	1	4
2018/08/20		7	7
2015/03/06		4	4
2015/12/10		1	1
2021/12/06	11	1	12
2017/10/02		6	6
2021/08/06	14		14
2021/08/20	19	1	20
2015/04/13		1	1
2017/12/15		1	1
2020/03/02	43	13	56
2015/12/09		5	5
2012/08/16		1	1
2020/11/16	42	7	49
2012/11/01		2	2
2021/12/08	2		2
2015/07/08		2	2
2020/09/01	30	2	32
2016/01/13		5	5
2018/02/23		3	3
2017/12/04		8	8
2016/03/11		2	2
2021/06/17	18		18
2021/03/23	15		15
2016/01/08		5	5
2013/02/15		1	1
2021/05/03	30		30
2021/01/20	33	3	36
2020/11/17	51	2	53
2016/08/30		1	1
2014/09/11		1	1
2019/07/12	1	1	2
2019/09/18		6	6
2016/12/22		5	5
2015/04/07		7	7
2021/08/05	12	1	13
2013/03/06		1	1
2021/06/04	29		29
2016/01/11		4	4
2020/04/02	129	60	189
2021/07/12	3		3
2015/05/21		4	4
2018/09/04		1	1
2013/04/29		2	2
2017/12/01		1	1
2014/03/04		2	2
2021/08/12	6	4	10
2019/01/08		3	3
2017/10/25		8	8
2016/06/09		2	2
2019/12/04	4	2	6
2014/05/14		1	1
2019/07/02	1	1	2
2019/10/31	3	3	6
2014/08/19		2	2
2019/03/04	5	1	6
2013/04/17		1	1
2015/01/12		1	1
2017/12/21		4	4
2014/09/16		3	3
2017/09/08		46	46
2018/08/06		3	3
2018/12/06		37	37
2015/04/16		1	1
2021/08/31	6		6
2017/08/30		3	3
2021/05/25	8	4	12
2021/08/09	40		40
2020/09/10	14		14
2021/11/30	6	2	8
2021/10/23	1		1
2019/04/30	16	9	25
2013/05/14		2	2
2018/11/19		9	9
2017/08/07		8	8
2014/06/12		4	4
2018/11/26		8	8
2020/02/13	31	6	37
2013/02/12		2	2
2016/01/04		1	1
2020/08/20	14	3	17
2014/10/02		7	7
2014/01/28		1	1
2016/09/08		3	3
2013/09/26		1	1
2017/03/23		7	7
2019/05/09	1		1
2019/04/18	1	13	14
2016/08/12		5	5
2021/01/07	6		6
2013/07/12		1	1
2021/08/11	17	2	19
2015/11/25		12	12
2015/10/19		8	8
2018/07/26		4	4
2014/03/17		1	1
2015/12/01		6	6
2017/05/19		1	1
2013/09/13		1	1
2018/06/22		8	8
2014/06/20		1	1
2021/05/19	12	1	13
2016/01/19		5	5
2018/01/30		5	5
2021/10/01	19	1	20
2016/11/09		1	1
2016/10/11		3	3
2015/05/20		2	2
2013/05/09		1	1
2015/02/19		2	2
2017/08/08		6	6
2015/07/29		3	3
2014/04/10		7	7
2014/08/26		6	6
2019/01/10	3	3	6
2021/08/10	12	2	14
2017/03/14		4	4
2013/01/24		1	1
2020/05/14	9		9
2019/04/24		2	2
2020/02/20	129	9	138
2017/09/15		4	4
2015/02/03		2	2
2020/04/08	18	4	22
2015/08/10		6	6
2014/08/21		4	4
2015/09/14		1	1
2016/07/18		2	2
2019/08/01	2	7	9
2016/03/09		3	3
2012/09/13		2	2
2018/05/16		3	3
2018/09/27		4	4
2016/09/12		7	7
2014/10/29		2	2
2018/07/11		3	3
2019/10/29	4	2	6
2021/03/17	66		66
2021/10/14	10	1	11
2017/06/28		4	4
2021/01/16		1	1
2017/11/21		1	1
2020/10/23	14		14
2021/04/20	11	3	14
2019/09/26		1	1
2014/01/10		1	1
2021/02/02	36	1	37
2020/04/09	42	2	44
2021/03/24	30	3	33
2014/02/25		3	3
2021/11/23	9		9
2014/06/06		7	7
2018/11/01		6	6
2016/10/28		1	1
2018/11/28		10	10
2020/05/26	30	2	32
2015/12/22		20	20
2018/01/18		2	2
2018/11/06		2	2
2020/10/21	9		9
2021/10/27	7	1	8
2019/02/05	25	5	30
2014/03/11		2	2
2016/08/29		1	1
2021/09/09	9		9
2015/10/28		5	5
2017/01/19		4	4
2017/10/13		3	3
2015/04/27		1	1
2020/10/01	19		19
2014/07/29		5	5
2020/04/18	10		10
2019/08/13		3	3
2017/07/24		2	2
2017/10/03		3	3
2021/11/08	28	6	34
2016/03/21		1	1
2014/11/06		4	4
2015/05/07		7	7
2020/01/31	12	3	15
2018/04/04		2	2
2019/09/25		42	42
2016/01/06		7	7
2016/06/24		13	13
2018/03/20		2	2
2020/12/30	13	9	22
2014/07/22		1	1
2016/07/14		9	9
2021/04/14	26	2	28
2014/05/16		2	2
2019/04/01	1	1	2
2015/08/07		7	7
2020/02/24	55	15	70
2021/03/19	17		17
2019/12/03	17	2	19
2021/01/06	16	5	21
2020/07/07	18	18	36
2019/08/06		2	2
2017/10/12		3	3
2020/03/11	27	7	34
2019/08/30	1	1	2
2020/07/15	13	7	20
2021/08/27	10	2	12
2015/06/11		2	2
2018/08/03		7	7
2016/10/12		4	4
2013/07/15		1	1
2021/05/13	12		12
2018/02/05		29	29
2014/07/30		4	4
2021/07/02	15		15
2015/09/21		6	6
2018/02/02		2	2
2021/04/23	19		19
2014/03/31		4	4
2020/04/01	21	3	24
2019/12/06	32	8	40
2018/07/02		2	2
2019/10/10		1	1
2018/02/06		10	10
2015/08/25		10	10
2019/07/17		8	8
2018/12/14		4	4
2019/12/17	4	8	12
2019/01/11	2	2	4
2016/07/22		2	2
2018/06/07		3	3
2018/01/09		1	1
2015/12/11		3	3
2019/06/13		1	1
2016/09/01		2	2
2020/04/13	22	7	29
2017/05/24		18	18
2019/02/12		2	2
2014/04/17		5	5
2018/02/27		6	6
2016/02/19		7	7
2015/08/21		5	5
2015/08/04		11	11
2021/08/02	20	2	22
2018/07/19		3	3
2021/03/16	37	5	42
2013/04/18		1	1
2018/09/06		2	2
2021/10/20	15		15
2018/10/01		1	1
2015/03/19		3	3
2018/08/15		4	4
2020/01/27	31	9	40
2020/06/05	37	9	46
2016/10/26		14	14
2013/04/10		4	4
2018/04/20		5	5
2019/01/22		1	1
2017/06/15		107	107
2013/11/22		2	2
2020/04/29	77	4	81
2017/01/25		7	7
2018/02/22		6	6
2015/01/30		8	8
2018/10/04		1	1
2018/11/09		9	9
2018/06/06		11	11
2018/08/29		1	1
2018/03/05		4	4
2016/01/22		4	4
2018/05/15		2	2
2019/11/14	2	4	6
2018/01/12		33	33
2017/06/21		2	2
2015/08/17		3	3
2021/10/28	28	1	29
2021/12/20	15		15
2015/04/23		6	6
2017/12/11		1	1
2017/08/29		2	2
2020/04/14	16	148	164
2019/03/20	5	4	9
2019/10/03	1	2	3
2015/06/09		5	5
2017/07/28		11	11
2020/06/08	9		9
2013/10/17		2	2
2020/01/03	18	1	19
2021/05/06	12	6	18
2016/08/10		1	1
2016/03/31		34	34
2017/09/07		9	9
2014/09/12		2	2
2017/09/14		3	3
2020/12/26	1		1
2021/01/08	24	3	27
2019/11/22	7	4	11
