ticker,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CLDT,0,0,0,0,0,0,0,0,0,1
CLF,0,0,0,0,0,0,0,0,1,24
CLGX,0,0,0,0,0,0,0,0,0,1
CLNC,0,0,0,0,0,0,0,1,0,0
CLNE,0,0,0,0,0,0,0,0,1,8
CLNY,0,0,1,0,0,0,0,0,0,0
CLR,0,0,0,4,3,0,2,1,0,0
CLX,0,0,3,2,1,0,3,2,8,6
CMA,0,0,0,0,0,2,0,0,4,0
CMCAS,0,0,0,0,0,0,0,0,0,1
CMCSA,0,0,1,0,2,2,4,9,33,11
CMCSK,0,0,0,2,0,0,0,0,0,0
CMD,0,0,0,0,0,0,0,2,3,0
CME,0,0,1,0,0,1,1,1,15,6
CMG,0,0,0,0,0,0,0,1,3,3
CMI,0,0,1,0,2,0,0,0,0,0
CMLFU,0,0,0,0,0,0,0,0,2,3
CMLTU,0,0,0,0,0,0,0,0,0,1
CMN,0,0,0,1,0,0,0,0,0,0
CMO,0,0,1,0,0,0,0,0,1,0
CMP,0,0,0,0,0,0,0,2,2,2
CMPGY,0,0,0,0,0,1,0,0,0,0
CMPR,0,0,0,0,0,0,0,2,0,0
CMRE,0,0,3,1,0,0,0,0,0,0
CMS,0,0,0,0,0,0,0,0,3,2
CMWAY,0,0,0,0,0,0,0,0,2,0
CNA,0,0,0,0,0,0,0,0,0,3
CNC,0,0,0,0,0,0,0,0,6,4
CNF,0,0,0,0,0,0,0,0,0,2
CNI,0,0,0,0,0,0,0,2,3,1
CNK,0,0,0,0,0,0,0,0,2,0
CNP,0,0,0,0,0,0,0,0,4,0
CNR,0,0,0,0,0,0,0,0,0,1
CNS,0,0,0,0,0,0,0,1,1,0
CNSL,0,0,1,0,0,0,0,0,0,0
CO,0,0,0,0,0,0,0,0,0,1
CODYY,0,0,0,0,0,0,0,0,1,0
COF,0,0,1,1,0,5,1,1,4,3
COF-PP,0,0,1,0,0,0,0,0,0,0
COH,0,0,0,1,0,0,0,0,0,0
COHR,0,0,0,0,0,2,1,0,0,1
COIN,0,0,0,0,0,0,0,0,0,20
COLD,0,0,0,0,0,0,0,1,4,6
COMM,0,0,0,0,0,0,0,0,2,3
CONE,0,0,0,0,0,0,0,0,4,1
COO,0,0,0,0,0,0,0,0,1,0
COP,0,0,3,0,3,5,1,5,9,2
COR,0,0,0,0,0,0,0,1,0,1
COST,0,0,1,2,4,3,7,6,39,16
COTY,0,0,0,0,0,0,0,1,1,0
COUP,0,0,0,0,0,0,0,1,4,0
COVTY,0,0,0,0,0,0,0,0,1,0
CP,0,0,1,0,2,0,0,0,0,0
CPGX,0,0,0,0,1,0,0,0,0,0
CPRI,0,0,0,0,0,0,0,0,1,0
CPSI,0,0,1,0,0,0,0,0,0,0
CR,0,0,1,0,0,0,0,0,6,1
CRARY,0,0,0,0,0,0,0,0,1,0
CREE,0,0,0,0,0,0,0,1,0,3
CRL,0,0,0,0,0,0,0,1,0,1
CRM,0,0,5,0,0,1,2,0,21,13
CRMT,0,0,0,0,0,0,9,0,0,0
CRNC,0,0,0,0,0,0,0,0,4,0
CRON,0,0,0,0,0,0,0,0,1,1
CRRFY,0,0,0,0,0,0,0,0,1,0
CRSP,0,0,0,0,0,1,1,0,1,3
CRUS,0,0,0,0,0,0,0,2,0,0
CRWD,0,0,0,0,0,0,0,0,7,15
CRY,0,0,0,0,0,0,0,0,8,0
CRZBY,0,0,0,0,0,0,0,0,2,0
CRZO,0,0,0,1,0,0,0,0,0,0
CS,0,0,0,0,0,0,0,0,1,1
CSCCX,0,0,0,0,0,0,0,0,0,1
CSCO,0,0,1,0,3,8,8,8,26,13
CSGP,0,0,0,0,0,0,0,0,11,2
CSIQ,0,0,0,0,0,0,0,0,1,0
CSL,0,0,0,0,0,0,0,0,3,3
CSLT,0,0,0,0,0,0,0,4,3,0
CSPCY,0,0,0,0,0,0,0,0,0,4
CSQ,0,0,0,0,0,0,0,0,1,0
CSTL,0,0,0,0,0,0,0,0,2,0
CSX,0,0,0,1,2,1,0,1,2,4
CTAA,0,0,0,0,0,0,0,0,0,2
