official,ticker,tdate_purch_og,tdate_purch_edited,0. one_week,profit one_week,1. two_weeks,profit two_weeks,2. four_weeks,profit four_weeks,3. eight_weeks,profit eight_weeks,4. sixteen_weeks,profit sixteen_weeks,5. thirty_two_weeks,profit thirty_two_weeks,6. year,profit year
"Wyden, Ronald L.",W,2020/08/24,2020/08/24,2020/08/31,-0.1157,2020/09/07,-0.243,2020/09/21,-0.1375,2020/10/19,-0.1045,2020/12/14,-0.2548,2021/04/05,-0.0292,2021/08/23,-0.1422
"Hoeven, John",EL,2014/08/25,2014/08/25,2014/09/01,-0.005,2014/09/08,-0.0155,2014/09/22,-0.02,2014/10/20,-0.058,2014/12/15,-0.054,2015/04/06,0.0934,2015/08/24,-0.0142
"Lee, Susie",RLGY,2020/12/11,2020/12/11,2020/12/18,0.1506,2020/12/25,0.0511,2021/01/08,0.2006,2021/02/05,0.2434,2021/04/02,0.1792,2021/07/23,0.3388,2021/12/10,0.2137
"Capito, Shelley M.",BDX,2018/04/05,2018/04/05,2018/04/12,0.0195,2018/04/19,0.0713,2018/05/03,0.0321,2018/05/31,0.0165,2018/07/26,0.1439,2018/11/15,0.0774,2019/04/04,0.1405
"Cisneros, Gilbert",IP,2020/03/18,2020/03/18,2020/03/25,-0.0975,2020/04/01,-0.0465,2020/04/15,0.0098,2020/05/13,-0.0153,2020/07/08,0.0894,2020/10/28,0.3679,2021/03/17,0.6932
"Cisneros, Gilbert",KMX,2020/01/29,2020/01/29,2020/02/05,-0.013,2020/02/12,-0.0024,2020/02/26,-0.0604,2020/03/25,-0.3819,2020/05/20,-0.2002,2020/09/09,0.0585,2021/01/27,0.244
"Hoeven, John",IVZ,2019/03/22,2019/03/22,2019/03/29,0.0078,2019/04/05,0.0542,2019/04/19,0.1128,2019/05/17,0.068,2019/07/12,0.0425,2019/11/01,-0.1131,2020/03/20,-0.5204
"Cisneros, Gilbert",SEE,2020/01/29,2020/01/29,2020/02/05,0.007,2020/02/12,-0.0191,2020/02/26,-0.098,2020/03/25,-0.3706,2020/05/20,-0.1779,2020/09/09,0.0545,2021/01/27,0.1628
"Yarmuth, John A.",ACB,2020/11/05,2020/11/05,2020/11/12,0.3394,2020/11/19,0.2659,2020/12/03,0.9683,2020/12/31,0.5275,2021/02/25,1.0111,2021/06/17,0.6511,2021/11/04,0.2408
"Shalala, Donna",PNW,2019/04/03,2019/04/03,2019/04/10,0.0058,2019/04/17,0.002,2019/05/01,0.0081,2019/05/29,0.0084,2019/07/24,-0.0193,2019/11/13,-0.0854,2020/04/01,-0.2384
"Inhofe, James M.",AAPL,2015/08/24,2015/08/24,2015/08/31,0.1281,2015/09/07,0.11,2015/09/21,0.1406,2015/10/19,0.105,2015/12/14,0.108,2016/04/04,0.108,2016/08/22,0.0803
"Green, Mark",NGL,2020/06/11,2020/06/11,2020/06/18,-0.0308,2020/06/25,-0.2397,2020/07/09,-0.363,2020/08/06,-0.1943,2020/10/01,-0.3134,2021/01/21,-0.4212,2021/06/10,-0.607
"Gianforte, Greg",RIO,2020/04/15,2020/04/15,2020/04/22,0.001,2020/04/29,0.0561,2020/05/13,-0.0119,2020/06/10,0.2673,2020/08/05,0.4008,2020/11/25,0.4334,2021/04/14,0.7597
"Castor, Kathy",LUV,2020/05/19,2020/05/19,2020/05/26,0.1542,2020/06/02,0.2411,2020/06/16,0.3293,2020/07/14,0.1676,2020/09/08,0.4338,2020/12/29,0.6626,2021/05/18,1.2501
"Phillips, Dean",SRE,2020/04/02,2020/04/02,2020/04/09,0.2222,2020/04/16,0.1455,2020/04/30,0.2064,2020/05/28,0.2138,2020/07/23,0.2265,2020/11/12,0.2627,2021/04/01,0.2633
"Roberts, Pat",FB,2018/07/05,2018/07/05,2018/07/12,0.0448,2018/07/19,0.0638,2018/08/02,-0.1162,2018/08/30,-0.0947,2018/10/25,-0.238,2019/02/14,-0.167,2019/07/04,-0.0037
"Perdue Jr., David A.",DISCA,2015/03/13,2015/03/13,2015/03/20,0.0011,2015/03/27,-0.0272,2015/04/10,0.0339,2015/05/08,-0.0142,2015/07/03,0.0367,2015/10/23,-0.074,2016/03/11,-0.1216
"Green, Mark",GEL,2020/07/08,2020/07/08,2020/07/15,0.0165,2020/07/22,0.1355,2020/08/05,-0.0284,2020/09/02,-0.1442,2020/10/28,-0.2742,2021/02/17,0.1395,2021/07/07,0.7652
"Gottheimer, Josh",DE,2020/12/16,2020/12/16,2020/12/23,0.0329,2020/12/30,0.0227,2021/01/13,0.1582,2021/02/10,0.2053,2021/04/07,0.4392,2021/07/28,0.3563,2021/12/15,0.3183
"Evans, Dwight",AEP,2020/03/02,2020/03/02,2020/03/09,0.0393,2020/03/16,-0.1122,2020/03/30,-0.0995,2020/04/27,-0.0909,2020/06/22,-0.1309,2020/10/12,-0.0243,2021/03/01,-0.1714
"Perdue Jr., David A.",ENTG,2018/10/26,2018/10/26,2018/11/02,0.137,2018/11/09,0.0963,2018/11/23,0.1123,2018/12/21,0.0284,2019/02/15,0.3929,2019/06/07,0.4424,2019/10/25,0.9141
"Perdue Jr., David A.",PAA,2016/07/15,2016/07/15,2016/07/22,0.0033,2016/07/29,-0.0562,2016/08/12,0.0062,2016/09/09,-0.0242,2016/11/04,-0.0258,2017/02/24,0.0578,2017/07/14,-0.0887
"Beyer, Donald S.",TGT,2020/01/24,2020/01/24,2020/01/31,-0.0239,2020/02/07,0.002,2020/02/21,0.0263,2020/03/20,-0.134,2020/05/15,0.0558,2020/09/04,0.2726,2021/01/22,0.6629
"Collins, Susan M.",DAL,2014/03/28,2014/03/28,2014/04/04,0.029,2014/04/11,-0.0305,2014/04/25,0.0614,2014/05/23,0.1466,2014/07/18,0.0928,2014/11/07,0.2525,2015/03/27,0.3129
"Perdue Jr., David A.",AMLP,2020/04/16,2020/04/16,2020/04/23,0.1477,2020/04/30,0.3182,2020/05/14,0.1591,2020/06/11,0.3679,2020/08/06,0.2707,2020/11/26,0.329,2021/04/15,0.5904
"Frankel, Lois",NXPI,2020/02/12,2020/02/12,2020/02/19,-0.0107,2020/02/26,-0.1219,2020/03/11,-0.2563,2020/04/08,-0.3471,2020/06/03,-0.2135,2020/09/23,-0.1134,2021/02/10,0.3669
"Blumenauer, Earl",CB,2020/03/02,2020/03/02,2020/03/09,-0.078,2020/03/16,-0.2766,2020/03/30,-0.2585,2020/04/27,-0.3014,2020/06/22,-0.1436,2020/10/12,-0.1796,2021/03/01,0.1194
"McKinley, David B.",AAPL,2020/03/09,2020/03/09,2020/03/16,-0.0776,2020/03/23,-0.1847,2020/04/06,-0.0528,2020/05/04,0.0719,2020/06/29,0.3185,2020/10/19,0.7453,2021/03/08,0.7536
"Phillips, Dean",DFS,2020/04/02,2020/04/02,2020/04/09,0.2857,2020/04/16,0.0233,2020/04/30,0.4034,2020/05/28,0.6138,2020/07/23,0.6418,2020/11/12,1.3456,2021/04/01,2.0861
"Hern, Kevin",ACN,2020/05/15,2020/05/15,2020/05/22,0.067,2020/05/29,0.1087,2020/06/12,0.1049,2020/07/10,0.2121,2020/09/04,0.3068,2020/12/25,0.4339,2021/05/14,0.6062
"Capito, Shelley M.",AAPL,2016/03/22,2016/03/22,2016/03/29,0.0009,2016/04/05,0.036,2016/04/19,0.0083,2016/05/17,-0.1167,2016/07/12,-0.0832,2016/11/01,0.0555,2017/03/21,0.3296
"McKinley, David B.",KMX,2020/08/20,2020/08/20,2020/08/27,0.0075,2020/09/03,-0.0009,2020/09/17,-0.0314,2020/10/15,-0.1365,2020/12/10,-0.114,2021/04/01,0.1818,2021/08/19,0.1599
"Cisneros, Gilbert",TSLA,2020/12/22,2020/12/22,2020/12/29,0.0481,2021/01/05,0.155,2021/01/19,0.3314,2021/02/16,0.2763,2021/04/13,0.1658,2021/08/03,0.1262,2021/12/21,0.4442
"Foxx, Virginia",NFG,2020/09/01,2020/09/01,2020/09/08,-0.031,2020/09/15,-0.0513,2020/09/29,-0.0844,2020/10/27,-0.0636,2020/12/22,-0.0704,2021/04/13,0.1075,2021/08/31,0.153
"Cisneros, Gilbert",V,2020/12/31,2020/12/31,2021/01/07,-0.0197,2021/01/14,-0.0529,2021/01/28,-0.0822,2021/02/25,-0.0069,2021/04/22,0.05,2021/08/12,0.0668,2021/12/30,0.0006
"Gottheimer, Josh",FB,2020/08/04,2020/08/04,2020/08/11,0.0416,2020/08/18,0.0483,2020/09/01,0.1879,2020/09/29,0.04,2020/11/24,0.0909,2021/03/16,0.1134,2021/08/03,0.4023
"Wyden, Ronald L.",AMZN,2020/06/30,2020/06/30,2020/07/07,0.1129,2020/07/14,0.1162,2020/07/28,0.1154,2020/08/25,0.2167,2020/10/20,0.1861,2021/02/09,0.2188,2021/06/29,0.2635
"Phillips, Dean",KHC,2020/04/02,2020/04/02,2020/04/09,0.1599,2020/04/16,0.1965,2020/04/30,0.2548,2020/05/28,0.2671,2020/07/23,0.4413,2020/11/12,0.2893,2021/04/01,0.6503
"McKinley, David B.",QCOM,2020/08/20,2020/08/20,2020/08/27,0.0584,2020/09/03,0.0755,2020/09/17,0.0274,2020/10/15,0.1593,2020/12/10,0.4076,2021/04/01,0.2329,2021/08/19,0.2708
"Blumenauer, Earl",FE,2020/07/22,2020/07/22,2020/07/29,0.1066,2020/08/05,0.1142,2020/08/19,0.0931,2020/09/16,0.126,2020/11/11,0.122,2021/03/03,0.2413,2021/07/21,0.4324
"Gottheimer, Josh",DSGX,2020/03/26,2020/03/26,2020/04/02,0.0206,2020/04/09,0.125,2020/04/23,0.2026,2020/05/21,0.3493,2020/07/16,0.5727,2020/11/05,0.7906,2021/03/25,0.8018
"Whitehouse, Sheldon",GS,2018/06/06,2018/06/06,2018/06/13,0.0203,2018/06/20,-0.0109,2018/07/04,-0.0433,2018/08/01,0.0287,2018/09/26,-0.0015,2019/01/16,-0.1693,2019/06/05,-0.1835
"Roberts, Pat",FB,2016/06/10,2016/06/10,2016/06/17,-0.0315,2016/06/24,-0.0413,2016/07/08,-0.0044,2016/08/05,0.0687,2016/09/30,0.0925,2017/01/20,0.0891,2017/06/09,0.2894
"Cisneros, Gilbert",ERIC,2020/11/04,2020/11/04,2020/11/11,0.0142,2020/11/18,0.0335,2020/12/02,0.0555,2020/12/30,0.0271,2021/02/24,0.0752,2021/06/16,0.1191,2021/11/03,-0.0623
"Green, Mark",SMLP,2020/07/07,2020/07/07,2020/07/14,-0.0942,2020/07/21,-0.0262,2020/08/04,-0.1047,2020/09/01,-0.1518,2020/10/27,-0.1623,2021/02/16,0.4618,2021/07/06,1.4384
"Perdue Jr., David A.",ALB,2019/10/25,2019/10/25,2019/11/01,-0.0185,2019/11/08,0.0609,2019/11/22,0.0095,2019/12/20,0.0982,2020/02/14,0.3988,2020/06/05,0.295,2020/10/23,0.5064
"Whitehouse, Sheldon",ORCL,2014/02/19,2014/02/19,2014/02/26,0.0142,2014/03/05,0.0381,2014/03/19,0.0034,2014/04/16,0.0468,2014/06/11,0.1201,2014/10/01,0.0034,2015/02/18,0.1532
"Gianforte, Greg",BUD,2020/03/18,2020/03/18,2020/03/25,0.3076,2020/04/01,0.2707,2020/04/15,0.3336,2020/05/13,0.1757,2020/07/08,0.5254,2020/10/28,0.5408,2021/03/17,0.8421
"Lee, Susie",LKQ,2020/10/02,2020/10/02,2020/10/09,0.1035,2020/10/16,0.1315,2020/10/30,0.1303,2020/11/27,0.2891,2021/01/22,0.3263,2021/05/14,0.7877,2021/10/01,0.8134
"Capito, Shelley M.",RHHBY,2017/09/08,2017/09/08,2017/09/15,-0.0079,2017/09/22,0.0068,2017/10/06,-0.0057,2017/11/03,-0.0889,2017/12/29,-0.0088,2018/04/20,-0.1283,2018/09/07,-0.0356
"Gottheimer, Josh",SBCF,2020/10/23,2020/10/23,2020/10/30,-0.0054,2020/11/06,-0.0187,2020/11/20,0.1691,2020/12/18,0.3749,2021/02/12,0.5659,2021/06/04,0.7292,2021/10/22,0.6728
"Curtis, John",CRM,2020/03/27,2020/03/27,2020/04/03,-0.0962,2020/04/10,0.0302,2020/04/24,0.0319,2020/05/22,0.1948,2020/07/17,0.2544,2020/11/06,0.7419,2021/03/26,0.3976
"Green, Mark",NGL,2020/07/07,2020/07/07,2020/07/14,-0.047,2020/07/21,0.2564,2020/08/04,0.2282,2020/09/01,0.149,2020/10/27,-0.1342,2021/02/16,-0.294,2021/07/06,-0.3262
"Blumenauer, Earl",HD,2020/03/20,2020/03/20,2020/03/27,0.189,2020/04/03,0.1064,2020/04/17,0.2931,2020/05/15,0.4779,2020/07/10,0.5432,2020/10/30,0.6509,2021/03/19,0.7748
"Gianforte, Greg",ACSAY,2020/11/13,2020/11/13,2020/11/20,0.0118,2020/11/27,0.0745,2020/12/11,0.0838,2021/01/08,0.1455,2021/03/05,0.0499,2021/06/25,-0.077,2021/11/12,-0.1074
"Green, Mark",DCP,2020/07/02,2020/07/02,2020/07/09,-0.0766,2020/07/16,0.058,2020/07/30,0.1193,2020/08/27,0.1792,2020/10/22,0.3301,2021/02/11,0.9387,2021/07/01,1.8422
"Roberts, Pat",BYND,2020/07/01,2020/07/01,2020/07/08,-0.0124,2020/07/15,-0.0957,2020/07/29,-0.1266,2020/08/26,-0.1406,2020/10/21,0.23,2021/02/10,0.1809,2021/06/30,0.0844
"Whitehouse, Sheldon",SBUX,2016/11/15,2016/11/15,2016/11/22,0.0409,2016/11/29,0.0656,2016/12/13,0.0885,2017/01/10,0.0691,2017/03/07,0.0385,2017/06/27,0.0913,2017/11/14,0.0444
"Gottheimer, Josh",CVNA,2020/08/07,2020/08/07,2020/08/14,-0.0535,2020/08/21,-0.0133,2020/09/04,-0.0759,2020/10/02,0.0952,2020/11/27,0.1887,2021/03/19,0.2916,2021/08/06,0.7192
"Lee, Susie",GFL,2020/11/11,2020/11/11,2020/11/18,0.0645,2020/11/25,0.1403,2020/12/09,0.2375,2021/01/06,0.2511,2021/03/03,0.4347,2021/06/23,0.3752,2021/11/10,0.7098
"Axne, Cynthia",PGR,2020/12/10,2020/12/10,2020/12/17,0.0392,2020/12/24,0.0448,2021/01/07,0.0111,2021/02/04,-0.0684,2021/04/01,0.0173,2021/07/22,-0.0028,2021/12/09,0.0125
"Frankel, Lois",BOH,2020/11/16,2020/11/16,2020/11/23,-0.0029,2020/11/30,0.0188,2020/12/14,0.0555,2021/01/11,0.0932,2021/03/08,0.25,2021/06/28,0.1423,2021/11/15,0.1758
"Shalala, Donna",FMX,2019/04/05,2019/04/05,2019/04/12,0.0166,2019/04/19,0.0175,2019/05/03,0.0448,2019/05/31,-0.0228,2019/07/26,-0.0233,2019/11/15,-0.0224,2020/04/03,-0.3904
"Cisneros, Gilbert",BCPC,2020/05/21,2020/05/21,2020/05/28,0.0912,2020/06/04,0.0739,2020/06/18,-0.0121,2020/07/16,0.0567,2020/09/10,0.0492,2020/12/31,0.2264,2021/05/20,0.3912
"Curtis, John",LRCX,2020/03/27,2020/03/27,2020/04/03,-0.1302,2020/04/10,0.0124,2020/04/24,0.0467,2020/05/22,0.0361,2020/07/17,0.37,2020/11/06,0.6052,2021/03/26,1.2529
"Perdue Jr., David A.",LGF-B,2019/11/11,2019/11/11,2019/11/18,0.0153,2019/11/25,-0.0215,2019/12/09,0.0068,2020/01/06,0.1412,2020/03/02,-0.1718,2020/06/22,-0.2102,2020/11/09,-0.1011
"Collins, Susan M.",DHR,2017/03/02,2017/03/02,2017/03/09,0.0029,2017/03/16,0.0001,2017/03/30,-0.0116,2017/04/27,-0.0425,2017/06/22,-0.0044,2017/10/12,0.0044,2018/03/01,0.1136
"Moran, Jerry",ALL,2018/12/19,2018/12/19,2018/12/26,-0.0331,2019/01/02,-0.0007,2019/01/16,0.0367,2019/02/13,0.1509,2019/04/10,0.1589,2019/07/31,0.3127,2019/12/18,0.343
"Perdue Jr., David A.",LGF-B,2018/12/06,2018/12/06,2018/12/13,-0.0781,2018/12/20,-0.1831,2019/01/03,-0.0454,2019/01/31,0.0794,2019/03/28,-0.0686,2019/07/18,-0.3061,2019/12/05,-0.4509
"Perdue Jr., David A.",BOIVF,2019/11/11,2019/11/11,2019/11/18,-0.018,2019/11/25,-0.036,2019/12/09,-0.0428,2020/01/06,-0.0146,2020/03/02,-0.2286,2020/06/22,-0.2725,2020/11/09,-0.116
"Perdue Jr., David A.",CZR,2017/08/29,2017/08/29,2017/09/05,0.0476,2017/09/12,0.1074,2017/09/26,0.0875,2017/10/24,0.1167,2017/12/19,0.4802,2018/04/10,0.536,2018/08/28,1.1351
"Perdue Jr., David A.",URBN,2019/11/26,2019/11/26,2019/12/03,-0.0534,2019/12/10,0.0382,2019/12/24,0.0551,2020/01/21,0.021,2020/03/17,-0.4719,2020/07/07,-0.364,2020/11/24,0.174
"Beyer, Donald S.",LDNXF,2020/01/28,2020/01/28,2020/02/04,0.0413,2020/02/11,0.059,2020/02/25,0.0442,2020/03/24,-0.2166,2020/05/19,0.0158,2020/09/08,0.1322,2021/01/26,0.2355
"Collins, Susan M.",MCK,2014/02/26,2014/02/26,2014/03/05,0.03,2014/03/12,0.0359,2014/03/26,0.0015,2014/04/23,-0.0277,2014/06/18,0.0472,2014/10/08,0.1211,2015/02/25,0.3114
"Phillips, Dean",AAL,2020/12/18,2020/12/18,2020/12/25,-0.02,2021/01/01,-0.0642,2021/01/15,-0.0306,2021/02/12,0.0418,2021/04/09,0.4205,2021/07/30,0.2531,2021/12/17,0.0203
"Wittman, Robert J.",MRK,2020/03/30,2020/03/30,2020/04/06,0.055,2020/04/13,0.0786,2020/04/27,0.0999,2020/05/25,0.0335,2020/07/20,0.0585,2020/11/09,0.1,2021/03/29,0.0349
"Beyer, Donald S.",ROP,2020/08/27,2020/08/27,2020/09/03,0.0121,2020/09/10,-0.0701,2020/09/24,-0.1013,2020/10/22,-0.0118,2020/12/17,-0.0175,2021/04/08,-0.0256,2021/08/26,0.1093
"Collins, Susan M.",MSFT,2014/01/30,2014/01/30,2014/02/06,-0.016,2014/02/13,0.0285,2014/02/27,0.0275,2014/03/27,0.0848,2014/05/22,0.097,2014/09/11,0.2785,2015/01/29,0.134
"Courtney, Joe",MSFT,2019/12/31,2019/12/31,2020/01/07,0.0088,2020/01/14,0.0353,2020/01/28,0.0465,2020/02/25,0.09,2020/04/21,0.0813,2020/08/11,0.3073,2020/12/29,0.4345
"Moran, Jerry",CVX,2020/08/21,2020/08/21,2020/08/28,0.0086,2020/09/04,-0.0241,2020/09/18,-0.0709,2020/10/16,-0.1323,2020/12/11,0.0932,2021/04/02,0.2456,2021/08/20,0.1156
"Hollingsworth, Trey",EPD,2020/09/11,2020/09/11,2020/09/18,-0.0379,2020/09/25,-0.1027,2020/10/09,-0.0018,2020/11/06,-0.0146,2021/01/01,0.1468,2021/04/23,0.3513,2021/09/10,0.2988
"Beyer, Donald S.",TDOC,2020/11/17,2020/11/17,2020/11/24,0.0519,2020/12/01,0.0884,2020/12/15,0.0908,2021/01/12,0.2724,2021/03/09,0.0626,2021/06/29,-0.044,2021/11/16,-0.2527
"Gianforte, Greg",UL,2020/03/30,2020/03/30,2020/04/06,0.0222,2020/04/13,0.0264,2020/04/27,0.0306,2020/05/25,0.0235,2020/07/20,0.1094,2020/11/09,0.2423,2021/03/29,0.1265
"McKinley, David B.",SBUX,2020/03/23,2020/03/23,2020/03/30,0.1917,2020/04/06,0.1912,2020/04/20,0.3645,2020/05/18,0.3792,2020/07/13,0.3221,2020/11/02,0.5544,2021/03/22,0.9241
"Roberts, Pat",W,2020/11/17,2020/11/17,2020/11/24,0.0559,2020/12/01,0.0666,2020/12/15,0.1272,2021/01/12,0.1578,2021/03/09,0.3507,2021/06/29,0.308,2021/11/16,0.1214
"Capito, Shelley M.",PM,2017/09/05,2017/09/05,2017/09/12,0.0003,2017/09/19,-0.0144,2017/10/03,-0.0582,2017/10/31,-0.1063,2017/12/26,-0.11,2018/04/17,-0.1219,2018/09/04,-0.3366
"Doggett, Lloyd",PPG,2020/03/13,2020/03/13,2020/03/20,-0.1792,2020/03/27,-0.0739,2020/04/10,0.0246,2020/05/08,-0.01,2020/07/03,0.1847,2020/10/23,0.4555,2021/03/12,0.5725
"Carper, Thomas R.",AEE,2015/08/25,2015/08/25,2015/09/01,-0.0289,2015/09/08,-0.0457,2015/09/22,-0.0,2015/10/20,0.0898,2015/12/15,0.0355,2016/04/05,0.2349,2016/08/23,0.25
"Rooney, Francis",LHX,2020/10/30,2020/10/30,2020/11/06,0.11,2020/11/13,0.1936,2020/11/27,0.2016,2020/12/25,0.1585,2021/02/19,0.1718,2021/06/11,0.375,2021/10/29,0.4118
"Murray, Patty",WMB,2017/03/16,2017/03/16,2017/03/23,-0.0118,2017/03/30,0.0174,2017/04/13,0.0525,2017/05/11,0.0614,2017/07/06,0.0619,2017/10/26,-0.0127,2018/03/15,-0.0774
"Cisneros, Gilbert",BK,2020/04/29,2020/04/29,2020/05/06,-0.0764,2020/05/13,-0.1509,2020/05/27,0.0092,2020/06/24,-0.0044,2020/08/19,-0.0171,2020/12/09,0.0843,2021/04/28,0.2906
"Moran, Jerry",AAPL,2018/12/19,2018/12/19,2018/12/26,-0.0691,2019/01/02,-0.0412,2019/01/16,-0.054,2019/02/13,0.0486,2019/04/10,0.2217,2019/07/31,0.3251,2019/12/18,0.7181
"Hern, Kevin",MMP,2020/08/14,2020/08/14,2020/08/21,-0.0249,2020/08/28,-0.07,2020/09/11,-0.1116,2020/10/09,-0.1184,2020/12/04,0.0608,2021/03/26,0.0342,2021/08/13,0.1665
"Hoeven, John",CMI,2014/10/20,2014/10/20,2014/10/27,0.0392,2014/11/03,0.1161,2014/11/17,0.1097,2014/12/15,0.0835,2015/02/09,0.0382,2015/06/01,0.0398,2015/10/19,-0.1675
"Capito, Shelley M.",LOW,2018/04/05,2018/04/05,2018/04/12,-0.0187,2018/04/19,-0.0395,2018/05/03,-0.0697,2018/05/31,0.0869,2018/07/26,0.1135,2018/11/15,0.0493,2019/04/04,0.2695
"Perdue Jr., David A.",EXR,2016/11/18,2016/11/18,2016/11/25,-0.0023,2016/12/02,-0.0018,2016/12/16,0.0497,2017/01/13,0.0413,2017/03/10,0.0777,2017/06/30,0.1059,2017/11/17,0.2372
"Sherrill, Mikie",IBM,2020/02/04,2020/02/04,2020/02/11,0.0394,2020/02/18,0.0161,2020/03/03,-0.1092,2020/03/31,-0.244,2020/05/26,-0.1776,2020/09/15,-0.1709,2021/02/02,-0.189
"Clark, Katherine M.",AAPL,2020/04/03,2020/04/03,2020/04/10,0.1133,2020/04/17,0.1633,2020/05/01,0.2068,2020/05/29,0.3157,2020/07/24,0.5031,2020/11/13,0.9605,2021/04/02,1.057
"Malinowski, Tom",YEXT,2019/02/19,2019/02/19,2019/02/26,-0.0083,2019/03/05,0.0631,2019/03/19,0.2257,2019/04/16,0.1874,2019/06/11,0.0766,2019/10/01,-0.1364,2020/02/18,-0.0995
"Roberts, Pat",NVDA,2017/12/01,2017/12/01,2017/12/08,-0.017,2017/12/15,-0.0372,2017/12/29,-0.0015,2018/01/26,0.225,2018/03/23,0.21,2018/07/13,0.2724,2018/11/30,-0.1859
"Lee, Susie",AZEK,2020/12/16,2020/12/16,2020/12/23,0.0169,2020/12/30,0.0053,2021/01/13,0.045,2021/02/10,0.1337,2021/04/07,0.1597,2021/07/28,-0.0558,2021/12/15,0.1125
"Gottheimer, Josh",MSFT,2020/11/17,2020/11/17,2020/11/24,-0.02,2020/12/01,-0.0025,2020/12/15,-0.0095,2021/01/12,-0.0031,2021/03/09,0.0817,2021/06/29,0.2498,2021/11/16,0.5661
"Inhofe, James M.",DIS,2016/09/30,2016/09/30,2016/10/07,-0.0021,2016/10/14,-0.0142,2016/10/28,0.012,2016/11/25,0.0639,2017/01/20,0.1578,2017/05/12,0.1802,2017/09/29,0.0568
"Pelosi, Nancy",FB,2020/01/16,2020/01/16,2020/01/23,-0.0051,2020/01/30,-0.0606,2020/02/13,-0.044,2020/03/12,-0.2756,2020/05/07,-0.0505,2020/08/27,0.3391,2021/01/14,0.1278
"Clark, Katherine M.",STT,2020/11/05,2020/11/05,2020/11/12,0.081,2020/11/19,0.1095,2020/12/03,0.1891,2020/12/31,0.157,2021/02/25,0.2202,2021/06/17,0.3672,2021/11/04,0.5623
"Beyer, Donald S.",C,2020/01/27,2020/01/27,2020/02/03,-0.0127,2020/02/10,0.0258,2020/02/24,-0.0416,2020/03/23,-0.5239,2020/05/18,-0.4151,2020/09/07,-0.3278,2021/01/25,-0.2153
"Carper, Thomas R.",NUAN,2020/11/20,2020/11/20,2020/11/27,0.0657,2020/12/04,0.0446,2020/12/18,0.0836,2021/01/15,0.2379,2021/03/12,0.0949,2021/07/02,0.3629,2021/11/19,0.3787
"Lee, Susie",AMRC,2020/12/22,2020/12/22,2020/12/29,-0.0424,2021/01/05,-0.015,2021/01/19,0.0619,2021/02/16,0.2811,2021/04/13,-0.0518,2021/08/03,0.2248,2021/12/21,0.4752
"Conaway, K. M.",GSLC,2019/12/10,2019/12/10,2019/12/17,0.0171,2019/12/24,0.0222,2020/01/07,0.0264,2020/02/04,0.0508,2020/03/31,-0.1669,2020/07/21,0.0439,2020/12/08,0.179
"Reed, John F.",TMO,2016/11/23,2016/11/23,2016/11/30,-0.0095,2016/12/07,-0.0073,2016/12/21,-0.01,2017/01/18,0.0158,2017/03/15,0.1226,2017/07/05,0.2301,2017/11/22,0.352
"Carper, Thomas R.",HQL,2020/02/22,2020/02/22,2020/02/24,2020/03/02,-0.067,2020/03/09,-0.0938,2020/03/23,-0.2949,2020/04/20,-0.0194,2020/06/15,-0.0254,2020/10/05,0.0137,2021/02/22,0.2479
"Cisneros, Gilbert",CRY,2020/01/17,2020/01/17,2020/01/24,0.0121,2020/01/31,0.0047,2020/02/14,-0.0536,2020/03/13,-0.2917,2020/05/08,-0.2138,2020/08/28,-0.3168,2021/01/15,-0.1783
"Gianforte, Greg",DWAHY,2020/03/18,2020/03/18,2020/03/25,0.1136,2020/04/01,0.1062,2020/04/15,0.1745,2020/05/13,0.1882,2020/07/08,0.0467,2020/10/28,0.2377,2021/03/17,0.425
"Phillips, Dean",PPG,2020/03/05,2020/03/05,2020/03/12,-0.1338,2020/03/19,-0.2799,2020/04/02,-0.223,2020/04/30,-0.1048,2020/06/25,-0.016,2020/10/15,0.3074,2021/03/04,0.3345
"Foxx, Virginia",T,2020/02/04,2020/02/04,2020/02/11,0.0273,2020/02/18,0.0225,2020/03/03,-0.0114,2020/03/31,-0.2076,2020/05/26,-0.1739,2020/09/15,-0.218,2021/02/02,-0.2341
"Cisneros, Gilbert",GOOGL,2020/03/18,2020/03/18,2020/03/25,0.0407,2020/04/01,0.0378,2020/04/15,0.1714,2020/05/13,0.2667,2020/07/08,0.4022,2020/10/28,0.4296,2021/03/17,0.9342
"Moran, Jerry",MPC,2019/09/25,2019/09/25,2019/10/02,0.0022,2019/10/09,0.0258,2019/10/23,0.1039,2019/11/20,0.0302,2020/01/15,-0.0083,2020/05/06,-0.4828,2020/09/23,-0.4944
"Gianforte, Greg",TIIAY,2020/03/19,2020/03/19,2020/03/26,0.0128,2020/04/02,0.0153,2020/04/16,-0.0576,2020/05/14,-0.045,2020/07/09,-0.0312,2020/10/29,-0.1608,2021/03/18,0.3991
"Murray, Patty",PG,2017/03/16,2017/03/16,2017/03/23,-0.0042,2017/03/30,-0.0118,2017/04/13,-0.0136,2017/05/11,-0.0564,2017/07/06,-0.0411,2017/10/26,-0.0435,2018/03/15,-0.1375
"Rutherford, John",ENLAY,2020/05/27,2020/05/27,2020/06/03,0.1705,2020/06/10,0.1873,2020/06/24,0.2117,2020/07/22,0.3166,2020/09/16,0.2418,2021/01/06,0.5115,2021/05/26,0.3885
