official,ticker,buy_date,sell_date,profit
"Capito, Shelley M.",CLX,2016/04/19,2016/04/26,-2.24,2016/05/17,4.53,2016/06/14,5.04,2016/08/09,5.88,2016/11/29,-8.88,2017/04/18,8.92
"Perdue Jr., David A.",KN,2015/03/20,2015/03/27,-1.19,2015/04/17,0.49,2015/05/15,-1.3,2015/07/10,-2.11,2015/10/30,-3.54,2016/03/18,-7.01
"Perdue Jr., David A.",EMR,2017/08/09,2017/08/16,-0.36,2017/09/06,-0.55,2017/10/04,3.56,2017/11/29,4.23,2018/03/21,11.17,2018/08/08,14.67
"Perdue Jr., David A.",URBN,2017/07/07,2017/07/14,0.38,2017/08/04,0.96,2017/09/01,2.66,2017/10/27,6.47,2018/02/16,17.71,2018/07/06,27.67
"Perdue Jr., David A.",BAX,2015/08/20,2015/08/27,-1.57,2015/09/17,-3.33,2015/10/15,-6.45,2015/12/10,-2.69,2016/03/31,1.45,2016/08/18,8.22
"Collins, Susan M.",VFC,2014/05/07,2014/05/14,2.42,2014/06/04,2.52,2014/07/02,2.26,2014/08/27,3.31,2014/12/17,10.94,2015/05/06,9.7
"Perdue Jr., David A.",SHLX,2018/09/20,2018/09/27,-0.76,2018/10/18,-0.75,2018/11/15,-3.04,2019/01/10,-2.73,2019/05/02,-1.82,2019/09/19,-0.6
"Perdue Jr., David A.",AAPL,2016/02/11,2016/02/18,0.95,2016/03/10,1.88,2016/04/07,3.9,2016/06/02,0.9,2016/09/22,5.2,2017/02/09,9.53
"Capito, Shelley M.",PEP,2018/04/24,2018/05/01,-2.16,2018/05/22,-1.97,2018/06/19,4.04,2018/08/14,10.89,2018/12/04,17.12,2019/04/23,24.92
"Inhofe, James M.",APTV,2018/10/08,2018/10/15,-5.19,2018/11/05,-1.82,2018/12/03,-3.68,2019/01/28,-6.74,2019/05/20,-6.34,2019/10/07,4.46
"Perdue Jr., David A.",DISCA,2015/08/06,2015/08/13,-0.45,2015/09/03,-1.93,2015/10/01,-3.36,2016/03/17,-0.19,2016/08/04,-2.65
"Whitehouse, Sheldon",WM,2016/09/28,2016/10/05,-1.33,2016/10/26,-0.33,2016/11/23,5.71,2017/01/18,5.61,2017/05/10,8.94,2017/09/27,14.56
"Perdue Jr., David A.",MRK,2017/09/27,2017/10/04,-0.06,2017/10/25,-1.72,2017/11/22,-9.7,2018/01/17,-2.19,2018/05/09,-6.6,2018/09/26,5.86
"Perdue Jr., David A.",PAA,2019/10/23,2019/10/30,-0.88,2019/11/20,-2.16,2019/12/18,-0.96,2020/02/12,-2.95,2020/06/03,-8.7,2020/10/21,-12.59
"Carper, Thomas R.",TMO,2017/08/31,2017/09/07,4.65,2017/09/28,2.0,2017/10/26,14.19,2017/12/21,7.01,2018/04/12,28.79,2018/08/30,54.43
"Whitehouse, Sheldon",TWX,2014/02/19,2014/02/26,-0.59,2014/03/19,2.07,2014/04/16,-0.98,2014/06/11,6.5,2014/10/01,11.98,2015/02/18,21.03
"Perdue Jr., David A.",BWXT,2018/12/17,2018/12/24,-5.01,2019/01/14,-1.07,2019/02/11,6.99,2019/04/08,9.27,2019/07/29,11.99,2019/12/16,21.05
"Inhofe, James M.",PCLN,2015/07/09,2015/07/16,46.22,2015/08/06,223.04,2015/09/03,115.11,2015/10/29,282.38,2016/02/18,113.63,2016/07/07,164.62
"Perdue Jr., David A.",GPK,2019/07/31,2019/08/07,-0.62,2019/08/28,-1.62,2019/09/25,-1.05,2019/11/20,1.14,2020/03/11,-1.89,2020/07/29,-0.63
"Perdue Jr., David A.",HBI,2017/09/14,2017/09/21,-1.07,2017/10/12,-1.78,2017/11/09,-5.68,2018/01/04,-4.24,2018/04/26,-7.32,2018/09/13,-7.57
"Courtney, Joe",DHR,2019/12/31,2020/01/07,2.47,2020/01/28,9.65,2020/02/25,1.46,2020/04/21,0.19,2020/08/11,48.54,2020/12/29,71.24
"Malinowski, Tom",ZUO,2019/11/14,2019/11/21,0.75,2019/12/12,-0.6,2020/01/09,0.09,2020/03/05,-2.68,2020/06/25,-1.93,2020/11/12,-4.55
"Wicker, Roger F.",BIF,2019/05/17,2019/05/24,-0.09,2019/06/14,0.08,2019/07/12,0.41,2019/09/06,0.06,2019/12/27,0.91,2020/05/15,-2.04
"Perdue Jr., David A.",MRK,2017/09/08,2017/09/15,1.75,2017/10/06,0.38,2017/11/03,-8.11,2017/12/29,-7.26,2018/04/20,-5.02,2018/09/07,4.85
"Whitehouse, Sheldon",V,2014/02/19,2014/02/26,0.2,2014/03/19,-0.3,2014/04/16,-4.56,2014/06/11,-3.18,2014/10/01,-3.49,2015/02/18,10.96
"Perdue Jr., David A.",BOIVF,2019/11/11,2019/11/18,-0.08,2019/12/09,-0.19,2020/01/06,-0.06,2020/03/02,-1.01,2020/06/22,-1.21,2020/11/09,-0.51
"Toomey, Patrick J.",TRV,2017/02/22,2017/03/01,2.22,2017/03/22,-0.17,2017/04/19,-1.16,2017/06/14,5.27,2017/10/04,1.94,2018/02/21,17.88
"Perdue Jr., David A.",MPLX,2019/02/04,2019/02/11,-2.44,2019/03/04,-2.0,2019/04/01,-1.75,2019/09/16,-5.36,2020/02/03,-11.64
"Roberts, Pat",AAPL,2019/10/03,2019/10/10,2.71,2019/10/31,6.29,2020/01/23,24.89,2020/05/14,21.9,2020/10/01,62.27
"Perdue Jr., David A.",WLK,2016/07/18,2016/07/25,0.29,2016/08/15,4.36,2016/09/12,5.3,2016/11/07,6.99,2017/02/27,18.93,2017/07/17,25.7
"Axne, Cynthia",GOOG,2019/05/31,2019/06/07,-45.23,2019/06/28,-27.7,2019/07/26,139.89,2019/09/20,128.31,2020/01/10,321.75,2020/05/29,318.07
"Shalala, Donna",RDUS,2019/04/03,2019/04/10,0.19,2019/05/01,-0.76,2019/05/29,-0.67,2019/07/24,0.3,2019/11/13,2.17,2020/04/01,-9.75
"Carper, Thomas R.",ABBV,2015/02/12,2015/02/19,1.99,2015/03/12,0.91,2015/04/09,2.87,2015/06/04,10.32,2015/09/24,-0.17,2016/02/11,-4.4
"Roberts, Pat",MA,2019/10/31,2019/11/07,-4.6,2019/12/26,21.51,2020/02/20,65.64,2020/06/11,21.7,2020/10/29,14.35
"Joyce, David P.",VGT,2019/01/10,2019/01/17,2.88,2019/02/07,13.47,2019/03/07,19.68,2019/05/02,41.62,2019/08/22,43.91,2020/01/09,81.46
"Hoeven, John",BIV,2019/12/31,2020/01/07,0.41,2020/01/28,1.47,2020/02/25,2.8,2020/04/21,3.94,2020/08/11,6.63,2020/12/29,5.55
"Collins, Susan M.",AMT,2014/07/23,2014/07/30,2.49,2014/08/20,5.36,2014/09/17,2.71,2014/11/12,6.28,2015/03/04,5.24,2015/07/22,3.68
"Axne, Cynthia",SYK,2019/12/31,2020/01/07,0.12,2020/01/28,5.63,2020/02/25,1.9,2020/04/21,-28.13,2020/08/11,-19.19,2020/12/29,32.29
"Perdue Jr., David A.",BOIVF,2019/02/13,2019/02/20,0.25,2019/03/13,0.48,2019/04/10,0.71,2019/06/05,0.57,2019/09/25,0.17,2020/02/12,0.24
"Capito, Shelley M.",JPM,2018/10/16,2018/10/23,-2.82,2018/11/13,2.36,2018/12/11,-5.82,2019/02/05,-3.83,2019/05/28,1.38,2019/10/15,11.98
"Whitehouse, Sheldon",BIIB,2015/07/10,2015/07/17,12.79,2015/08/07,-80.72,2015/09/04,-92.06,2015/10/30,-99.13,2016/02/19,-132.59,2016/07/08,-142.7
"Whitehouse, Sheldon",LMT,2016/01/06,2016/01/13,-1.79,2016/02/03,-6.75,2016/03/02,-1.31,2016/04/27,13.65,2016/08/17,35.9,2017/01/04,35.49
"Whitehouse, Sheldon",PEP,2019/02/27,2019/03/06,1.15,2019/03/27,7.13,2019/04/24,12.27,2019/06/19,17.25,2019/10/09,22.44,2020/02/26,27.4
"Capito, Shelley M.",MDLZ,2018/02/27,2018/03/06,1.01,2018/03/27,-3.05,2018/04/24,-4.2,2018/06/19,-4.01,2018/10/09,-1.33,2019/02/26,3.13
"Capito, Shelley M.",QCOM,2018/04/24,2018/05/01,0.21,2018/05/22,7.38,2018/06/19,7.96,2018/08/14,14.86,2018/12/04,8.01,2019/04/23,35.28
"Capito, Shelley M.",HXL,2017/09/08,2017/09/15,1.66,2017/10/06,6.05,2017/11/03,9.27,2017/12/29,9.24,2018/04/20,12.47,2018/09/07,12.69
"Perdue Jr., David A.",FEYE,2016/06/30,2016/07/07,-0.07,2016/07/28,1.18,2016/08/25,-1.26,2016/10/20,-3.91,2017/02/09,-5.01,2017/06/29,-0.59
"Murray, Patty",TUP,2017/03/16,2017/03/23,1.47,2017/04/13,3.47,2017/05/11,12.35,2017/07/06,9.09,2017/10/26,1.9,2018/03/15,-12.3
"Cruz, Rafael E.",EPD,2014/02/21,2014/02/28,0.76,2014/03/21,1.61,2014/06/13,4.16,2014/10/03,6.55,2015/02/20,1.16
"Perdue Jr., David A.",RF,2018/06/22,2018/06/29,-0.72,2018/07/20,-1.2,2018/08/17,0.61,2018/10/12,-1.32,2019/02/01,-3.47,2019/06/21,-4.1
"Perdue Jr., David A.",DIS,2016/12/01,2016/12/08,3.53,2016/12/29,5.13,2017/01/26,9.12,2017/03/23,13.13,2017/07/13,5.5,2017/11/30,5.91
"Whitehouse, Sheldon",DISH,2017/05/10,2017/05/17,2.96,2017/06/07,3.71,2017/07/05,1.63,2017/08/30,-3.62,2017/12/20,-12.34,2018/05/09,-30.75
"Murray, Patty",DUK,2017/03/16,2017/03/23,1.03,2017/04/13,0.73,2017/05/11,0.75,2017/07/06,1.25,2017/10/26,6.16,2018/03/15,-4.82
"Shalala, Donna",RHHBY,2019/01/29,2019/02/05,1.2,2019/02/26,2.51,2019/03/26,1.98,2019/05/21,0.59,2019/09/10,1.75,2020/01/28,8.91
"Collins, Susan M.",FB,2014/01/24,2014/01/31,6.36,2014/02/21,13.8,2014/03/21,11.64,2014/05/16,2.47,2014/09/05,21.08,2015/01/23,22.21
"Whitehouse, Sheldon",BABA,2018/08/28,2018/09/04,-8.47,2018/09/25,-15.81,2018/10/23,-34.88,2018/12/18,-37.51,2019/04/09,7.08,2019/08/27,-13.25
"Perdue Jr., David A.",URBN,2017/06/19,2017/06/26,0.02,2017/07/17,0.67,2017/08/14,-0.12,2017/10/09,5.17,2018/01/29,17.35,2018/06/18,27.69
"Perdue Jr., David A.",LNG,2019/02/27,2019/03/06,1.7,2019/03/27,2.37,2019/04/24,2.1,2019/06/19,2.2,2019/10/09,-3.88,2020/02/26,-15.19
"Perdue Jr., David A.",STT,2019/08/07,2019/08/14,-2.09,2019/09/04,-1.56,2019/10/02,3.82,2019/11/27,22.8,2020/03/18,-5.95,2020/08/05,14.01
"Collins, Susan M.",M,2014/04/07,2014/04/14,-1.77,2014/05/05,-2.36,2014/06/02,1.09,2014/07/28,-1.5,2014/11/17,2.96,2015/04/06,8.7
"Moran, Jerry",COST,2018/12/06,2018/12/13,-2.68,2019/01/03,-27.24,2019/01/31,-17.93,2019/03/28,10.53,2019/07/18,50.89,2019/12/05,64.58
"Shalala, Donna",RDUS,2019/04/16,2019/04/23,-1.18,2019/05/14,-1.41,2019/06/11,-0.79,2019/08/06,-1.52,2019/11/26,0.8,2020/04/14,-9.12
"Roberts, Pat",NFLX,2018/04/25,2018/05/02,12.45,2018/05/23,35.24,2018/06/20,113.24,2018/08/15,26.95,2019/04/24,76.28
"Whitehouse, Sheldon",MA,2017/05/05,2017/05/12,-1.1,2017/06/02,6.53,2017/06/30,4.03,2017/08/25,15.29,2017/12/15,34.45,2018/05/04,69.16
"Perdue Jr., David A.",DISCA,2018/06/04,2018/06/11,2.57,2018/07/02,6.26,2018/07/30,5.14,2018/09/24,10.99,2019/01/14,5.73,2019/06/03,6.33
"Capito, Shelley M.",AHKSY,2017/09/08,2017/09/15,1.26,2017/10/06,0.92,2017/11/03,0.82,2017/12/29,2.16,2018/04/20,4.2,2018/09/07,4.55
"Peters, Gary C.",T,2015/09/10,2015/09/17,0.08,2015/10/08,0.45,2015/11/05,0.72,2015/12/31,1.83,2016/04/21,5.52,2016/09/08,8.52
"Carper, Thomas R.",MCD,2019/11/04,2019/11/11,4.22,2019/12/02,5.53,2019/12/30,7.72,2020/02/24,23.5,2020/06/15,-2.02,2020/11/02,24.41
"Perdue Jr., David A.",EPD,2016/02/01,2016/02/08,-1.91,2016/02/29,-0.19,2016/03/28,0.95,2016/05/23,3.91,2016/09/12,3.49,2017/01/30,5.12
"Whitehouse, Sheldon",MRK,2015/05/27,2015/06/03,1.19,2015/06/24,-0.66,2015/07/22,-0.77,2015/09/16,-5.42,2016/01/06,-6.44,2016/05/25,-2.96
"Conaway, K. M.",SDY,2019/12/03,2019/12/10,1.95,2019/12/31,2.8,2020/01/28,1.98,2020/03/24,-31.09,2020/07/14,-13.82,2020/12/01,0.55
"Moran, Jerry",GOOG,2018/12/06,2018/12/13,15.86,2019/01/03,-15.46,2019/01/31,55.38,2019/03/28,114.51,2019/07/18,89.18,2019/12/05,271.91
"Hoeven, John",AVGO,2017/12/29,2018/01/05,12.56,2018/01/26,-11.2,2018/02/23,-6.63,2018/04/20,-20.99,2018/08/10,-46.82,2018/12/28,-4.68
"Perdue Jr., David A.",FEYE,2016/07/21,2016/07/28,1.08,2016/08/18,-1.65,2016/09/15,-2.25,2016/11/10,-2.11,2017/03/02,-5.24,2017/07/20,-0.51
"Hoeven, John",BUD,2014/04/28,2014/05/05,-3.41,2014/06/23,5.05,2014/08/18,0.13,2014/12/08,5.06,2015/04/27,15.0
"Toomey, Patrick J.",VZ,2015/06/04,2015/06/11,-0.51,2015/07/02,-0.96,2015/07/30,-1.61,2015/09/24,-4.23,2016/01/14,-3.59,2016/06/02,2.23
"Perdue Jr., David A.",CZR,2018/08/08,2018/08/15,1.64,2018/09/05,4.09,2018/10/03,7.0,2018/11/28,-1.27,2019/03/20,4.16,2019/08/07,-2.37
"Perdue Jr., David A.",AXTA,2017/12/14,2017/12/21,0.47,2018/01/11,1.13,2018/02/08,-1.3,2018/04/05,-0.14,2018/07/26,-1.13,2018/12/13,-8.68
"Whitehouse, Sheldon",M,2015/09/22,2015/09/29,-3.21,2015/10/20,-2.88,2015/11/17,-15.12,2016/01/12,-15.12,2016/05/03,-14.02,2016/09/20,-18.3
"Murray, Patty",TGT,2017/03/16,2017/03/23,-1.26,2017/04/13,-1.13,2017/05/11,2.3,2017/07/06,-2.88,2017/10/26,7.55,2018/03/15,16.29
"Inhofe, James M.",COHR,2017/08/30,2017/09/06,5.2,2017/09/27,20.94,2017/10/25,38.79,2017/12/20,71.16,2018/04/11,-48.41,2018/08/29,-36.79
"Perdue Jr., David A.",LGF-B,2018/12/17,2018/12/24,-0.66,2019/01/14,3.02,2019/02/11,1.0,2019/04/08,1.38,2019/07/29,-2.3,2019/12/16,-5.23
"Perdue Jr., David A.",EAF,2019/05/23,2019/05/30,0.38,2019/06/20,1.54,2019/07/18,0.87,2019/09/12,3.47,2020/01/02,1.54,2020/05/21,-3.17
"Shalala, Donna",TOL,2019/04/16,2019/04/23,0.61,2019/05/14,0.23,2019/06/11,-1.28,2019/08/06,-2.72,2019/11/26,2.37,2020/04/14,-15.08
"Perdue Jr., David A.",JNJ,2018/01/24,2018/01/31,-2.35,2018/02/21,-11.53,2018/03/21,-10.96,2018/05/16,-17.23,2018/09/05,-7.98,2019/01/23,-14.06
"Perdue Jr., David A.",PAA,2015/02/26,2015/03/05,0.02,2015/03/26,-2.28,2015/04/23,1.35,2015/06/18,-4.6,2015/10/08,-16.42,2016/02/25,-29.32
"Reed, John F.",ISRG,2016/11/23,2016/11/30,0.34,2016/12/21,-1.07,2017/01/18,2.46,2017/03/15,11.31,2017/07/05,32.48,2017/11/22,60.87
"Roberts, Pat",SBUX,2017/05/26,2017/06/02,0.99,2017/06/23,-3.32,2017/07/21,-5.15,2017/09/15,-8.72,2018/01/05,-3.82,2018/05/25,-5.21
"Shalala, Donna",ADDYY,2019/01/29,2019/02/05,-1.09,2019/02/26,5.0,2019/03/26,4.28,2019/05/21,27.42,2019/09/10,32.07,2020/01/28,49.39
"Gottheimer, Josh",VCYT,2019/12/06,2019/12/13,-1.14,2020/01/03,-3.38,2020/01/31,-3.45,2020/03/27,-6.14,2020/07/17,0.81,2020/12/04,26.7
"Capito, Shelley M.",ASML,2017/09/08,2017/09/15,2.54,2017/10/06,9.22,2017/11/03,23.53,2017/12/29,14.2,2018/04/20,34.05,2018/09/07,22.26
"Toomey, Patrick J.",AMLP,2014/09/02,2014/09/09,-0.25,2014/09/30,-1.17,2014/10/28,-2.8,2014/12/23,-9.15,2015/04/14,-12.3,2015/09/01,-25.02
"Roberts, Pat",NFLX,2018/02/05,2018/02/12,-4.89,2018/03/05,48.29,2018/04/02,25.0,2018/09/17,99.49,2019/02/04,87.69
"McConnell Jr., A. M.",WFC,2019/12/04,2019/12/11,0.52,2020/01/29,-5.43,2020/03/25,-23.97,2020/07/15,-27.81,2020/12/02,-24.59
"Coons, Christopher A.",NFLX,2018/08/23,2018/08/30,26.31,2018/09/20,22.85,2018/10/18,10.26,2018/12/13,-68.28,2019/04/04,23.36,2019/08/22,-47.12
"Whitehouse, Sheldon",C,2018/02/08,2018/02/15,3.41,2018/03/08,0.16,2018/04/05,-3.17,2018/05/31,-7.18,2018/09/20,1.11,2019/02/07,-10.76
"Reed, John F.",HACK,2017/06/19,2017/06/26,0.4,2017/07/17,0.21,2017/08/14,-1.21,2017/10/09,0.8,2018/01/29,3.47,2018/06/18,8.84
"Perdue Jr., David A.",PG,2015/08/25,2015/09/01,-1.07,2015/09/22,0.05,2015/10/20,4.34,2015/12/15,8.98,2016/04/05,13.01,2016/08/23,17.01
"Capito, Shelley M.",MRK,2017/09/05,2017/09/12,1.52,2017/10/03,0.38,2017/10/31,-7.99,2017/12/26,-7.01,2018/04/17,-4.12,2018/09/04,4.19
"Capito, Shelley M.",ABT,2015/07/21,2015/07/28,0.93,2015/08/18,0.41,2015/09/15,-6.5,2015/11/10,-4.56,2016/03/01,-10.89,2016/07/19,-8.22
"Murray, Patty",TWX,2017/03/16,2017/03/23,-1.59,2017/04/13,-0.19,2017/05/11,-0.12,2017/07/06,2.68,2017/10/26,0.59,2018/03/15,-1.81
"Collins, Susan M.",STZ,2018/06/18,2018/06/25,-2.2,2018/07/16,-17.37,2018/08/13,-18.09,2018/10/08,-5.28,2019/01/28,-64.3,2019/06/17,-44.33
"Murray, Patty",MMC,2017/03/16,2017/03/23,0.12,2017/04/13,-2.06,2017/05/11,-0.97,2017/07/06,3.39,2017/10/26,8.09,2018/03/15,9.22
"Murray, Patty",GM,2017/03/16,2017/03/23,-2.82,2017/04/13,-3.3,2017/05/11,-2.88,2017/07/06,-2.0,2017/10/26,8.43,2018/03/15,0.85
"Inhofe, James M.",GILD,2016/12/15,2016/12/22,-2.11,2017/01/12,-2.14,2017/02/09,-9.36,2017/04/06,-8.93,2017/07/27,-0.23,2017/12/14,-0.18
"Murray, Patty",SU,2017/03/16,2017/03/23,-0.1,2017/04/13,0.17,2017/05/11,1.06,2017/07/06,-1.94,2017/10/26,2.88,2018/03/15,1.77
"Whitehouse, Sheldon",BA,2016/09/28,2016/10/05,2.25,2016/10/26,9.98,2016/11/23,18.44,2017/01/18,26.42,2017/05/10,50.44,2017/09/27,124.89
"Axne, Cynthia",MKL,2019/12/31,2020/01/07,23.2,2020/01/28,35.71,2020/02/25,170.03,2020/04/21,-244.17,2020/08/11,-34.82,2020/12/29,-147.01
"Shalala, Donna",APLE,2019/03/19,2019/03/26,-0.25,2019/04/16,0.03,2019/05/14,0.09,2019/07/09,-0.65,2019/10/29,-0.04,2020/03/17,-9.99
"Cassidy, William",LOW,2016/03/31,2016/04/07,-0.55,2016/04/28,-0.07,2016/05/26,4.06,2016/07/21,4.26,2016/11/10,-6.63,2017/03/30,6.22
"Hoeven, John",BA,2014/04/28,2014/05/05,3.33,2014/06/23,4.25,2014/08/18,-2.93,2014/12/08,3.63,2015/04/27,21.02
"Perdue Jr., David A.",FDX,2019/11/11,2019/11/18,-6.06,2019/12/09,-5.43,2020/01/06,-10.31,2020/03/02,-23.28,2020/06/22,-25.7,2020/11/09,103.25
"Roberts, Pat",FB,2018/08/21,2018/08/28,4.26,2018/09/18,-12.46,2018/10/16,-15.54,2018/12/11,-30.29,2019/04/02,-0.55,2019/08/20,11.42
"Collins, Susan M.",AMZN,2018/10/02,2018/10/09,-115.08,2018/10/30,-480.9,2018/11/27,-411.75,2019/01/22,-343.55,2019/05/14,-155.48,2019/10/01,-247.57
"Perdue Jr., David A.",GM,2016/02/26,2016/03/04,1.65,2016/04/22,2.7,2016/06/17,-0.51,2016/10/07,2.58,2017/02/24,7.13
"Moran, Jerry",RDS-B,2018/12/06,2018/12/13,0.47,2019/01/03,0.49,2019/01/31,3.07,2019/03/28,3.59,2019/07/18,3.37,2019/12/05,-3.26
"Shalala, Donna",EPOKY,2019/03/19,2019/03/26,-0.21,2019/04/16,0.47,2019/05/14,-0.51,2019/07/09,-0.36,2019/10/29,0.98,2020/03/17,-0.95
"Roberts, Pat",BAC,2014/03/10,2014/03/17,-0.29,2014/04/07,-0.91,2014/05/05,-2.29,2014/06/30,-1.99,2014/10/20,-1.12,2015/03/09,-1.13
"Duckworth, Ladda T.",BBL,2017/12/21,2017/12/28,1.07,2018/01/18,4.84,2018/02/15,5.68,2018/04/12,1.69,2018/08/02,4.26,2018/12/20,1.66
"Perdue Jr., David A.",CZR,2017/08/25,2017/09/01,-0.09,2017/09/22,1.71,2017/10/20,2.59,2017/12/15,8.89,2018/04/06,11.69,2018/08/24,26.22
"Perdue Jr., David A.",DISCA,2015/05/29,2015/06/05,0.61,2015/06/26,0.26,2015/07/24,-1.58,2015/09/18,-5.48,2016/01/08,-7.77,2016/05/27,-6.21
"Whitehouse, Sheldon",TSLA,2017/11/27,2017/12/04,-1.8,2018/01/22,8.02,2018/03/19,0.36,2018/07/09,-0.03,2018/11/26,4.44
"Perdue Jr., David A.",GLW,2018/05/10,2018/05/17,0.64,2018/06/07,1.54,2018/07/05,0.44,2018/08/30,6.35,2018/12/20,2.42,2019/05/09,3.12
"Whitehouse, Sheldon",PRU,2014/11/13,2014/11/20,-0.99,2014/12/11,4.06,2015/01/08,2.25,2015/03/05,-4.05,2015/06/25,5.84,2015/11/12,0.89
"Whitehouse, Sheldon",DIS,2016/04/19,2016/04/26,2.09,2016/05/17,-2.36,2016/06/14,-4.92,2016/08/09,-6.71,2016/11/29,-3.46,2017/04/18,11.09
"Moran, Jerry",XOM,2018/12/06,2018/12/13,-1.09,2019/01/03,-8.38,2019/01/31,-4.93,2019/03/28,2.72,2019/07/18,-2.96,2019/12/05,-9.09
"Shalala, Donna",PNW,2019/03/19,2019/03/26,2.05,2019/04/16,0.42,2019/05/14,1.04,2019/07/09,0.6,2019/10/29,-1.92,2020/03/17,-23.48
"Roberts, Pat",AAPL,2017/09/27,2017/10/04,-0.23,2017/11/22,4.97,2018/01/17,5.76,2018/05/09,8.05,2018/09/26,16.91
"Courtney, Joe",SHW,2019/12/31,2020/01/07,-5.86,2020/01/28,2.8,2020/02/25,-6.6,2020/04/21,-31.36,2020/08/11,25.11,2020/12/29,49.99
"Perdue Jr., David A.",MRK,2017/09/12,2017/09/19,0.53,2017/10/10,-0.99,2017/11/07,-9.14,2018/01/02,-8.56,2018/04/24,-4.75,2018/09/11,3.88
"Perdue Jr., David A.",LGF-B,2019/06/24,2019/07/01,0.84,2019/07/22,0.35,2019/08/19,-0.55,2019/10/14,-2.4,2020/02/03,-1.72,2020/06/22,-4.06
"Reed, John F.",TBF,2015/05/04,2015/05/11,0.61,2015/06/01,0.28,2015/06/29,1.04,2015/08/24,-1.3,2015/12/14,-0.74,2016/05/02,-2.29
"Collins, Susan M.",M,2014/04/03,2014/04/10,-1.91,2014/05/01,-3.19,2014/05/29,-1.59,2014/07/24,-2.57,2014/11/13,0.86,2015/04/02,6.42
"Whitehouse, Sheldon",CVS,2019/05/16,2019/05/23,0.13,2019/06/13,1.49,2019/07/11,6.15,2019/09/05,10.18,2019/12/26,21.77,2020/05/14,8.7
"Toomey, Patrick J.",CVX,2015/06/16,2015/06/23,0.36,2015/07/14,-4.54,2015/08/11,-14.84,2015/10/06,-13.78,2016/01/26,-16.7,2016/06/14,1.66
"Inhofe, James M.",BLK,2017/10/17,2017/10/24,-0.47,2017/11/14,-9.02,2017/12/12,39.48,2018/02/06,47.26,2018/05/29,52.29,2018/10/16,-66.15
"Perdue Jr., David A.",TRP,2017/09/01,2017/09/08,0.41,2017/09/29,-1.4,2017/10/27,-3.82,2017/12/22,-2.5,2018/04/13,-8.48,2018/08/31,-8.02
"Hoeven, John",PFE,2016/11/25,2016/12/02,-0.09,2016/12/23,0.78,2017/01/20,0.23,2017/03/17,2.64,2017/07/07,1.47,2017/11/24,3.63
"Collins, Susan M.",HOLX,2016/12/01,2016/12/08,1.19,2016/12/29,2.1,2017/01/26,2.27,2017/03/23,4.23,2017/07/13,6.79,2017/11/30,4.1
"Whitehouse, Sheldon",BMY,2014/10/14,2014/10/21,2.29,2014/11/11,9.7,2014/12/09,10.42,2015/02/03,10.84,2015/05/26,18.58,2015/10/13,13.59
"Axne, Cynthia",SSNC,2019/09/06,2019/09/13,3.65,2019/10/04,0.66,2019/11/01,7.84,2019/12/27,12.42,2020/04/17,1.97,2020/09/04,12.07
"Perdue Jr., David A.",KN,2015/02/05,2015/02/12,-0.18,2015/03/05,-2.91,2015/04/02,-3.36,2015/05/28,-3.08,2015/09/17,-6.11,2016/02/04,-9.62
"Murray, Patty",GD,2017/03/16,2017/03/23,-1.24,2017/04/13,-4.23,2017/05/11,3.25,2017/07/06,8.88,2017/10/26,14.21,2018/03/15,31.51
"Reed, John F.",AMG,2015/06/30,2015/07/07,-7.12,2015/07/28,-11.26,2015/08/25,-35.33,2015/10/20,-46.48,2016/02/09,-100.75,2016/06/28,-83.14
"Beyer, Donald S.",MSFT,2019/12/24,2019/12/31,-0.31,2020/01/21,9.89,2020/02/18,29.18,2020/04/14,13.46,2020/08/04,55.12,2020/12/22,66.32
"Roberts, Pat",ETY,2017/12/13,2017/12/20,0.09,2018/01/10,0.18,2018/02/07,-0.4,2018/04/04,-0.61,2018/07/25,0.41,2018/12/12,-1.04
"Whitehouse, Sheldon",EL,2014/02/19,2014/02/26,0.49,2014/03/19,1.92,2014/04/16,3.76,2014/06/11,8.66,2014/10/01,6.47,2015/02/18,13.8
"Capito, Shelley M.",CL,2018/04/05,2018/04/12,-0.41,2018/05/03,-8.46,2018/05/31,-8.17,2018/07/26,-4.79,2018/11/15,-9.56,2019/04/04,-4.13
"Perdue Jr., David A.",AXTA,2017/08/03,2017/08/10,-1.18,2017/08/31,0.41,2017/09/28,-0.32,2018/03/15,1.54,2018/08/02,0.88
"Shalala, Donna",TSM,2019/02/15,2019/02/22,1.17,2019/03/15,1.66,2019/04/12,4.39,2019/06/07,0.7,2019/09/27,7.76,2020/02/14,20.44
"Shalala, Donna",TOL,2019/01/23,2019/01/30,0.71,2019/02/20,2.34,2019/03/20,0.31,2019/05/15,3.84,2019/09/04,1.98,2020/01/22,10.55
"Perdue Jr., David A.",DVN,2015/08/27,2015/09/03,1.09,2015/09/24,-2.02,2015/10/22,4.12,2015/12/17,-10.87,2016/04/07,-12.5,2016/08/25,4.27
"Whitehouse, Sheldon",MGA,2017/05/30,2017/06/06,0.73,2017/06/27,0.05,2017/07/25,2.93,2017/09/19,6.71,2018/01/09,14.48,2018/05/29,18.58
"Roberts, Pat",BIDU,2015/01/28,2015/02/04,-6.73,2015/02/25,-18.46,2015/03/25,-16.29,2015/05/20,-29.97,2015/09/09,-73.49,2016/01/27,-62.03
